ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	RID
11301	142_new	new	Hayu	Kiranti_Hayu	neːsi	n.eː.s.i	n eː s i	wayu1241	1231	27.302102	86.099009	2173	2173	FALSE	Michailovsky1989a		5802
11756	142_new	new	Mikir	Karbi	akemi	m.ī	m iː	karb1241	1231	25.735084	93.050494	10414	10414	FALSE	Walker1925 KonnerthFC GruessnerNoDate		5809
12079	142_new	new	Rabha	Rabha	pi+dan	p.i.+.d.a.n	p i + d a n	rabh1238	1231	25.820135	91.170064	29730	29730	FALSE	Joseph2007		5814
357	143_nine	nine	OldTibetan	Tibetan_Old_Tibetan	dgu	d.g.u	d g u	clas1254	1483	30.027852	91.158704	24	24	FALSE	Huang1992		5857
358	143_nine	nine	Japhug	rGyalrong_Japhug	kɯngɯt	k.ɯ.n.g.ɯ.t	k ɯ n g ɯ t	japh1234	1483	32.207076	101.957636	24	24	FALSE	Jacques2015b		5848
627	143_nine	nine	Xiahe	Tibetan_Xiahe	gə	g.ə	g ə	amdo1237	1483	35.210549	102.524979	24	24	FALSE	Huang1992		
937	143_nine	nine	Jingpho	Jingpho_Jingpho	tʃă³¹khu³¹|	tʃ.ă.³¹.◦.kh.u.³¹	tʃ ă ³¹ + kʰ u ³¹	jing1260	1483	25.461826	97.329866	24	24	FALSE	Huang1992		5849
1462	143_nine	nine	Lhasa	Tibetan_Lhasa	ku¹³	k.u.¹³	k u ¹³	utsa1239	1483	29.653441	91.171493	24	24	FALSE	Huang1992		5863
2137	143_nine	nine	Batang	Tibetan_Batang	gᴜ⁵³	g.ᴜ.⁵³	g u ⁵³	kham1282	1483	30.00795	99.111944	24	24	FALSE	Huang1992		5862
2264	143_nine	nine	Dulong	Nungic_Dulong	dɯ³¹gɯ⁵³|	d.ɯ.³¹.+.g.ɯ.⁵³	d ɯ ³¹ + g ɯ ⁵³	drun1238	1483	27.749017	98.691868	24	24	FALSE	Huang1992		5845
2657	143_nine	nine	Zhaba	Qiangic_Zhaba	ngʌ¹³	n.g.ʌ.¹³	n g ʌ ¹³	zhab1238	1483	30.538892	101.058397	24	24	FALSE	Huang1992		5868
2690	143_nine	nine	DarangTaraon	Deng_Darang_Taraon	kɑ³¹ȵɯŋ⁵⁵	k.ɑ.³¹.◦.ȵ.ɯ.ŋ.⁵⁵	k ɑ ³¹ + ȵ ɯ ŋ ⁵⁵	diga1241	1483	28.657986	97.469136	487	487	FALSE	Huang1992		5844
2875	143_nine	nine	MaerkangrGyalrong	rGyalrong_Maerkang	kə ngu	k.ə._.n.g.u	k ə + n g u	situ1238	1483	31.868614	102.295293	24	24	FALSE	Huang1992		
3389	143_nine	nine	Lisu	Loloish_Lisu	ku̱³³	k.u̱.³³	k u̠ ³³	lisu1250	1483	25.950046	98.848486	24	24	FALSE	Huang1992		5852
3416	143_nine	nine	Bokar	Tani_Bokar	ko noŋ|	k.o.+.n.o.ŋ	k o./o + n o./o ŋ	boka1249	1483	27.554547	93.15717	487	487	FALSE	Huang1992		5840
3550	143_nine	nine	Daofu	rGyalrong_Daofu	ngə	n.g.ə	n g ə	horp1240	1483	30.975281	101.123742	24	24	FALSE	Huang1992		
3846	143_nine	nine	Alike	Tibetan_Alike	rgə	r.g.ə	r g ə	amdo1237	1483	38.318508	92.839938	24	24	FALSE	Huang1992		5861
3973	143_nine	nine	Yidu	Deng_Yidu	kɯ⁵⁵ȵi⁵⁵|	k.ɯ.⁵⁵.◦.ȵ.i.⁵⁵	k ɯ ⁵⁵ + ȵ i ⁵⁵	idum1241	1483	29.448172	95.650179	487	487	FALSE	Huang1992		5867
4096	143_nine	nine	MotuoMenba	Bodic_Tshangla	gu	g.u	g u	tsha1245	1483	29.325414	95.340883	24	24	FALSE	Huang1992		5854
4745	143_nine	nine	OldChinese	Sinitic_Old_Chinese	*[k]uʔ	k.u.ʔ	k u ʔ	oldc1244	1483	34.101745	108.777868	24	24	FALSE	Baxter2014		5856
4903	143_nine	nine	OldBurmese	Burmish_Old_Burmese	kuiwḥ	k.ui.w.ḥ	k ui w h	oldb1235	1483	21.624974	97.126742	24	24	FALSE	Hill2017		5855
5295	143_nine	nine	WobziKhroskyabs	Khroskyabs_Wobzi	ŋgə̂	ŋ.g.ə̂	ŋ g ə̂	eree1240	1483	31.62758	101.427999	24	24	FALSE	Lai2017		5865
5782	143_nine	nine	Garo	Garo_Garo	sku	s.k.u	s k u	garo1247	1483	25.504744	90.333226	24	24	FALSE	Burling2003		5846
5993	143_nine	nine	Thulung	Kiranti_Thulung	gu	g.u	g u	thul1246	1483	27.534944	87.609608	24	24	FALSE	Allen1975		5860
6334	143_nine	nine	Hakha	Chin_Hakha	pakuâ	p.a.k.u.â	p a k u â/a	haka1240	1483	22.870089	92.820021	24	24	FALSE	VanBik2014		5847
6522	143_nine	nine	Bunan	TibetoKinauri_Bunan	gu	g.u	g u	gahr1239	1483	32.554766	77.076283	24	24	FALSE	Widmer2014		5841
6745	143_nine	nine	Byangsi	TibetoKinauri_Byangsi	gui	g.u.i	g u i	byan1241	1483	29.583838	80.22309	24	24	FALSE	Sharma2003a		5842
6968	143_nine	nine	Rongpo	Tibeto_Kinauri_Rongpo	nɔ	n.ɔ	n ɔ	rong1264	1483	30.530044	79.569987	487	487	TRUE	Sharma2003		
7191	143_nine	nine	Kulung	Kiranti_Kulung	bɔ:tʃi	b.ɔ:.tʃ.i	b ɔː tʃ i	kulu1253	1483	27.690037	86.910944	634	634	FALSE	Tolsma1999		5850
7518	143_nine	nine	Bantawa	Kiranti_Bantawa	nu+ka	n.u.+.k.a	n u + k a	bant1281	1483	27.117894	87.049995	487	487	FALSE	Jongens2009		
8256	143_nine	nine	Rangoon	Burmish_Rangoon	ko⁵⁵	k.o.⁵⁵	k o./o ⁵⁵	nucl1310	1483	16.874207	96.190785	24	24	FALSE	Huang1992 Hill2017		5858
8922	143_nine	nine	Achang	Burmish_Achang	kau³¹	k.a.u.³¹	k a u ³¹	acha1249	1483	24.466605	97.89503	24	24	FALSE	Huang1992 Hill2017		5838
8923	143_nine	nine	Atsi	Burmish_Atsi	kau²¹	k.a.u.²¹	k a u ²¹	zaiw1241	1483	24.193367	97.806689	24	24	FALSE	Huang1992 Hill2017		
8924	143_nine	nine	Bola	Burmish_Bola	kau³¹	k.a.u.³¹	k a u ³¹	pela1242	1483	24.405004	98.234243	24	24	FALSE	Huang1992 Hill2017		
8925	143_nine	nine	Lashi	Burmish_Lashi	kou³³	k.o.u.³³	k o./o u ³³	lash1243	1483	24.111512	98.311333	24	24	FALSE	Huang1992 Hill2017		5851
8926	143_nine	nine	Maru	Burmish_Maru	kuk³¹	k.u.k.³¹	k u k ³¹	maru1249	1483	24.939981	99.83	24	24	FALSE	Huang1992 Hill2017		
8927	143_nine	nine	Xiandao	Burmish_Xiandao	kau³¹	k.a.u.³¹	k a u ³¹	xian1249	1483	24.494153	97.753173	24	24	FALSE	Huang1992 Hill2017		
9259	143_nine	nine	Bahing	Kiranti_Bahing	gʱø	gʱ.ø	gʱ ø	bahi1252	1483	27.309472	86.430334	24	24	FALSE	Michailovsky1989		
9930	143_nine	nine	Beijing	Sinitic_Beijing	tɕiou²¹⁴	tɕ.i.o.u.²¹⁴	tɕ i o./o u ²¹⁴	beij1235	1483	39.909056	116.397422	24	24	FALSE	Lai2017FN		5839
9931	143_nine	nine	Guangzhou	Sinitic_Guangzhou	kɐu³⁵	k.ɐ.u.³⁵	k ɐ u ³⁵	guan1279	1483	23.131111	113.258099	24	24	FALSE	Lai2017FN		
9932	143_nine	nine	Chaozhou	Sinitic_Chaozhou	kau⁵³	k.a.u.⁵³	k a u ⁵³	chao1238	1483	23.657699	116.622317	24	24	FALSE	Lai2017FN		5843
9933	143_nine	nine	Longgang	Sinitic_Longgang	kiu³²	k.i.u.³²	k i u ³²	hakk1236	1483	22.725545	114.243825	24	24	FALSE	Lai2017FN		
9934	143_nine	nine	Jieyang	Sinitic_Jieyang	kau³¹	k.a.u.³¹	k a u ³¹	chao1239	1483	23.551122	116.373013	24	24	FALSE	Lai2017FN		
9935	143_nine	nine	Xingning	Sinitic_Xingning	kiu²¹	k.i.u.²¹	k i u ²¹	hakk1236	1483	24.13674	115.732382	24	24	FALSE	Lai2017FN		5866
11096	143_nine	nine	Ukhrul	Naga_Ukhrul	ci+ko	c.i.+.k.o	c i + k o	ukhr1238	1483	25.092617	94.37045	24	24	FALSE	Mortensen2012		5864
11555	143_nine	nine	Tangut	Tangut	gjɨɨ/ɨː	g.j.ɨɨ/ɨː	g j ɨɨ/ɨː	tang1334	1483	38.477453	106.285383	24	24	FALSE	Li1997		5859
11818	143_nine	nine	Mikir	Karbi	sirkep	s.i.r.k.ē.p	s i r k eː p	karb1241	1483	25.735084	93.050494	10415	10415	FALSE	Walker1925 KonnerthFC GruessnerNoDate		5853
922	145_noon	noon	Jingpho	Jingpho_Jingpho	ʃă³¹ni⁵⁵ kă³¹a³³	ʃ.ă.³¹.◦.n.i.⁵⁵._.k.ă.³¹.◦.a.³³	ʃ ă ³¹ + n i ⁵⁵ + k ă ³¹ + a ³³	jing1260	12	25.461826	97.329866	3477	3477	FALSE	Huang1992		5893
968	145_noon	noon	MotuoMenba	Bodic_Tshangla	ŋam je naŋ	ŋ.a.m._.j.e._.n.a.ŋ	ŋ a m + j e + n a ŋ	tsha1245	12	29.325414	95.340883	445	445	FALSE	Huang1992		5899
1324	145_noon	noon	MaerkangrGyalrong	rGyalrong_Maerkang	sɐk sə	s.ɐ.k._.s.ə	s ɐ k + s ə	situ1238	12	31.868614	102.295293	936	936	FALSE	Huang1992		
1325	145_noon	noon	MaerkangrGyalrong	rGyalrong_Maerkang	tə mtso	t.ə._.m.ts.o	t ə + m ts o	situ1238	12	31.868614	102.295293	937	937	FALSE	Huang1992		
1791	145_noon	noon	Daofu	rGyalrong_Daofu	sȵə xcçən	s.ȵ.ə.+.x.cç.ə.n	s ȵ ə + x cç ə n	horp1240	12	30.975281	101.123742	1318	1318	TRUE	Huang1992		
2018	145_noon	noon	Dulong	Nungic_Dulong	nɑm⁵³ɑ³¹duŋ⁵³	n.ɑ.m.⁵³.+.ɑ.³¹.+.d.u.ŋ.⁵³	n ɑ m ⁵³ + ɑ ³¹ + d u ŋ ⁵³	drun1238	12	27.749017	98.691868	1283	1283	FALSE	Huang1992		5888
2590	145_noon	noon	Batang	Tibetan_Batang	ȵĩ¹³ŋgu⁵⁵	ȵ.ĩ.∼.¹³.◦.ŋg.u.⁵⁵	ȵ ĩ ¹³ + ŋg u ⁵⁵	kham1282	12	30.00795	99.111944	2218	2218	FALSE	Huang1992		5907
2642	145_noon	noon	Zhaba	Qiangic_Zhaba	ʂȵʌ¹³ʑu¹³	ʂ.ȵ.ʌ.¹³.◦.ʑ.u.¹³	ʂ ȵ ʌ ¹³ + ʑ u ¹³	zhab1238	12	30.538892	101.058397	2267	2267	FALSE	Huang1992		5913
2676	145_noon	noon	DarangTaraon	Deng_Darang_Taraon	n̥n⁵³thɯ³¹boŋ³⁵	n̥.n.⁵³.◦.th.ɯ.³¹.◦.b.o.ŋ.³⁵	n̥ n ⁵³ + tʰ ɯ ³¹ + b o./o ŋ ³⁵	diga1241	12	28.657986	97.469136	2278	2278	FALSE	Huang1992		5887
3017	145_noon	noon	Xiahe	Tibetan_Xiahe	tʂe dʑa	tʂ.e._.dʑ.a	ʈʂ e + dʑ a	amdo1237	12	35.210549	102.524979	2458	2458	FALSE	Huang1992		
3377	145_noon	noon	Lisu	Loloish_Lisu	mo̱³¹lo³³ko³³	m.o̱.³¹.◦.l.o.³³.◦.k.o.³³	m o̠ ³¹ + l o./o ³³ + k o./o ³³	lisu1250	12	25.950046	98.848486	2671	2671	FALSE	Huang1992		5896
3406	145_noon	noon	Bokar	Tani_Bokar	loŋ goŋ	l.o.ŋ.+.g.o.ŋ	l o./o ŋ + g o./o ŋ	boka1249	12	27.554547	93.15717	2687	2687	FALSE	Huang1992		5883
3673	145_noon	noon	Lhasa	Tibetan_Lhasa	ȵĩ¹³kuŋ⁵⁵	ȵ.ĩ.∼.¹³.◦.k.u.ŋ.⁵⁵	ȵ ĩ ¹³ + k u ŋ ⁵⁵	utsa1239	12	29.653441	91.171493	1143	1143	FALSE	Huang1992		5908
3825	145_noon	noon	Alike	Tibetan_Alike	ȵə ma koŋ	ȵ.ə._.m.a._.k.o.ŋ	ȵ ə + m a + k o./o ŋ	amdo1237	12	38.318508	92.839938	1143	1143	FALSE	Huang1992		5906
3958	145_noon	noon	Yidu	Deng_Yidu	ȵi⁵⁵boŋ⁵⁵mɑ⁵⁵	ȵ.i.⁵⁵.◦.b.o.ŋ.⁵⁵.◦.m.ɑ.⁵⁵	ȵ i ⁵⁵ + b o./o ŋ ⁵⁵ + m ɑ ⁵⁵	idum1241	12	29.448172	95.650179	2278	2278	FALSE	Huang1992		5912
4473	145_noon	noon	Japhug	rGyalrong_Japhug	sŋɯχcɤl	s.ŋ.ɯ.χ.c.ɤ.l	s ŋ ɯ χ c ɤ l	japh1234	12	32.207076	101.957636	1318	1318	TRUE	Jacques2015b		5891
4474	145_noon	noon	Limbu	Kiranti_Limbu	lɛn	l.ɛ.n	l ɛ n	limb1266	12	27.272065	87.889909	3569	3569	FALSE	Jacques2017FN		5895
4746	145_noon	noon	OldChinese	Sinitic_Old_Chinese	*[m].qʰˤaʔ	m.+.qʰˤ.a.ʔ	m + qʰˤ a ʔ	oldc1244	12	34.101745	108.777868	1683	1683	FALSE	Baxter2014		5902
4904	145_noon	noon	OldBurmese	Burmish_Old_Burmese	mo₁nḥ◦tañʔ	m.o₁.n.ḥ.◦.t.a.ñ.ʔ	m o₁/o n h + t a ɲ ʔ	oldb1235	12	21.624974	97.126742	3685	3685	FALSE	Hill2017		5900
4905	145_noon	noon	OldBurmese	Burmish_Old_Burmese	nijʔ◦lañ	n.i.j.ʔ.◦.l.a.ñ	n i j ʔ + l a ɲ	oldb1235	12	21.624974	97.126742	3686	3686	FALSE	Hill2017		5901
5114	145_noon	noon	Japhug	rGyalrong_Japhug	saχsɯ	s.a.χ.s.ɯ	s a χ s ɯ	japh1234	12	32.207076	101.957636	936	936	FALSE	Jacques2015b		5892
5297	145_noon	noon	WobziKhroskyabs	Khroskyabs_Wobzi	mtsæ̂r	m.ts.æ̂.r	m ts æ̂ r	eree1240	12	31.62758	101.427999	3764	3764	FALSE	Lai2017		5910
5783	145_noon	noon	Garo	Garo_Garo	saljatchi	s.a.l.j.a.t.ch.i	s a l j a t ch i	garo1247	12	25.504744	90.333226	3984	3984	FALSE	Burling2003		5889
5994	145_noon	noon	Thulung	Kiranti_Thulung	nemphu	n.e.m.ph.u	n e m pʰ u	thul1246	12	27.534944	87.609608	4063	4063	FALSE	Allen1975		5905
6335	145_noon	noon	Hakha	Chin_Hakha	tshǔun	tsh.ǔu.n	tsʰ ǔu/u n	haka1240	12	22.870089	92.820021	25	25	FALSE	VanBik2014		5890
6602	145_noon	noon	Bunan	TibetoKinauri_Bunan	nimapʰet	n.i.m.a.pʰ.e.t	n i m a pʰ e t	gahr1239	12	32.554766	77.076283	256	256	TRUE	Widmer2014		5884
6746	145_noon	noon	Byangsi	TibetoKinauri_Byangsi	n̺isɛ	n̺.i.s.ɛ	n̺ i s ɛ	byan1241	12	29.583838	80.22309	356	356	FALSE	Sharma2003a		5885
6969	145_noon	noon	Rongpo	Tibeto_Kinauri_Rongpo	phjɛniŋ	ph.j.ɛ.n.i.ŋ	pʰ j ɛ n i ŋ	rong1264	12	30.530044	79.569987	488	488	FALSE	Sharma2003		
8436	145_noon	noon	Atsi	Burmish_Atsi	ŋji⁵⁵+kuŋ⁵¹+tṵ²¹	ŋ.j.i.⁵⁵.+.k.u.ŋ.⁵¹.+.t.ṵ.²¹	ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹	zaiw1241	12	24.193367	97.806689	1143	1143	FALSE	Huang1992 Hill2017		
8589	145_noon	noon	Lashi	Burmish_Lashi	ŋjei⁵⁵+kuŋ³¹	ŋ.j.e.i.⁵⁵.+.k.u.ŋ.³¹	ŋ j e i ⁵⁵ + k u ŋ ³¹	lash1243	12	24.111512	98.311333	1143	1143	FALSE	Huang1992 Hill2017		5894
8643	145_noon	noon	Xiandao	Burmish_Xiandao	cɔ⁵⁵+cɔ³¹+jɔʔ³⁵	c.ɔ.⁵⁵.+.c.ɔ.³¹.+.j.ɔ.ʔ.³⁵	c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵	xian1249	12	24.494153	97.753173	1224	1224	FALSE	Huang1992 Hill2017		
8683	145_noon	noon	Bola	Burmish_Bola	ŋji³⁵+kauŋ³¹+tṵ⁵⁵	ŋ.j.i.³⁵.+.k.a.u.ŋ.³¹.+.t.ṵ.⁵⁵	ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵	pela1242	12	24.405004	98.234243	1143	1143	FALSE	Huang1992 Hill2017		
8715	145_noon	noon	Rangoon	Burmish_Rangoon	ne⁵³+lɛ²²+pɑ̃i∼⁵⁵	n.e.⁵³.+.l.ɛ.²².+.p.ɑ̃.i.∼.⁵⁵	n e ⁵³ + l ɛ ²² + p ɑ̃ i ⁵⁵	nucl1310	12	16.874207	96.190785	1242	1242	FALSE	Huang1992 Hill2017		5903
8747	145_noon	noon	Achang	Burmish_Achang	ni³¹+kuŋ⁵⁵	n.i.³¹.+.k.u.ŋ.⁵⁵	n i ³¹ + k u ŋ ⁵⁵	acha1249	12	24.466605	97.89503	1143	1143	FALSE	Huang1992 Hill2017		5881
8801	145_noon	noon	Maru	Burmish_Maru	na⁵⁵+kauŋ³⁵	n.a.⁵⁵.+.k.a.u.ŋ.³⁵	n a ⁵⁵ + k a u ŋ ³⁵	maru1249	12	24.939981	99.83	1143	1143	FALSE	Huang1992 Hill2017		
9474	145_noon	noon	Lushai	Mizo_Lushai	tʃʰûnlai	tʃʰ.û.n.l.a.i	tʃʰ û/u n l a i	lush1249	12	22.60535	92.629457	25	25	FALSE	Lorrain1940		5897
9936	145_noon	noon	Beijing	Sinitic_Beijing	ʂɑŋ²¹⁴₂₁xuɔ⁰	ʂ.ɑ.ŋ.²¹⁴₂₁.x.u.ɔ.⁰	ʂ ɑ ŋ ²¹⁴/²¹ x u ɔ ⁰	beij1235	12	39.909056	116.397422	1681	1681	FALSE	Lai2017FN		5882
9937	145_noon	noon	Guangzhou	Sinitic_Guangzhou	tsʊŋ⁵³ŋ̩̩²³	ts.ʊ.ŋ.⁵³.ŋ̩̩.²³	ts ʊ ŋ ⁵³ ŋ̩ ²³	guan1279	12	23.131111	113.258099	1683	1683	FALSE	Lai2017FN		
9938	145_noon	noon	Chaozhou	Sinitic_Chaozhou	toŋ³³ŋou³⁵	t.o.ŋ.³³.ŋ.o.u.³⁵	t o./o ŋ ³³ ŋ o./o u ³⁵	chao1238	12	23.657699	116.622317	1683	1683	FALSE	Lai2017FN		5886
9939	145_noon	noon	Longgang	Sinitic_Longgang	tsʊŋ³³₂₄mm̩∼³²	ts.ʊ.ŋ.³³₂₄.m.m̩.∼.³²	ts ʊ ŋ ³³/²⁴ m m̩ ³²	hakk1236	12	22.725545	114.243825	1683	1683	TRUE	Lai2017FN		
9940	145_noon	noon	Jieyang	Sinitic_Jieyang	toŋ³³ŋou³⁵	t.o.ŋ.³³.ŋ.o.u.³⁵	t o./o ŋ ³³ ŋ o./o u ³⁵	chao1239	12	23.551122	116.373013	1683	1683	FALSE	Lai2017FN		
9941	145_noon	noon	Xingning	Sinitic_Xingning	tɔŋ⁴⁵₃₅tʂu⁵³ʂɿn²¹	t.ɔ.ŋ.⁴⁵₃₅.tʂ.u.⁵³.ʂ.ɿ.n.²¹	t ɔ ŋ ⁴⁵/³⁵ ʈʂ u ⁵³ ʂ ɿ n ²¹	hakk1236	12	24.13674	115.732382	1684	1684	FALSE	Lai2017FN		5911
11097	145_noon	noon	Ukhrul	Naga_Ukhrul	kə+ŋə+ʃun	k.ə.+.ŋ.ə.+.ʃ.u.n	k ə + ŋ ə + ʃ u n	ukhr1238	12	25.092617	94.37045	3330	3330	FALSE	Mortensen2012		5909
11580	145_noon	noon	Tangut	Tangut	ljij	l.ji.j	l j i j	tang1334	12	38.477453	106.285383	4217	4217	FALSE	Li1997		5904
11864	145_noon	noon	Mikir	Karbi	nerlo chitim	n.e.r.l.o._.ch.i.t.i.m	n e r l o./o + ch i t i m	karb1241	12	25.735084	93.050494	0	0	FALSE	Walker1925 KonnerthFC GruessnerNoDate		5898
364	147_oldofperson	old (of person)	OldTibetan	Tibetan_Old_Tibetan	rgas	r.g.a.s	r g a s	clas1254	2112	30.027852	91.158704	583	583	FALSE	Huang1992		
365	147_oldofperson	old (of person)	Japhug	rGyalrong_Japhug	%rgɤz	r.g.ɤ.z	r g ɤ z	japh1234	2112	32.207076	101.957636	583	583	TRUE	Jacques2015b		
1056	147_oldofperson	old (of person)	Jingpho	Jingpho_Jingpho	a³¹sak³¹kă³¹pa³¹	a.³¹.◦.s.a.k.³¹.◦.k.ă.³¹.◦.p.a.³¹	a ³¹ + s a k ³¹ + k ă ³¹ + p a ³¹	jing1260	2112	25.461826	97.329866	581	581	FALSE	Huang1992		
1058	147_oldofperson	old (of person)	MotuoMenba	Bodic_Tshangla	gat bu	g.a.t._.b.u	g a t + b u	tsha1245	2112	29.325414	95.340883	583	583	TRUE	Huang1992		
1416	147_oldofperson	old (of person)	MaerkangrGyalrong	rGyalrong_Maerkang	kə mtʂo	k.ə._.m.tʂ.o	k ə + m ʈʂ o	situ1238	2112	31.868614	102.295293	1000	1000	FALSE	Huang1992		
1513	147_oldofperson	old (of person)	Lhasa	Tibetan_Lhasa	kɛ̃¹³pa⁵⁵	k.ɛ̃.∼.¹³.◦.p.a.⁵⁵	k ɛ̃ ¹³ + p a ⁵⁵	utsa1239	2112	29.653441	91.171493	583	583	FALSE	Huang1992		
1939	147_oldofperson	old (of person)	Daofu	rGyalrong_Daofu	gə dar	g.ə.+.d.a.r	g ə + d a r	horp1240	2112	30.975281	101.123742	2051	2051	TRUE	Huang1992		
2087	147_oldofperson	old (of person)	Dulong	Nungic_Dulong	bɹiŋ⁵⁵	b.ɹ.i.ŋ.⁵⁵	b ɹ i ŋ ⁵⁵	drun1238	2112	27.749017	98.691868	1610	1610	FALSE	Huang1992		
2201	147_oldofperson	old (of person)	Batang	Tibetan_Batang	gɛ⁵⁵po⁵³	g.ɛ.⁵⁵.◦.p.o.⁵³	g ɛ ⁵⁵ + p o./o ⁵³	kham1282	2112	30.00795	99.111944	583	583	FALSE	Huang1992		
2736	147_oldofperson	old (of person)	Zhaba	Qiangic_Zhaba	ga³³gi⁵⁵	g.a.³³.◦.g.i.⁵⁵	g a ³³ + g i ⁵⁵	zhab1238	2112	30.538892	101.058397	583	583	TRUE	Huang1992		
2785	147_oldofperson	old (of person)	DarangTaraon	Deng_Darang_Taraon	tɑ³¹pɑɯ⁵⁵	t.ɑ.³¹.◦.p.ɑ.ɯ.⁵⁵	t ɑ ³¹ + p ɑ ɯ ⁵⁵	diga1241	2112	28.657986	97.469136	2329	2329	FALSE	Huang1992		
3436	147_oldofperson	old (of person)	Xiahe	Tibetan_Xiahe	lo lon	l.o._.l.o.n	l o./o + l o./o n	amdo1237	2112	35.210549	102.524979	2707	2707	FALSE	Huang1992		
3456	147_oldofperson	old (of person)	Lisu	Loloish_Lisu	mo³¹	m.o.³¹	m o./o ³¹	lisu1250	2112	25.950046	98.848486	1286	1286	FALSE	Huang1992		
3514	147_oldofperson	old (of person)	Bokar	Tani_Bokar	me kam	m.e.+.k.a.m	m e + k a m	boka1249	2112	27.554547	93.15717	3277	3277	FALSE	Huang1992		
3924	147_oldofperson	old (of person)	Alike	Tibetan_Alike	rgi	r.g.i	r g i	amdo1237	2112	38.318508	92.839938	583	583	FALSE	Huang1992		
4054	147_oldofperson	old (of person)	Yidu	Deng_Yidu	mi³⁵tɕhi⁵⁵pɹɑ⁵⁵	m.i.³⁵.◦.tɕʰ.i.⁵⁵.◦.p.ɹ.ɑ.⁵⁵	m i ³⁵ + tɕʰ i ⁵⁵ + p ɹ ɑ ⁵⁵	idum1241	2112	29.448172	95.650179	2987	2987	FALSE	Huang1992		
4333	147_oldofperson	old (of person)	Khaling	Kiranti_Khaling	dʉspɛ	d.ʉ.s.p.ɛ	d ʉ s p ɛ	khal1275	2112	27.390595	87.510016	3515	3515	FALSE	Jacques2017FN		
4334	147_oldofperson	old (of person)	Limbu	Kiranti_Limbu	lɛtt	l.ɛ.t.t	l ɛ t t	limb1266	2112	27.272065	87.889909	3516	3516	FALSE	Jacques2017FN		
4748	147_oldofperson	old (of person)	OldChinese	Sinitic_Old_Chinese	*C.rˤuʔ	C/.+.rˤ.u.ʔ	C/k + rˤ u ʔ	oldc1244	2112	34.101745	108.777868	1685	1685	FALSE	Baxter2014		
4906	147_oldofperson	old (of person)	OldBurmese	Burmish_Old_Burmese	ʔuiw	ʔ.ui.w	ʔ ui w	oldb1235	2112	21.624974	97.126742	1034	1034	FALSE	Hill2017		
5299	147_oldofperson	old (of person)	WobziKhroskyabs	Khroskyabs_Wobzi	dɑ́r	d.ɑ́.r	d ɑ́ r	eree1240	2112	31.62758	101.427999	2051	2051	TRUE	Lai2017		
5548	147_oldofperson	old (of person)	Chepang	Chepang_Chepang	ʔaj	ʔ.a.j	ʔ a j	chep1245	2112	27.785164	84.908801	3862	3862	FALSE	Caughley2000		
5785	147_oldofperson	old (of person)	Garo	Garo_Garo	git+cham	g.i.t.+.ch.a.m	g i t + ch a m	garo1247	2112	25.504744	90.333226	3986	3986	FALSE	Burling2003		
5786	147_oldofperson	old (of person)	Garo	Garo_Garo	ochol	o.ch.o.l	o./o ch o./o l	garo1247	2112	25.504744	90.333226	3987	3987	FALSE	Burling2003		
5995	147_oldofperson	old (of person)	Thulung	Kiranti_Thulung	ŋaːwa	ŋ.aː.w.a	ŋ aː w a	thul1246	2112	27.534944	87.609608	4064	4064	FALSE	Allen1975		
6337	147_oldofperson	old (of person)	Hakha	Chin_Hakha	tâ/ar+tǎ/ar	t.â/a.r.+.t.ǎ/a.r	t â/a r + t ǎ/a r	haka1240	2112	22.870089	92.820021	2051	2051	FALSE	VanBik2014		
6484	147_oldofperson	old (of person)	Bunan	TibetoKinauri_Bunan	ɕaŋs	ɕ.a.ŋ.s	ɕ a ŋ s	gahr1239	2112	32.554766	77.076283	357	357	FALSE	Widmer2014		
6747	147_oldofperson	old (of person)	Byangsi	TibetoKinauri_Byangsi	ʃaŋtʰe	ʃ.a.ŋ.tʰ.e	ʃ a ŋ tʰ e	byan1241	2112	29.583838	80.22309	357	357	FALSE	Sharma2003a		
6970	147_oldofperson	old (of person)	Rongpo	Tibeto_Kinauri_Rongpo	juːdə	j.uː.d.ə	j uː d ə	rong1264	2112	30.530044	79.569987	489	489	FALSE	Sharma2003		
7192	147_oldofperson	old (of person)	Kulung	Kiranti_Kulung	supe	s.u.p.e	s u p e	kulu1253	2112	27.690037	86.910944	635	635	FALSE	Tolsma1999		
8057	147_oldofperson	old (of person)	Rangoon	Burmish_Rangoon	o²²	o.²²	o./o ²²	nucl1310	2112	16.874207	96.190785	1034	1034	FALSE	Huang1992 Hill2017		
8933	147_oldofperson	old (of person)	Achang	Burmish_Achang	muaŋ³¹	m.u.a.ŋ.³¹	m u a ŋ ³¹	acha1249	2112	24.466605	97.89503	1286	1286	FALSE	Huang1992 Hill2017		
