ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	RID
4865	1_above	above	OldBurmese	Burmish_Old_Burmese	ʔa◦thak	ʔ.a.◦.th.a.k	ʔ a + tʰ a k	oldb1235	1741	21.624974	97.126742	49	49	FALSE	Hill2017		32
5154	1_above	above	WobziKhroskyabs	Khroskyabs_Wobzi	tʰɑ	tʰ.ɑ	tʰ ɑ	eree1240	1741	31.62758	101.427999	49	49	FALSE	Lai2017		43
5404	1_above	above	Chepang	Chepang_Chepang	puh+ʔə	p.u.h.+.ʔ.ə	p u h + ʔ ə	chep1245	1741	27.785164	84.908801	3791	3791	FALSE	Caughley2000		19
5646	1_above	above	Garo	Garo_Garo	sakao	s.a.k.a.o	s a k a o	garo1247	1741	25.504744	90.333226	3915	3915	FALSE	Burling2003		21
5955	1_above	above	Thulung	Kiranti_Thulung	ɖʌːla	ɖ.ʌː.l.a	ɖ ʌː l a	thul1246	1741	27.534944	87.609608	4050	4050	FALSE	Allen1975		37
6186	1_above	above	Thulung	Kiranti_Thulung	gele	g.e.l.e	g e l e	thul1246	1741	27.534944	87.609608	4111	4111	FALSE	Allen1975		38
6194	1_above	above	Hakha	Chin_Hakha	tsùŋ	ts.ù.ŋ	ts ù ŋ	haka1240	1741	22.870089	92.820021	744	744	FALSE	VanBik2014		22
6530	1_above	above	Bunan	TibetoKinauri_Bunan	jartok	j.a.r.t.o.k	j a r t o./o k	gahr1239	1741	32.554766	77.076283	198	198	TRUE	Widmer2014		16
6710	1_above	above	Byangsi	TibetoKinauri_Byangsi	jarto	j.a.r.t.o	j a r t o	byan1241	1741	29.583838	80.22309	198	198	TRUE	Sharma2003a		17
6927	1_above	above	Rongpo	Tibeto_Kinauri_Rongpo	kaltʃo	k.a.l.tʃ.o	k a l tʃ o	rong1264	1741	30.530044	79.569987	461	461	FALSE	Sharma2003		
7160	1_above	above	Kulung	Kiranti_Kulung	tɔ:ptɔ	t.ɔ:.p.t.ɔ	t ɔː p t ɔ	kulu1253	1741	27.690037	86.910944	612	612	FALSE	Tolsma1999		27
7385	1_above	above	Bantawa	Kiranti_Bantawa	tsʰoŋ	tsʰ.o.ŋ	tsʰ o./o ŋ	bant1281	1741	27.117894	87.049995	744	744	FALSE	Jongens2009		
8572	1_above	above	Atsi	Burmish_Atsi	tʰoʔ⁵⁵+mai²¹	tʰ.o.ʔ.⁵⁵.+.m.a.i.²¹	tʰ o./o ʔ ⁵⁵ + m a i ²¹	zaiw1241	1741	24.193367	97.806689	49	49	FALSE	Huang1992 Hill2017		
8646	1_above	above	Rangoon	Burmish_Rangoon	ɑ⁵³+tʰɛʔ	ɑ.⁵³.+.tʰ.ɛ.ʔ	ɑ ⁵³ + tʰ ɛ ʔ	nucl1310	1741	16.874207	96.190785	49	49	FALSE	Huang1992 Hill2017		35
8674	1_above	above	Bola	Burmish_Bola	a³¹+tʰaʔ⁵⁵	a.³¹.+.tʰ.a.ʔ.⁵⁵	a ³¹ + tʰ a ʔ ⁵⁵	pela1242	1741	24.405004	98.234243	49	49	FALSE	Huang1992 Hill2017		
8735	1_above	above	Achang	Burmish_Achang	a³¹+lum³¹	a.³¹.+.l.u.m.³¹	a ³¹ + l u m ³¹	acha1249	1741	24.466605	97.89503	3049	3049	FALSE	Huang1992 Hill2017		13
8787	1_above	above	Maru	Burmish_Maru	tʰɔʔ⁵⁵+mɛ³¹	tʰ.ɔ.ʔ.⁵⁵.+.m.ɛ.³¹	tʰ ɔ ʔ ⁵⁵ + m ɛ ³¹	maru1249	1741	24.939981	99.83	49	49	FALSE	Huang1992 Hill2017		
9233	1_above	above	Bahing	Kiranti_Bahing	hati	h.a.t.i	h a t i	bahi1252	1741	27.309472	86.430334	2769	2769	FALSE	Michailovsky1989		
9701	1_above	above	Beijing	Sinitic_Beijing	ʂɑŋ⁵¹tʰou⁰	ʂ.ɑ.ŋ.⁵¹.tʰ.o.u.⁰	ʂ ɑ ŋ ⁵¹ tʰ o./o u ⁰	beij1235	1741	39.909056	116.397422	20	20	FALSE	Lai2017FN		14
9702	1_above	above	Guangzhou	Sinitic_Guangzhou	sœŋ²²pin²²	s.œ.ŋ.²².p.i.n.²²	s œ ŋ ²² p i n ²²	guan1279	1741	23.131111	113.258099	20	20	FALSE	Lai2017FN		
9703	1_above	above	Chaozhou	Sinitic_Chaozhou	teŋ⁵³₃₅põĩ∼⁵⁵	t.e.ŋ.⁵³₃₅.p.õ.ĩ.∼.⁵⁵	t e ŋ ⁵³/³⁵ p õ ĩ ⁵⁵	chao1238	1741	23.657699	116.622317	1618	1618	FALSE	Lai2017FN		18
9704	1_above	above	Longgang	Sinitic_Longgang	taŋ³³kau³³	t.a.ŋ.³³.k.a.u.³³	t a ŋ ³³ k a u ³³	hakk1236	1741	22.725545	114.243825	1618	1618	TRUE	Lai2017FN		
9705	1_above	above	Jieyang	Sinitic_Jieyang	teŋ³¹₃₅pãĩ∼⁵⁵	t.e.ŋ.³¹₃₅.p.ã.ĩ.∼.⁵⁵	t e ŋ ³¹/³⁵ p ã ĩ ⁵⁵	chao1239	1741	23.551122	116.373013	1618	1618	FALSE	Lai2017FN		
9706	1_above	above	Xingning	Sinitic_Xingning	ʂɔŋ⁵⁵pɔɛ⁵³	ʂ.ɔ.ŋ.⁵⁵.p.ɔ.ɛ.⁵³	ʂ ɔ ŋ ⁵⁵ p ɔ ɛ ⁵³	hakk1236	1741	24.13674	115.732382	20	20	FALSE	Lai2017FN		44
9707	1_above	above	Xingning	Sinitic_Xingning	hɔŋ⁵³	h.ɔ.ŋ.⁵³	h ɔ ŋ ⁵³	hakk1236	1741	24.13674	115.732382	1619	1619	FALSE	Lai2017FN		45
11064	1_above	above	Ukhrul	Naga_Ukhrul	kə+kan	k.ə.+.k.a.n	k ə + k a n	ukhr1238	1741	25.092617	94.37045	3313	3313	FALSE	Mortensen2012		42
11270	1_above	above	Hayu	Kiranti_Hayu	ani	a.n.i	a n i	wayu1241	1741	27.302102	86.099009	2156	2156	FALSE	Michailovsky1989a		24
11271	1_above	above	Hayu	Kiranti_Hayu	ani	a.n.i	a n i	wayu1241	1741	27.302102	86.099009	2156	2156	FALSE	Michailovsky1989a		24
11579	1_above	above	Tangut	Tangut	tɕhjaa	tɕh.jaa	tɕʰ j aː	tang1334	1741	38.477453	106.285383	10178	10178	FALSE	Li1997		36
11863	1_above	above	Mikir	Karbi	"angsong, athak; (one -- another) pangchap, pacherop."	a.ng.s.o.ng	a ng s o./o ng	karb1241	1741	25.735084	93.050494	0	0	FALSE	Walker1925 KonnerthFC GruessnerNoDate		30
3	2_all	all	OldTibetan	Tibetan_Old_Tibetan	tʰams.tɕad	tʰ.a.m.s.◦.tɕ.a.d	tʰ a m s + tɕ a d	clas1254	98	30.027852	91.158704	3682	3682	FALSE	Huang1992		81
4	2_all	all	Khaling	Kiranti_Khaling	kʰøle	kʰ.ø.l.e	kʰ ø l e	khal1275	98	27.390595	87.510016	1273	1273	FALSE	Jacques2017FN		
5	2_all	all	Limbu	Kiranti_Limbu	kak	k.a.k	k a k	limb1266	98	27.272065	87.889909	1320	1320	FALSE	Jacques2017FN		74
6	2_all	all	Japhug	rGyalrong_Japhug	%tʰamtɕɤt	tʰ.a.m.tɕ.ɤ.t	tʰ a m tɕ ɤ t	japh1234	98	32.207076	101.957636	3682	3682	TRUE	Jacques2015b		68
7	2_all	all	Tangut	Tangut	zji¹	z.j.i.¹	z j i ¹	tang1334	98	38.477453	106.285383	0	0	FALSE	Li1997		84
962	2_all	all	Jingpho	Jingpho_Jingpho	ŋa³¹mă⁵⁵ŋa⁵¹	ŋ.a.³¹.◦.m.ă.⁵⁵.◦.ŋ.a.⁵¹	ŋ a ³¹ + m ă ⁵⁵ + ŋ a ⁵¹	jing1260	98	25.461826	97.329866	1274	1274	FALSE	Huang1992		70
1025	2_all	all	MotuoMenba	Bodic_Tshangla	tham tɕeʔ	th.a.m._.tɕ.e.ʔ	tʰ a m + tɕ e ʔ	tsha1245	98	29.325414	95.340883	3682	3682	TRUE	Huang1992		77
1151	2_all	all	Xiahe	Tibetan_Xiahe	ha no	h.a._.n.o	h a + n o	amdo1237	98	35.210549	102.524979	5662	5662	FALSE	Huang1992		
1374	2_all	all	MaerkangrGyalrong	rGyalrong_Maerkang	kə tʃᴇt	k.ə._.tʃ.ᴇ.t	k ə + tʃ ᴇ/e t	situ1238	98	31.868614	102.295293	3969	3969	FALSE	Huang1992		
1476	2_all	all	Lhasa	Tibetan_Lhasa	tshaŋ⁵⁵ma⁵⁵	tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵	tsʰ a ŋ ⁵⁵ + m a ⁵⁵	utsa1239	98	29.653441	91.171493	5663	5663	FALSE	Huang1992		90
1868	2_all	all	Daofu	rGyalrong_Daofu	thəm tɕɛ	th.ə.m._.tɕ.ɛ	tʰ ə m + tɕ ɛ	horp1240	98	30.975281	101.123742	3682	3682	TRUE	Huang1992		
2051	2_all	all	Dulong	Nungic_Dulong	sɯ³¹nɑʔ⁵⁵	s.ɯ.³¹.◦.n.ɑ.ʔ.⁵⁵	s ɯ ³¹ + n ɑ ʔ ⁵⁵	drun1238	98	27.749017	98.691868	1276	1276	FALSE	Huang1992		65
2165	2_all	all	Batang	Tibetan_Batang	jø¹³tshɛʔ⁵³	j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³	j ø ¹³ + tsʰ ɛ ʔ ⁵³	kham1282	98	30.00795	99.111944	5664	5664	FALSE	Huang1992		89
2504	2_all	all	Lhasa	Tibetan_Lhasa	kaŋ¹³ka⁵⁵	k.a.ŋ.¹³.◦.k.a.⁵⁵	k a ŋ ¹³ + k a ⁵⁵	utsa1239	98	29.653441	91.171493	5665	5665	FALSE	Huang1992		91
2699	2_all	all	Zhaba	Qiangic_Zhaba	jo³³dzo⁵⁵	j.o.³³.◦.dz.o.⁵⁵	j o./o ³³ + dz o./o ⁵⁵	zhab1238	98	30.538892	101.058397	4514	4514	FALSE	Huang1992		93
3426	2_all	all	Lisu	Loloish_Lisu	hɑ̃³³ŋɑ̱³³ mɑ̱³³	h.ɑ̃.∼.³³.◦.ŋ.ɑ̱.³³._.m.ɑ̱.³³	h ɑ̃ ³³ + ŋ ɑ̠ ³³ + m ɑ̠ ³³	lisu1250	98	25.950046	98.848486	3683	3683	FALSE	Huang1992		75
3465	2_all	all	Bokar	Tani_Bokar	kə baŋ	k.ə._.b.a.ŋ	k ə + b a ŋ	boka1249	98	27.554547	93.15717	1321	1321	FALSE	Huang1992		60
3893	2_all	all	Alike	Tibetan_Alike	tshaŋ mæ	tsh.a.ŋ._.m.æ	tsʰ a ŋ + m æ	amdo1237	98	38.318508	92.839938	5663	5663	FALSE	Huang1992		88
4265	2_all	all	Japhug	rGyalrong_Japhug	lonmba	l.o.n.mb.a	l o./o n mb a	japh1234	98	32.207076	101.957636	1275	1275	TRUE	Jacques2015b		69
4577	2_all	all	OldChinese	Sinitic_Old_Chinese	*[b]rom	b.r.o.m	b r o./o m	oldc1244	98	34.101745	108.777868	1186	1186	FALSE	Baxter2014		79
4578	2_all	all	OldChinese	Sinitic_Old_Chinese	*[g]ˤr[ə]m	gˤ.r.ə.m	gˤ r ə m	oldc1244	98	34.101745	108.777868	3684	3684	FALSE	Baxter2014		80
4866	2_all	all	OldBurmese	Burmish_Old_Burmese	ʔa◦kun	ʔ.a.◦.k.u.n	ʔ a + k u n	oldb1235	98	21.624974	97.126742	3899	3899	FALSE	Hill2017		78
5155	2_all	all	WobziKhroskyabs	Khroskyabs_Wobzi	pâ	p.â	p â/a	eree1240	98	31.62758	101.427999	5037	5037	FALSE	Lai2017		92
5405	2_all	all	Chepang	Chepang_Chepang	dʒəm+bay	dʒ.ə.m.+.b.a.y	dʒ ə m + b a y	chep1245	98	27.785164	84.908801	5140	5140	FALSE	Caughley2000		63
5406	2_all	all	Chepang	Chepang_Chepang	dʒu	dʒ.u	dʒ u	chep1245	98	27.785164	84.908801	5141	5141	FALSE	Caughley2000		64
5647	2_all	all	Garo	Garo_Garo	bebak	b.e.b.a.k	b e b a k	garo1247	98	25.504744	90.333226	5308	5308	FALSE	Burling2003		66
5956	2_all	all	Thulung	Kiranti_Thulung	khotle	kh.o.t.l.e	kʰ o./o t l e	thul1246	98	27.534944	87.609608	1273	1273	FALSE	Allen1975		87
6195	2_all	all	Hakha	Chin_Hakha	zǎatêe	z.ǎa.t.êe	z ǎa/a t êe/eː	haka1240	98	22.870089	92.820021	5779	5779	FALSE	VanBik2014		67
6678	2_all	all	Bunan	TibetoKinauri_Bunan	tsʰaŋi	tsʰ.a.ŋ.i	tsʰ a ŋ i	gahr1239	98	32.554766	77.076283	5663	5663	TRUE	Widmer2014		61
