ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	RID	SOURCE
1556	177_thesheep	the sheep	Shergaon	She.	s.ka	s.ka	s + k a	sher1261	1331	27.105018	92.272133	2284	FALSE	7294	LandB2017
1557	177_thesheep	the sheep	BhutanTshangla	Tshangla	ɕi+ɕa	ɕi+ɕa	ɕ i + ɕ a	tsha1245	1331	27.337241	91.551654	3028	FALSE	7295	LandB2017
370	250_theshit	the shit	BuluPuroik	BP	eN	eŋ	e ŋ	bulu1255	676	27.452241	92.44563	120	FALSE	10376	Lieberherr2017
371	250_theshit	the shit	DikhyangBugun	Bugun S-D	əɛ̃	əɛ̃	ə ɛ̃	dikh1234	676	27.320666	92.455119	120	FALSE	10377	LandB2017
372	250_theshit	the shit	Khispi	Khs.	gi	gi	g i	lish1235	676	27.378042	92.223221	29700	FALSE	10378	LandB2017
373	250_theshit	the shit	Duhumbi	Duh.	gi	gi	g i	chug1252	676	27.416112	92.212034	29700	FALSE	10379	LandB2017
374	250_theshit	the shit	Khoina	Khn.	ja	ja	j a	khoi1253	676	27.334981	92.52994	10560	FALSE	10380	LandB2017
375	250_theshit	the shit	Jerigaon	Jer.	jɛ	jɛ	j ɛ	jeri1243	676	27.340629	92.486595	10560	FALSE	10381	LandB2017
376	250_theshit	the shit	Khoitam	Kht.	jɛ	jɛ	j ɛ	khoi1252	676	27.327487	92.439455	10560	FALSE	10382	LandB2017
377	250_theshit	the shit	Rahung	Rah.	jɛ	jɛ	j ɛ	rahu1234	676	27.310778	92.395028	10560	FALSE	10383	LandB2017
378	250_theshit	the shit	Rupa	Rup.	ja	ja	j a	rupa1234	676	27.203065	92.398757	10560	FALSE	10384	LandB2017
379	250_theshit	the shit	Shergaon	She.	ja	ja	j a	sher1261	676	27.105018	92.272133	10560	FALSE	10385	LandB2017
380	250_theshit	the shit	BhutanTshangla	Tshangla	kʰi	kʰi	kʰ i	tsha1245	676	27.337241	91.551654	29700	FALSE	10386	LandB2017
1558	180_theshoulder	the shoulder	BuluPuroik	BP	pa.tɨŋ	pa.tɨŋ	p a + t ɨ ŋ	bulu1255	1482	27.452241	92.44563	1022	FALSE	7425	Lieberherr2017
1559	180_theshoulder	the shoulder	DikhyangBugun	Bugun S-D	pʰa.bum	pʰa.bum	pʰ a + b u m	dikh1234	1482	27.320666	92.455119	10168	FALSE	7426	LandB2017
1560	180_theshoulder	the shoulder	Khispi	Khs.	pʰak.tuŋ	pʰak.tuŋ	pʰ a k + t u ŋ	lish1235	1482	27.378042	92.223221	1022	FALSE	7427	LandB2017
1561	180_theshoulder	the shoulder	Duhumbi	Duh.	pʰak.tuŋ	pʰak.tuŋ	pʰ a k + t u ŋ	chug1252	1482	27.416112	92.212034	1022	FALSE	7428	LandB2017
1562	180_theshoulder	the shoulder	Khoina	Khn.	pʰɔ.tɕuŋ	pʰɔ.tɕuŋ	pʰ ɔ + tɕ u ŋ	khoi1253	1482	27.334981	92.52994	1029	FALSE	7429	LandB2017
1563	180_theshoulder	the shoulder	Jerigaon	Jer.	pʰa.nyŋ	pʰa.nyŋ	pʰ a + n y ŋ	jeri1243	1482	27.340629	92.486595	1022	FALSE	7430	LandB2017
1564	180_theshoulder	the shoulder	Khoitam	Kht.	pʰə.nyŋ	pʰə.nyŋ	pʰ ə + n y ŋ	khoi1252	1482	27.327487	92.439455	1022	FALSE	7431	LandB2017
1565	180_theshoulder	the shoulder	Rahung	Rah.	pʰə.nyŋ	pʰə.nyŋ	pʰ ə + n y ŋ	rahu1234	1482	27.310778	92.395028	1022	FALSE	7432	LandB2017
1566	180_theshoulder	the shoulder	Rupa	Rup.	pʰə.nyŋ	pʰə.nyŋ	pʰ ə + n y ŋ	rupa1234	1482	27.203065	92.398757	1022	FALSE	7433	LandB2017
1567	180_theshoulder	the shoulder	Shergaon	She.	lə.pʰak	lə.pʰak	l ə + pʰ a k	sher1261	1482	27.105018	92.272133	13	FALSE	7434	LandB2017
1568	180_theshoulder	the shoulder	BhutanTshangla	Tshangla	pʰaŋ+ma	pʰaŋ+ma	pʰ a ŋ + m a	tsha1245	1482	27.337241	91.551654	10169	FALSE	7435	LandB2017
2535	182_thesickle	the sickle	Khispi	Khs.	ba+li	ba+li	b a + l i	lish1235	341	27.378042	92.223221		FALSE	0	LandB2017
2536	182_thesickle	the sickle	Duhumbi	Duh.	ba+ri	ba+ri	b a + r i	chug1252	341	27.416112	92.212034		FALSE	0	LandB2017
2537	182_thesickle	the sickle	BhutanTshangla	Tshangla	ba+ri	ba+ri	b a + r i	tsha1245	341	27.337241	91.551654		FALSE	0	LandB2017
78	185_theskin	the skin	BuluPuroik	BP	a.kuʔ	a.kuʔ	a + k u ʔ	bulu1255	763	27.452241	92.44563	689	FALSE	7604	Lieberherr2017
79	185_theskin	the skin	DikhyangBugun	Bugun S-D	e.kʰuk	e.kʰuk	e + kʰ u k	dikh1234	763	27.320666	92.455119	689	FALSE	7605	LandB2017
80	185_theskin	the skin	Khispi	Khs.	ɕa.kʰɔk	ɕa.kʰɔk	ɕ a + kʰ ɔ k	lish1235	763	27.378042	92.223221	689	FALSE	7606	LandB2017
81	185_theskin	the skin	Duhumbi	Duh.	ɕa.kʰɔk	ɕa.kʰɔk	ɕ a + kʰ ɔ k	chug1252	763	27.416112	92.212034	689	FALSE	7607	LandB2017
82	185_theskin	the skin	Khoina	Khn.	ʂ.kʰuk	ʂ.kʰuk	ʂ + kʰ u k	khoi1253	763	27.334981	92.52994	689	FALSE	7608	LandB2017
83	185_theskin	the skin	Jerigaon	Jer.	s.kʰuk	s.kʰuk	s + kʰ u k	jeri1243	763	27.340629	92.486595	689	FALSE	7609	LandB2017
84	185_theskin	the skin	Khoitam	Kht.	s.kuk	s.kuk	s + k u k	khoi1252	763	27.327487	92.439455	689	FALSE	7610	LandB2017
85	185_theskin	the skin	Rahung	Rah.	s.kʰuk	s.kʰuk	s + kʰ u k	rahu1234	763	27.310778	92.395028	689	FALSE	7611	LandB2017
86	185_theskin	the skin	Rupa	Rup.	s.kuk	s.kuk	s + k u k	rupa1234	763	27.203065	92.398757	689	FALSE	7612	LandB2017
87	185_theskin	the skin	Shergaon	She.	s.kuk	s.kuk	s + k u k	sher1261	763	27.105018	92.272133	689	FALSE	7613	LandB2017
88	185_theskin	the skin	BhutanTshangla	Tshangla	kʰɔp+taŋ	kʰɔp+taŋ	kʰ ɔ p + t a ŋ	tsha1245	763	27.337241	91.551654	689	FALSE	7614	LandB2017
1569	186_thesky	the sky	BuluPuroik	BP	ha.mɨŋ	ha.mɨŋ	h a + m ɨ ŋ	bulu1255	1732	27.452241	92.44563	499	FALSE	7654	Lieberherr2017
1570	186_thesky	the sky	DikhyangBugun	Bugun S-D	ha.maw	ha.maw	h a + m au	dikh1234	1732	27.320666	92.455119	499	FALSE	7655	LandB2017
1571	186_thesky	the sky	Khispi	Khs.	nam.tʰuŋ	nam.tʰuŋ	n a m + tʰ u ŋ	lish1235	1732	27.378042	92.223221	4180	FALSE	7656	LandB2017
1572	186_thesky	the sky	Duhumbi	Duh.	nam.tʰuŋ	nam.tʰuŋ	n a m + tʰ u ŋ	chug1252	1732	27.416112	92.212034	4180	FALSE	7657	LandB2017
1573	186_thesky	the sky	Khoina	Khn.	na.my	na.my	n a + m y	khoi1253	1732	27.334981	92.52994	499	FALSE	7658	LandB2017
1574	186_thesky	the sky	Jerigaon	Jer.	nə.my	nə.my	n ə + m y	jeri1243	1732	27.340629	92.486595	499	FALSE	7659	LandB2017
1575	186_thesky	the sky	Khoitam	Kht.	nə.my	nə.my	n ə + m y	khoi1252	1732	27.327487	92.439455	499	FALSE	7660	LandB2017
1576	186_thesky	the sky	Rahung	Rah.	nə.my	nə.my	n ə + m y	rahu1234	1732	27.310778	92.395028	499	FALSE	7661	LandB2017
1577	186_thesky	the sky	Rupa	Rup.	nə.my tʰyk	nə.my_tʰyk	n ə + m y + tʰ y k	rupa1234	1732	27.203065	92.398757	499	FALSE	7662	LandB2017
1578	186_thesky	the sky	Shergaon	She.	ni.mi tʰuk	ni.mi_tʰuk	n i + m i + tʰ u k	sher1261	1732	27.105018	92.272133	499	FALSE	7663	LandB2017
1579	186_thesky	the sky	BhutanTshangla	Tshangla	ŋam	ŋam	ŋ a m	tsha1245	1732	27.337241	91.551654	254	FALSE	7664	LandB2017
1580	190_thesmoke	the smoke	BuluPuroik	BP	bɛ.kɨɨ	bɛ.kɨɨ	b ɛ + k ɨː	bulu1255	778	27.452241	92.44563	68	FALSE	7792	Lieberherr2017
1581	190_thesmoke	the smoke	DikhyangBugun	Bugun S-D	ba.kʰaw	ba.kʰaw	b a + kʰ au	dikh1234	778	27.320666	92.455119	68	FALSE	7793	LandB2017
1582	190_thesmoke	the smoke	Khispi	Khs.	bu.kʰu	bu.kʰu	b u + kʰ u	lish1235	778	27.378042	92.223221	68	FALSE	7794	LandB2017
1583	190_thesmoke	the smoke	Duhumbi	Duh.	bu.kʰu	bu.kʰu	b u + kʰ u	chug1252	778	27.416112	92.212034	68	FALSE	7795	LandB2017
1584	190_thesmoke	the smoke	Khoina	Khn.	ba.kʰy	ba.kʰy	b a + kʰ y	khoi1253	778	27.334981	92.52994	68	FALSE	7796	LandB2017
1585	190_thesmoke	the smoke	Jerigaon	Jer.	ba.kʰy	ba.kʰy	b a + kʰ y	jeri1243	778	27.340629	92.486595	68	FALSE	7797	LandB2017
1586	190_thesmoke	the smoke	Khoitam	Kht.	ba.kʰy	ba.kʰy	b a + kʰ y	khoi1252	778	27.327487	92.439455	68	FALSE	7798	LandB2017
1587	190_thesmoke	the smoke	Rahung	Rah.	ba.kʰy	ba.kʰy	b a + kʰ y	rahu1234	778	27.310778	92.395028	68	FALSE	7799	LandB2017
1588	190_thesmoke	the smoke	Rupa	Rup.	ba.kʰy	ba.kʰy	b a + kʰ y	rupa1234	778	27.203065	92.398757	68	FALSE	7800	LandB2017
1589	190_thesmoke	the smoke	Shergaon	She.	ba.kʰi	ba.kʰi	b a + kʰ i	sher1261	778	27.105018	92.272133	68	FALSE	7801	LandB2017
1590	190_thesmoke	the smoke	BhutanTshangla	Tshangla	mu+gu	mu+gu	m u + g u	tsha1245	778	27.337241	91.551654	68	FALSE	7802	LandB2017
1919	192_thesnake	the snake	BuluPuroik	BP	ta.ʤiʔ	ta.ʤiʔ	t a + dʒ i ʔ	bulu1255	730	27.452241	92.44563		FALSE	7840	Lieberherr2017
1920	192_thesnake	the snake	DikhyangBugun	Bugun S-D	pʰaw	pʰaw	pʰ au	dikh1234	730	27.320666	92.455119	3590	FALSE	7841	LandB2017
1921	192_thesnake	the snake	Khispi	Khs.	pʰu.lu	pʰu.lu	pʰ u + l u	lish1235	730	27.378042	92.223221	3590	FALSE	7842	LandB2017
1922	192_thesnake	the snake	Duhumbi	Duh.	pʰu.lu	pʰu.lu	pʰ u + l u	chug1252	730	27.416112	92.212034	3590	FALSE	7843	LandB2017
1923	192_thesnake	the snake	Khoina	Khn.	bə.tɕʰan	bə.tɕʰan	b ə + tɕʰ a n	khoi1253	730	27.334981	92.52994	1062	FALSE	7844	LandB2017
1924	192_thesnake	the snake	Jerigaon	Jer.	pʰ.tɕʰɛn	pʰ.tɕʰɛn	pʰ + tɕʰ ɛ n	jeri1243	730	27.340629	92.486595	1062	FALSE	7845	LandB2017
1925	192_thesnake	the snake	Khoitam	Kht.	pʰ.tɕʰam	pʰ.tɕʰam	pʰ + tɕʰ a m	khoi1252	730	27.327487	92.439455	1062	FALSE	7846	LandB2017
1926	192_thesnake	the snake	Rahung	Rah.	pʰ.tɕʰam	pʰ.tɕʰam	pʰ + tɕʰ a m	rahu1234	730	27.310778	92.395028	1062	FALSE	7847	LandB2017
1927	192_thesnake	the snake	Rupa	Rup.	bə.cʰam	bə.cʰam	b ə + cʰ a m	rupa1234	730	27.203065	92.398757	1062	FALSE	7848	LandB2017
1928	192_thesnake	the snake	Shergaon	She.	pʰ.tɕʰam	pʰ.tɕʰam	pʰ + tɕʰ a m	sher1261	730	27.105018	92.272133	1062	FALSE	7849	LandB2017
1929	192_thesnake	the snake	BhutanTshangla	Tshangla	bu+ʨʰi+lu	bu+ʨʰi+lu	b u + tɕʰ i + l u	tsha1245	730	27.337241	91.551654	3590	FALSE	7850	LandB2017
1930	193_thesnow	the snow	BuluPuroik	BP	han.ʣəə	han.ʣəə	h a n + dz əː	bulu1255	784	27.452241	92.44563	175	FALSE	7889	Lieberherr2017
1931	193_thesnow	the snow	DikhyangBugun	Bugun S-D	ha.jyn	ha.jyn	h a + j y n	dikh1234	784	27.320666	92.455119	3886	FALSE	7890	LandB2017
1932	193_thesnow	the snow	Khispi	Khs.	nam.ʑu	nam.ʑu	n a m + ʑ u	lish1235	784	27.378042	92.223221	176	FALSE	7891	LandB2017
1933	193_thesnow	the snow	Duhumbi	Duh.	nam.ʑu	nam.ʑu	n a m + ʑ u	chug1252	784	27.416112	92.212034	176	FALSE	7892	LandB2017
1934	193_thesnow	the snow	Khoina	Khn.	na.jy	na.jy	n a + j y	khoi1253	784	27.334981	92.52994	3886	FALSE	7893	LandB2017
1935	193_thesnow	the snow	Jerigaon	Jer.	nə.jy	nə.jy	n ə + j y	jeri1243	784	27.340629	92.486595	3886	FALSE	7894	LandB2017
1936	193_thesnow	the snow	Khoitam	Kht.	nə.jy	nə.jy	n ə + j y	khoi1252	784	27.327487	92.439455	3886	FALSE	7895	LandB2017
1937	193_thesnow	the snow	Rahung	Rah.	nə.jy	nə.jy	n ə + j y	rahu1234	784	27.310778	92.395028	3886	FALSE	7896	LandB2017
1938	193_thesnow	the snow	Rupa	Rup.	ny.jy	ny.jy	n y + j y	rupa1234	784	27.203065	92.398757	3886	FALSE	7897	LandB2017
1939	193_thesnow	the snow	Shergaon	She.	ni.ji	ni.ji	n i + j i	sher1261	784	27.105018	92.272133	3886	FALSE	7898	LandB2017
1940	193_thesnow	the snow	BhutanTshangla	Tshangla	pʰɔm	pʰɔm	pʰ ɔ m	tsha1245	784	27.337241	91.551654	95	FALSE	7899	LandB2017
34	195_theson	the son	BuluPuroik	BP	a.dəə	a.dəə	a + d əː	bulu1255	1620	27.452241	92.44563	1075	FALSE	7986	Lieberherr2017
35	195_theson	the son	DikhyangBugun	Bugun S-D	do.hua	do.hua	d o + h u/w a	dikh1234	1620	27.320666	92.455119	1075	FALSE	7987	LandB2017
36	195_theson	the son	Khispi	Khs.	dak.da	dak.da	d a k + d a	lish1235	1620	27.378042	92.223221	1075	FALSE	7988	LandB2017
37	195_theson	the son	Duhumbi	Duh.	u.da	u.da	u + d a	chug1252	1620	27.416112	92.212034	1075	FALSE	7989	LandB2017
38	195_theson	the son	Khoina	Khn.	a.du	a.du	a + d u	khoi1253	1620	27.334981	92.52994	1075	FALSE	7990	LandB2017
39	195_theson	the son	Jerigaon	Jer.	a.du	a.du	a + d u	jeri1243	1620	27.340629	92.486595	1075	FALSE	7991	LandB2017
40	195_theson	the son	Khoitam	Kht.	a.du	a.du	a + d u	khoi1252	1620	27.327487	92.439455	1075	FALSE	7992	LandB2017
41	195_theson	the son	Rahung	Rah.	a.du	a.du	a + d u	rahu1234	1620	27.310778	92.395028	1075	FALSE	7993	LandB2017
42	195_theson	the son	Rupa	Rup.	du	du	d u	rupa1234	1620	27.203065	92.398757	1075	FALSE	7994	LandB2017
43	195_theson	the son	Shergaon	She.	a.du	a.du	a + d u	sher1261	1620	27.105018	92.272133	1075	FALSE	7995	LandB2017
44	195_theson	the son	BhutanTshangla	Tshangla	za	za	z a	tsha1245	1620	27.337241	91.551654	73	FALSE	7996	LandB2017
2194	196_thesparrow	the sparrow	BuluPuroik	BP	ʧa.ʧim	ʧa.ʧim	tʃ a + tʃ i m	bulu1255	1854	27.452241	92.44563	3597	FALSE	8036	Lieberherr2017
2195	196_thesparrow	the sparrow	DikhyangBugun	Bugun S-D	tsʰe.la.luŋ	tsʰe.la.luŋ	tsʰ e + l a + l u ŋ	dikh1234	1854	27.320666	92.455119	6022	FALSE	8037	LandB2017
2196	196_thesparrow	the sparrow	Khispi	Khs.	dak.tɕʰi.liŋ	dak.tɕʰi.liŋ	d a k + tɕʰ i + l i ŋ	lish1235	1854	27.378042	92.223221	6022	FALSE	8038	LandB2017
2197	196_thesparrow	the sparrow	Duhumbi	Duh.	dak.tɕʰɛ.riŋ	dak.tɕʰɛ.riŋ	d a k + tɕʰ ɛ + r i ŋ	chug1252	1854	27.416112	92.212034	6022	FALSE	8039	LandB2017
2198	196_thesparrow	the sparrow	Jerigaon	Jer.	hu.dʑiŋ	hu.dʑiŋ	h u + dʑ i ŋ	jeri1243	1854	27.340629	92.486595	3597	FALSE	8040	LandB2017
2199	196_thesparrow	the sparrow	Khoitam	Kht.	tɕɔm.tɕə.rɛ	tɕɔm.tɕə.rɛ	tɕ ɔ m + tɕ ə + r ɛ	khoi1252	1854	27.327487	92.439455	1090	FALSE	8041	LandB2017
2200	196_thesparrow	the sparrow	Rahung	Rah.	tɕam.tɕə.rɛ	tɕam.tɕə.rɛ	tɕ a m + tɕ ə + r ɛ	rahu1234	1854	27.310778	92.395028	1090	FALSE	8042	LandB2017
2201	196_thesparrow	the sparrow	Rupa	Rup.	bə.tsə.lɔˀ	bə.tsə.lɔˀ	b ə + ts ə + l ɔˀ	rupa1234	1854	27.203065	92.398757	1094	FALSE	8043	LandB2017
2202	196_thesparrow	the sparrow	Shergaon	She.	tɕi.plɔˀ	tɕi.plɔˀ	tɕ i + p l ɔˀ	sher1261	1854	27.105018	92.272133	1094	FALSE	8044	LandB2017
2203	196_thesparrow	the sparrow	BhutanTshangla	Tshangla	ʨʰu+kʰa	ʨʰu+kʰa	tɕʰ u + kʰ a	tsha1245	1854	27.337241	91.551654	1084	FALSE	8045	LandB2017
2183	197_thespider	the spider	BuluPuroik	BP	a.wuN	a.wuŋ	a + w u ŋ	bulu1255	843	27.452241	92.44563	1095	FALSE	8069	Lieberherr2017
2184	197_thespider	the spider	DikhyangBugun	Bugun S-D	sar.kaw	sar.kaw	s a r + k au	dikh1234	843	27.320666	92.455119	1096	FALSE	8070	LandB2017
2185	197_thespider	the spider	Khispi	Khs.	pʰu saŋ.gɔm.pa	pʰu_saŋ.gɔm.pa	pʰ u + s a ŋ + g ɔ m + p a	lish1235	843	27.378042	92.223221	2909	FALSE	8071	LandB2017
2186	197_thespider	the spider	Duhumbi	Duh.	pʰu saŋ.gɔm.bu	pʰu_saŋ.gɔm.bu	pʰ u + s a ŋ + g ɔ m + b u	chug1252	843	27.416112	92.212034	2909	FALSE	8072	LandB2017
2187	197_thespider	the spider	Khoina	Khn.	ga.pø	ga.pø	g a + p ø	khoi1253	843	27.334981	92.52994	1101	FALSE	8073	LandB2017
2188	197_thespider	the spider	Jerigaon	Jer.	na.trø.zaŋ	na.trø.zaŋ	n a + t r ø + z a ŋ	jeri1243	843	27.340629	92.486595	1097	FALSE	8074	LandB2017
2189	197_thespider	the spider	Khoitam	Kht.	tan.tə.rĩ.sũ	tan.tə.rĩ.sũ	t a n + t ə + r ĩ + s ũ	khoi1252	843	27.327487	92.439455	2909	FALSE	8075	LandB2017
2190	197_thespider	the spider	Rahung	Rah.	na.try sɔŋ.sɔŋ	na.try_sɔŋ.sɔŋ	n a + t r y + s ɔ ŋ + s ɔ ŋ	rahu1234	843	27.310778	92.395028	2909	FALSE	8076	LandB2017
2191	197_thespider	the spider	Rupa	Rup.	pre.suŋ	pre.suŋ	p r e + s u ŋ	rupa1234	843	27.203065	92.398757	2909	FALSE	8077	LandB2017
2192	197_thespider	the spider	Shergaon	She.	tre.sum	tre.sum	t r e + s u m	sher1261	843	27.105018	92.272133	2909	FALSE	8078	LandB2017
2193	197_thespider	the spider	BhutanTshangla	Tshangla	jɔŋ+a+ma	jɔŋ+a+ma	j ɔ ŋ + a + m a	tsha1245	843	27.337241	91.551654	1095	FALSE	8079	LandB2017
1963	200_thestar	the star	BuluPuroik	BP	ha.waiʔ	ha.waiʔ	h a + w a i ʔ	bulu1255	1430	27.452241	92.44563	1113	FALSE	8215	Lieberherr2017
1964	200_thestar	the star	DikhyangBugun	Bugun S-D	tsa.trɔŋ	tsa.trɔŋ	ts a + t r ɔ ŋ	dikh1234	1430	27.320666	92.455119	1114	FALSE	8216	LandB2017
1965	200_thestar	the star	Khispi	Khs.	kal.ma	kal.ma	k a l + m a	lish1235	1430	27.378042	92.223221	75	TRUE	8217	LandB2017
1966	200_thestar	the star	Duhumbi	Duh.	kar.ma	kar.ma	k a r + m a	chug1252	1430	27.416112	92.212034	75	TRUE	8218	LandB2017
1967	200_thestar	the star	Khoina	Khn.	dy.ʐyk	dy.ʐyk	d y + ʐ y k	khoi1253	1430	27.334981	92.52994	1115	FALSE	8219	LandB2017
1968	200_thestar	the star	Jerigaon	Jer.	də.zyk	də.zyk	d ə + z y k	jeri1243	1430	27.340629	92.486595	1115	FALSE	8220	LandB2017
1969	200_thestar	the star	Khoitam	Kht.	tɕʰyŋ.zyk	tɕʰyŋ.zyk	tɕʰ y ŋ + z y k	khoi1252	1430	27.327487	92.439455	115	FALSE	8221	LandB2017
1970	200_thestar	the star	Rahung	Rah.	tɕʰyŋ.zyk	tɕʰyŋ.zyk	tɕʰ y ŋ + z y k	rahu1234	1430	27.310778	92.395028	115	FALSE	8222	LandB2017
1971	200_thestar	the star	Rupa	Rup.	zyk	zyk	z y k	rupa1234	1430	27.203065	92.398757	115	FALSE	8223	LandB2017
1972	200_thestar	the star	Shergaon	She.	tɕʰuŋ.zuk	tɕʰuŋ.zuk	tɕʰ u ŋ + z u k	sher1261	1430	27.105018	92.272133	115	FALSE	8224	LandB2017
1973	200_thestar	the star	BhutanTshangla	Tshangla	kar+ma	kar+ma	k a r + m a	tsha1245	1430	27.337241	91.551654	78	TRUE	8225	LandB2017
1591	202_thestick	the stick	BuluPuroik	BP	kjɛɛ	kjɛɛ	k j ɛː	bulu1255	1295	27.452241	92.44563	1124	FALSE	8313	Lieberherr2017
1592	202_thestick	the stick	DikhyangBugun	Bugun S-D	tʰa.gyn	tʰa.gyn	tʰ a + g y n	dikh1234	1295	27.320666	92.455119	1129	FALSE	8314	LandB2017
1593	202_thestick	the stick	Khispi	Khs.	kʰɛj	kʰɛj	kʰ ɛ j	lish1235	1295	27.378042	92.223221	1124	FALSE	8315	LandB2017
1594	202_thestick	the stick	Duhumbi	Duh.	kʰɛj	kʰɛj	kʰ ɛ j	chug1252	1295	27.416112	92.212034	1124	FALSE	8316	LandB2017
1595	202_thestick	the stick	Khoina	Khn.	kʰɑˀ	kʰɑˀ	kʰ ɑˀ	khoi1253	1295	27.334981	92.52994	1124	FALSE	8317	LandB2017
1596	202_thestick	the stick	Jerigaon	Jer.	kʰaˀ	kʰaˀ	kʰ aˀ	jeri1243	1295	27.340629	92.486595	1124	FALSE	8318	LandB2017
1597	202_thestick	the stick	Khoitam	Kht.	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	khoi1252	1295	27.327487	92.439455	1124	FALSE	8319	LandB2017
1598	202_thestick	the stick	Rahung	Rah.	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	rahu1234	1295	27.310778	92.395028	1124	FALSE	8320	LandB2017
1599	202_thestick	the stick	Rupa	Rup.	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	rupa1234	1295	27.203065	92.398757	1124	FALSE	8321	LandB2017
1600	202_thestick	the stick	BhutanTshangla	Tshangla	do+kaŋ	do+kaŋ	d o + k a ŋ	tsha1245	1295	27.337241	91.551654	1116	FALSE	8322	LandB2017
1022	203_thestoneapieceof	the stone (a piece of)	BuluPuroik	BP	ka.lɨŋ	ka.lɨŋ	k a + l ɨ ŋ	bulu1255	857	27.452241	92.44563	81	FALSE	8361	Lieberherr2017
1023	203_thestoneapieceof	the stone (a piece of)	DikhyangBugun	Bugun S-D	lə.bau	lə.bau	l ə + b au	dikh1234	857	27.320666	92.455119	81	FALSE	8362	LandB2017
1024	203_thestoneapieceof	the stone (a piece of)	Khispi	Khs.	luŋ	luŋ	l u ŋ	lish1235	857	27.378042	92.223221	81	FALSE	8363	LandB2017
1025	203_thestoneapieceof	the stone (a piece of)	Duhumbi	Duh.	luŋ	luŋ	l u ŋ	chug1252	857	27.416112	92.212034	81	FALSE	8364	LandB2017
1026	203_thestoneapieceof	the stone (a piece of)	Khoina	Khn.	lyŋ	lyŋ	l y ŋ	khoi1253	857	27.334981	92.52994	81	FALSE	8365	LandB2017
1027	203_thestoneapieceof	the stone (a piece of)	Jerigaon	Jer.	lyŋ	lyŋ	l y ŋ	jeri1243	857	27.340629	92.486595	81	FALSE	8366	LandB2017
1028	203_thestoneapieceof	the stone (a piece of)	Khoitam	Kht.	ryŋ	ryŋ	r y ŋ	khoi1252	857	27.327487	92.439455	81	FALSE	8367	LandB2017
1029	203_thestoneapieceof	the stone (a piece of)	Rahung	Rah.	ryŋ	ryŋ	r y ŋ	rahu1234	857	27.310778	92.395028	81	FALSE	8368	LandB2017
1030	203_thestoneapieceof	the stone (a piece of)	Rupa	Rup.	lyŋ	lyŋ	l y ŋ	rupa1234	857	27.203065	92.398757	81	FALSE	8369	LandB2017
1031	203_thestoneapieceof	the stone (a piece of)	Shergaon	She.	luŋ	luŋ	l u ŋ	sher1261	857	27.105018	92.272133	81	FALSE	8370	LandB2017
1032	203_thestoneapieceof	the stone (a piece of)	BhutanTshangla	Tshangla	luŋ	luŋ	l u ŋ	tsha1245	857	27.337241	91.551654	81	FALSE	8371	LandB2017
1974	205_thesun	the sun	BuluPuroik	BP	ha.mii	ha.mii	h a + m iː	bulu1255	1343	27.452241	92.44563	3077	FALSE	8458	Lieberherr2017
1975	205_thesun	the sun	DikhyangBugun	Bugun S-D	ha.nɛŋ	ha.nɛŋ	h a + n ɛ ŋ	dikh1234	1343	27.320666	92.455119	1131	FALSE	8459	LandB2017
1976	205_thesun	the sun	Khispi	Khs.	na.mi	na.mi	n a + m i	lish1235	1343	27.378042	92.223221	3077	FALSE	8460	LandB2017
1977	205_thesun	the sun	Duhumbi	Duh.	na.mi	na.mi	n a + m i	chug1252	1343	27.416112	92.212034	3077	FALSE	8461	LandB2017
1978	205_thesun	the sun	Khoitam	Kht.	nə.mi	nə.mi	n ə + m i	khoi1252	1343	27.327487	92.439455	3077	FALSE	8462	LandB2017
1979	205_thesun	the sun	Rahung	Rah.	nə.mi	nə.mi	n ə + m i	rahu1234	1343	27.310778	92.395028	3077	FALSE	8463	LandB2017
1980	205_thesun	the sun	BhutanTshangla	Tshangla	ŋam	ŋam	ŋ a m	tsha1245	1343	27.337241	91.551654	86	FALSE	8464	LandB2017
1601	206_thetail	the tail	BuluPuroik	BP	a.nyi	a.nji	a + n j i	bulu1255	1220	27.452241	92.44563	84	FALSE	8507	Lieberherr2017
1602	206_thetail	the tail	DikhyangBugun	Bugun S-D	ə.ɲuj	ə.ɲuj	ə + ɲ u j	dikh1234	1220	27.320666	92.455119	84	FALSE	8508	LandB2017
1603	206_thetail	the tail	Khispi	Khs.	ɲuj	ɲuj	ɲ u j	lish1235	1220	27.378042	92.223221	84	FALSE	8509	LandB2017
1604	206_thetail	the tail	Duhumbi	Duh.	ɲɔj	ɲɔj	ɲ ɔ j	chug1252	1220	27.416112	92.212034	84	FALSE	8510	LandB2017
1605	206_thetail	the tail	Khoina	Khn.	a.na	a.na	a + n a	khoi1253	1220	27.334981	92.52994	84	FALSE	8511	LandB2017
1606	206_thetail	the tail	Jerigaon	Jer.	a.nɛ	a.nɛ	a + n ɛ	jeri1243	1220	27.340629	92.486595	84	FALSE	8512	LandB2017
