RID	GLOSS	DOCULECT	Language_Name	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE	NOTES
Bangru_102	hair	Bangru	Bangru	HAIR	1040	gə́pɨ̀	gə+pɨˀ	BandL2015	*go-pu
Bangru_nan	body hair or feather	Bangru	Bangru	HAIR (BODY)	189	məməŋ	mə+məŋ	BandL2015	*mə-muC
Bangru_112	hand or arm	Bangru	Bangru	HAND	1277	məgɛ̀ìˀ	mə+gɛiˀ	BandL2015	*mə-guC
Bangru_nan	hard	Bangru	Bangru	HARD	1884	mə+loː	məloː	BandL2015	*mə-gaŋ-lo
Bangru_302	3rd sg. (generic/male)	Bangru	Bangru	HE OR SHE OR IT	262	pɛt͡ɕi̤̤	pɛ+tɕi̤̤	BandL2015	*ʔi
Bangru_99	head	Bangru	Bangru	HEAD	1256	goːkɛ̃ĩŋ	goː+kɛ̃ĩŋ	BandL2015	*mə-go-kuŋ
Bangru_183	listen or hear	Bangru	Bangru	HEAR	1408	rɛi	rɛi	BandL2015	*rej
Bangru_124	heart (organ)	Bangru	Bangru	HEART	1223	məloŋwəː	mə+loŋ+wəː	BandL2015	*mə-luŋ-wəwC
Bangru_248	heavy	Bangru	Bangru	HEAVY	1210	latəŋ	la+təŋ	BandL2015	*mə-ləj
Bangru_nan	here	Bangru	Bangru	HERE	136	hũŋ	hũŋ	TB	
Bangru_nan	hide	Bangru	Bangru	HIDE (CONCEAL)	602	dʒəkʉ	dʒə+kʉ	TB	
Bangru_nan	high	Bangru	Bangru	HIGH	1265	məbʲɛː	mə+bʲɛː	TB	
Bangru_nan	hold	Bangru	Bangru	HOLD	1448	tsaiŋ+gɔŋ	tsaiŋ+gɔŋ	TB	
Bangru_nan	Ø	Bangru	Bangru	HOOF	152	Ø	Ø	Ø	
Bangru_nan	Ø	Bangru	Bangru	HORIZONTAL	2376	Ø	Ø	Ø	
Bangru_82	horn (of buffalo)	Bangru	Bangru	HORN (ANATOMY)	1393	mәsu	mә+su	BandL2015	*mə-su
Bangru_nan	horse	Bangru	Bangru	HORSE	615	goːraː	goː+raː	BandL2015	IA LOAN
Bangru_272	hot	Bangru	Bangru	HOT	1286	jətɕòˀ	jə+tɕoˀ	BandL2015	*tɕaC
Bangru_238	hundred	Bangru	Bangru	HUNDRED	1634	ləŋ	ləŋ	BandL2015	*bə-luŋ
Bangru_nan	hunt	Bangru	Bangru	HUNT	1435	səmi dʲaː	sə+mi+dʲaː	TB	
Bangru_132	husband	Bangru	Bangru	HUSBAND	1200	mələgʲa	mə+lə+gʲa	TB	
Bangru_299	1st sg. (I)	Bangru	Bangru	I	1209	ɲoː	ɲoː	BandL2015	*na(+jaŋ)
Bangru_nan	ice	Bangru	Bangru	ICE	617	tərɛ:	tə+rɛ:	TB	
Bangru_nan	Ø	Bangru	Bangru	INSIDE	1606	Ø	Ø	Ø	
Bangru_221	to kill	Bangru	Bangru	KILL	1417	gjaː	gjaː	BandL2015	*gajC
Bangru_nan	Ø	Bangru	Bangru	KNEAD	274	Ø	Ø	Ø	
Bangru_116	knee	Bangru	Bangru	KNEE	1371	ləbəŋ	lə+bəŋ	BandL2015	
Bangru_159	knife (to cut meat)	Bangru	Bangru	KNIFE	1352	wɛːt͡səŋ	wɛː+tsəŋ	BandL2015	*vaj-tsuŋ
Bangru_195	to know	Bangru	Bangru	KNOW (SOMETHING)	1410	niː	niː	BandL2015	*ni
Bangru_nan	Ø	Bangru	Bangru	LAKE	624	Ø	Ø	Ø	
Bangru_nan	Ø	Bangru	Bangru	LATE	477	Ø	Ø	Ø	
Bangru_192	to laugh	Bangru	Bangru	LAUGH	1355	tua	tua	BandL2015	*toC
Bangru_45	leaf	Bangru	Bangru	LEAF	628	mərjɛ̀ˀ	mə+rjɛˀ	BandL2015	*mə-rajC
Bangru_nan	Ø	Bangru	Bangru	LEARN	504	Ø	Ø	Ø	
Bangru_284	left	Bangru	Bangru	LEFT	244	laʔt͡ʃi	laʔ+tʃi	BandL2015	
Bangru_nan	lick	Bangru	Bangru	LICK	319	kəloː	kə+loː	BandL2015	
Bangru_176	to rest	Bangru	Bangru	LIE DOWN	215	tʃɔŋ	tʃɔŋ	TB	
Bangru_249	light (not heavy)	Bangru	Bangru	LIGHT (WEIGHT)	1052	lətõː	lə+tõː	BandL2015	*mə-lə-taŋ
Bangru_nan	Ø	Bangru	Bangru	LIP	478	Ø	Ø	Ø	
Bangru_nan	liver/lungs	Bangru	Bangru	LIVER	1224	mətɛ̃ĩ	mə+tɛ̃ĩ	BandL2015	*mə-θin LIVER
Bangru_246	long	Bangru	Bangru	LONG	1203	məpaŋ	mə+paŋ	BandL2015	*mə-pjaŋ
Bangru_nan	louse	Bangru	Bangru	LOUSE	1392	sàˀ	saˀ	BandL2015	*saC
Bangru_nan	liver/lungs	Bangru	Bangru	LUNG	688	mətɛ̃ĩ	mə+tɛ̃ĩ	BandL2015	*mə-θin LIVER
Bangru_128	man	Bangru	Bangru	MALE PERSON	2106	ɲəwiː	ɲə+wiː	BandL2015	*niC
Bangru_242	many	Bangru	Bangru	MANY	1198	adʒɛːdua	a+dʒɛː+dua	TB	
Bangru_nan	Ø	Bangru	Bangru	MARRY (AS MAN)	2164	Ø	Ø	Ø	
Bangru_62	meat	Bangru	Bangru	MEAT	634	ɕùˀ	ɕuˀ	BandL2015	*su
Bangru_30	noon	Bangru	Bangru	MIDDAY	12	dʒəprɔː	dʒə+prɔː	TB	
Bangru_nan	Ø	Bangru	Bangru	MIDDLE	1093	Ø	Ø	Ø	
Bangru_3	moon	Bangru	Bangru	MOON	1313	aloː ləbai	a+loː+lə+bai	BandL2015	*lu
Bangru_29	morning	Bangru	Bangru	MORNING	1339	ləgərʲa	lə+gə+rʲa	TB	
Bangru_98	mosquito	Bangru	Bangru	MOSQUITO	1509	taruŋ	ta+ruŋ	BandL2015	
Bangru_131	mother	Bangru	Bangru	MOTHER	1216	aɲɛː	a+ɲɛː	BandL2015	*me-naj (*a-naj)
Bangru_12	mountain	Bangru	Bangru	MOUNTAIN	639	səpiː	sə+piː	BandL2015	
Bangru_108	mouth or language	Bangru	Bangru	MOUTH	674	məɲəŋ	mə+ɲəŋ	BandL2015	*mə-nuŋ
Bangru_16	mud	Bangru	Bangru	MUD	640	wəlaŋ	wə+laŋ	TB	
Bangru_86	rat	Bangru	Bangru	MUROID (MOUSE OR RAT)	2139	suaɲi	sua+ɲi	TB	
Bangru_141	name	Bangru	Bangru	NAME	1405	məmjəŋ	mə+mjəŋ	BandL2015	*mə-mjiŋ
Bangru_253	narrow	Bangru	Bangru	NARROW	1267	mɛmɛvi	mɛ+mɛ+vi	TB	
Bangru_282	near	Bangru	Bangru	NEAR	1942	mərɛː	mə+rɛː	BandL2015	*mə-nej
Bangru_101	neck	Bangru	Bangru	NECK	1333	məɲəŋriː	mə+ɲəŋ+riː	TB	
Bangru_155	needle	Bangru	Bangru	NEEDLE (FOR SEWING)	1382	səɲiˀ	sə+ɲiˀ	TB	
Bangru_276	new	Bangru	Bangru	NEW	1231	məkərəː	mə+kə+rəː	BandL2015	*mə-gə-nu
Bangru_143	nine	Bangru	Bangru	NINE	1483	sətəŋ	sə+təŋ	BandL2015	*sə-tiŋ
Bangru_nan	Ø	Bangru	Bangru	NIT	267	Ø	Ø	Ø	
Bangru_104	nose	Bangru	Bangru	NOSE	1221	məɲəkoː	mə+ɲə+koː	BandL2015	
Bangru_277	old	Bangru	Bangru	OLD (AGED)	2112	məɕuaː	mə+ɕuaː	BandL2015	*mə-ɕoʔ
Bangru_225	one	Bangru	Bangru	ONE	1493	akɨː	a+kɨː	BandL2015	*a-ken
Bangru_nan	otter	Bangru	Bangru	OTTER	15	sẽː	sẽː	BandL2015	
Bangru_nan	Ø	Bangru	Bangru	OUTSIDE	762	Ø	Ø	Ø	
Bangru_nan	pig	Bangru	Bangru	PIG	1337	jùˀ	juˀ	BandL2015	*jowʔ
Bangru_nan	Ø	Bangru	Bangru	PLANT (SOMETHING)	1486	Ø	Ø	Ø	
Bangru_201	to play	Bangru	Bangru	PLAY	1413	pədəː	pə+dəː	TB	
Bangru_206	to pull	Bangru	Bangru	PULL	1455	saː	saː	BandL2015	
Bangru_205	to push	Bangru	Bangru	PUSH	1452	sərɛː	sə+rɛː	TB	
Bangru_6	rain	Bangru	Bangru	RAIN (PRECIPITATION)	658	nədiː	nə+diː	BandL2015	*nə-dəj; *pro
Bangru_7	rainbow	Bangru	Bangru	RAINBOW	1733	harigogo	ha+ri+go+go	BandL2015	
Bangru_287	red	Bangru	Bangru	RED	156	jat͡ɕòˀ	ja+tɕoˀ	BandL2015	*tɕaʔ
Bangru_nan	sit or stay	Bangru	Bangru	DWELL (LIVE, RESIDE)	363	d͡ʑùˀ	dʑuˀ	BandL2015	*dʑuC
Bangru_33	paddy rice	Bangru	Bangru	RICE PLANT	2026	ɛ̃ː	ɛ̃ː	BandL2015	*an
Bangru_283	right	Bangru	Bangru	RIGHT	1019	laʔbjɛk	laʔ+bjɛk	BandL2015	
Bangru_14	river	Bangru	Bangru	RIVER	666	wəgoː	wə+goː	BandL2015	
Bangru_170	road	Bangru	Bangru	ROAD	667	rɛːbõ	rɛː+bõ	BandL2015	*lam-baŋ
Bangru_47	root	Bangru	Bangru	ROOT	670	məkɛ̃ĩ	mə+kɛ̃ĩ	BandL2015	*mə-kriŋ
Bangru_nan	cane; rope	Bangru	Bangru	ROPE	1218	ɕuː	ɕuː	BandL2015	*su; cane = rope
Bangru_nan	round	Bangru	Bangru	ROUND	1395	məwəː	mə+wəː	BandL2015	*mə-də-rəw
Bangru_nan	run	Bangru	Bangru	RUN	1519	biː	biː	BandL2015	
Bangru_63	salt	Bangru	Bangru	SALT	1274	ruː	ruː	BandL2015	*lu
Bangru_nan	Ø	Bangru	Bangru	SALTY	1091	Ø	Ø	Ø	
Bangru_19	sand	Bangru	Bangru	SAND	671	səgaiʔ	sə+gaiʔ	BandL2015	*sə-gə-raj
Bangru_nan	scratch	Bangru	Bangru	SCRATCH	1436	kɔːwaːwi	kɔː+waː+wi	TB	
Bangru_11	sea	Bangru	Bangru	SEA	1474	wəkəriu	wə+kə+riu	TB	
Bangru_182	to see	Bangru	Bangru	SEE	1409	gõː	gõː	BandL2015	*gaŋ
Bangru_55	seed	Bangru	Bangru	SEED	714	mətɛ̃ː	mə+tɛ̃ː	BandL2015	*mə-θai
Bangru_231	seven	Bangru	Bangru	SEVEN	1704	məwàìˀ	mə+waiˀ	BandL2015	*mə-ljak
Bangru_nan	sharp	Bangru	Bangru	SHARP	1396	naːwi	naː55	TB	
Bangru_nan	Ø	Bangru	Bangru	SHEEP	1331	Ø	Ø	Ø	
Bangru_nan	excrete or defecate	Bangru	Bangru	SHIT (DEFECATE)	676	lai t͡ɕai	lai+tɕai	BandL2015	*tsəj
Bangru_nan	shoot	Bangru	Bangru	SHOOT	1172	bər	bər	TB	
Bangru_247	short (length)	Bangru	Bangru	SHORT	1645	mərõŋ	mə+rõŋ	BandL2015	*mə-nuŋ
Bangru_nan	shoulder	Bangru	Bangru	SHOULDER	1482	(mə)potɕ(i̤)	mə+po+tɕi̤	BandL2015	
Bangru_nan	shy	Bangru	Bangru	SHY	487	ɲərɛːmɛ	ɲə+rɛː+mɛ	TB	
Bangru_nan	Ø	Bangru	Bangru	SICKLE	341	Ø	Ø	Ø	
Bangru_190	to sing	Bangru	Bangru	SING	1261	tɛːnoa tʃəkaː	tɛː+noa tʃə+kaː	TB	
Bangru_230	six	Bangru	Bangru	SIX	1703	rèˀ	reˀ	BandL2015	*reC
Bangru_120	skin	Bangru	Bangru	SKIN	763	məpjaː	mə+pjaː	BandL2015	*mə-prja
Bangru_1	sky	Bangru	Bangru	SKY	1732	ɲədəluː	ɲə+də+luː	BandL2015	*nə-də-laŋ
Bangru_197	to sleep	Bangru	Bangru	SLEEP	1585	d͡ʑeː	dʑeː	BandL2015	*dʑV
Bangru_245	small	Bangru	Bangru	SMALL	1246	meːmeː	meː+meː	TB	
Bangru_nan	smell	Bangru	Bangru	SMELL (PERCEIVE)	1586	rɛ̃ː	rɛ̃ː	BandL2015	
Bangru_167	smoke	Bangru	Bangru	SMOKE (EXHAUST)	778	mɛkəː	mɛ+kəː	BandL2015	*maj-kən
Bangru_nan	soft; smooth	Bangru	Bangru	SMOOTH	1234	ləpriː	lə+priː	BandL2015	*mə-lə-prjuC
Bangru_73	snake	Bangru	Bangru	SNAKE	730	bəː	bəː	BandL2015	*bəw
Bangru_nan	snow	Bangru	Bangru	SNOW	784	tərɛ̃ː	tə+rɛ̃ː	BandL2015	*də-ren
Bangru_nan	soft; smooth	Bangru	Bangru	SOFT	1856	ləpriː	lə+priː	BandL2015	*mə-lə-prjuC
Bangru_134	son	Bangru	Bangru	SON	1620	mədʒuː ɲəwi	mə+dʒuː+ɲə+wi	TB	
Bangru_nan	Ø	Bangru	Bangru	SOW SEEDS	748	Ø	Ø	Ø	
Bangru_nan	Ø	Bangru	Bangru	SPARROW	1854	Ø	Ø	Ø	
Bangru_96	spider	Bangru	Bangru	SPIDER	843	aparaŋga	a+pa+raŋ+ga	BandL2015	
Bangru_nan	spit	Bangru	Bangru	SPIT	1440	jeːpəgeː	jeː+pə+geː	TB	
Bangru_174	to stand	Bangru	Bangru	STAND	1442	giː	giː	BandL2015	*gu
Bangru_4	star	Bangru	Bangru	STAR	1430	lət͡ɕɨː	lə+tɕɨː	BandL2015	*lə-tɕuŋ
Bangru_217	to steal	Bangru	Bangru	STEAL	713	ləkəː	lə+kəː	BandL2015	*kə
Bangru_nan	stick	Bangru	Bangru	STICK	1295	deːbɔŋ	deː+bɔŋ	TB	
Bangru_18	stone	Bangru	Bangru	STONE	857	kərəpə	kə+rə+pə	TB	
Bangru_nan	straight	Bangru	Bangru	STRAIGHT	1404	məkəroː	mə+kə+roː	BandL2015	*mə-gə-raŋ
Bangru_2	sun	Bangru	Bangru	SUN	1343	d͡ʑùˀ	dʑuˀ	BandL2015	*dʑuʔ
Bangru_83	tail	Bangru	Bangru	TAIL	1220	mələwjaː	mə+lə+wjaː	BandL2015	*mə-lə-mrjaj
Bangru_234	ten	Bangru	Bangru	TEN	1515	rəŋ	rəŋ	BandL2015	*rəŋ
Bangru_296	that thing	Bangru	Bangru	THAT	78	pɛ+tɕi̤	pɛtɕi̤	BandL2015	*paj-tɕi
Bangru_nan	there (same level)	Bangru	Bangru	THERE	1937	pɛːtʃ	pɛːtʃ	TB	
Bangru_nan	thick	Bangru	Bangru	THICK	1244	məloa mədoa	mə+loa mə+doa	TB	
Bangru_251	thin	Bangru	Bangru	THIN (OF SHAPE OF OBJECT)	2249	məloa meːmeː	mə+loa+meː+meː	TB	
Bangru_nan	think	Bangru	Bangru	THINK (REFLECT)	1415	miː	miː	BandL2015	
Bangru_295	this thing	Bangru	Bangru	THIS	1214	həŋ	həŋ	BandL2015	*huŋ
Bangru_300	2nd sg. (familiar)	Bangru	Bangru	THOU	1215	niː	niː	BandL2015	*ni
Bangru_227	three	Bangru	Bangru	THREE	492	kətɛ̃ĩ	kə+tɛ̃ĩ	BandL2015	*gə-θəm
Bangru_203	to throw	Bangru	Bangru	THROW	1456	kəmaː	kə+maː	TB	
Bangru_10	thunder	Bangru	Bangru	THUNDER	1150	digãĩ	di+gãĩ	TB	
Bangru_68	tiger	Bangru	Bangru	TIGER	846	tasu	ta+su	TB	
Bangru_22	today	Bangru	Bangru	TODAY	1283	hɔŋguː	hɔŋ+guː	TB	
Bangru_24	tomorrow	Bangru	Bangru	TOMORROW	1329	məgwaː	mə+gwaː	TB	
Bangru_109	tongue	Bangru	Bangru	TONGUE	1205	məɲəŋ pəljaː	mə+ɲəŋ+pə+ljaː	BandL2015	*bə-laj
Bangru_110	tooth	Bangru	Bangru	TOOTH	1380	mətuː	mə+tuː	BandL2015	*mə-taC
Bangru_43	tree	Bangru	Bangru	TREE	906	gənɛː	gə+nɛː	BandL2015	*(g)o-naj
Bangru_237	twenty	Bangru	Bangru	TWENTY	1710	rəŋtʃam kərai	rəŋ+tʃam+kə+rai	TB	
Bangru_226	two	Bangru	Bangru	TWO	1498	kərɛi	kə+rɛi	BandL2015	*gə-niC
Bangru_nan	thigh	Bangru	Bangru	UPPER LEG (THIGH)	471	məruː	mə+ruː	BandL2015	*mə-lu
Bangru_nan	vomit	Bangru	Bangru	VOMIT	1278	muː	muː	BandL2015	*mu
Bangru_177	to walk	Bangru	Bangru	WALK	1443	dɛi	dɛi	BandL2015	*daj
Bangru_13	water	Bangru	Bangru	WATER	948	wiː	wiː	BandL2015	*wi
Bangru_304	1st pl.	Bangru	Bangru	WE (INCLUSIVE)	1131	kaɲiː	ka+ɲiː	BandL2015	*ka-ni
Bangru_271	wet	Bangru	Bangru	WET	1726	bɛːndɔ	bɛːn+dɔ	TB	
Bangru_293	what	Bangru	Bangru	WHAT	1236	təŋ	təŋ	BandL2015	*tiŋ
Bangru_36	wheat	Bangru	Bangru	WHEAT	1077	ətəŋ	ə+təŋ	TB	
Bangru_291	where	Bangru	Bangru	WHERE	1237	kəː	kəː	BandL2015	*kəʔ
Bangru_286	white	Bangru	Bangru	WHITE	1335	ləpuː	lə+puː	BandL2015	*mə-graN (changed)
Bangru_292	who	Bangru	Bangru	WHO	1235	tiːwoː	tiː+woː	BandL2015	*θu
Bangru_133	wife	Bangru	Bangru	WIFE	1199	məjiː	mə+jiː	TB	
Bangru_8	wind	Bangru	Bangru	WIND	960	loa	loa	BandL2015	*low
Bangru_nan	wing	Bangru	Bangru	WING	1257	mət͡ɕùˀ	mə+tɕuˀ	BandL2015	*gə/mə-tɕəwC
Bangru_208	to wipe	Bangru	Bangru	WIPE	1454	keːkəːdʒu	keː+kəː+dʒu	TB	
Bangru_nan	Ø	Bangru	Bangru	WOLF	522	Ø	Ø	Ø	
Bangru_129	woman	Bangru	Bangru	WOMAN	962	ɲəwɛː	ɲə+wɛː	BandL2015	*nə+mə+raj
Bangru_nan	wood	Bangru	Bangru	WOOD	1803	goː	goː	BandL2015	*(g)o; firewood = wood
Bangru_27	year	Bangru	Bangru	YEAR	1226	anәŋnәŋ	a+nәŋ+nәŋ	BandL2015	*də-niŋ
Bangru_289	yellow	Bangru	Bangru	YELLOW	1424	Ø	Ø	Ø	
Bangru_23	yesterday	Bangru	Bangru	YESTERDAY	1174	tәgaː	tә+gaː	BandL2015	*də-gaC
Bangru_305	2nd pl. (familiar)	Bangru	Bangru	YOU	1213	d͡ʑeː	dʑeː	BandL2015	*dʑV
Bangru_nan	Ø	Bangru	Bangru	YOUNG	1207	Ø	Ø	Ø	
DammaiDibin_279	above	DammaiDibin	Dammai (Dibin)	ABOVE	1741	thaŋiu	tʰaŋ+ju	Abraham2018	
DammaiDibin_243	all	DammaiDibin	Dammai (Dibin)	ALL	98	ahuŋ	a+huŋ	Abraham2018	
DammaiDibin_97	ant	DammaiDibin	Dammai (Dibin)	ANT	587	ʃiŋiŋ	ʃi+ŋiŋ	Abraham2018	*si-ni
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	ARMPIT	1886	Ø	Ø	Ø	
DammaiDibin_275	bad	DammaiDibin	Dammai (Dibin)	BAD	1292	aɲirə	a+ɲi+rə	Abraham2018	*mə-niŋ
DammaiDibin_48	bamboo	DammaiDibin	Dammai (Dibin)	BAMBOO	1927	bro	bro	Abraham2018	*bra
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	BARLEY	932	Ø	Ø	Ø	
DammaiDibin_nan	alive	DammaiDibin	Dammai (Dibin)	BE ALIVE	1422	Ø	Ø	Ø	
DammaiDibin_123	belly	DammaiDibin	Dammai (Dibin)	BELLY	1251	luŋ	luŋ	Abraham2018	
DammaiDibin_280	below	DammaiDibin	Dammai (Dibin)	BELOW OR UNDER	1485	phumu	pʰu+mu	Abraham2018	
DammaiDibin_244	big	DammaiDibin	Dammai (Dibin)	BIG	1202	ado	a+do	Abraham2018	*mə-doʔ
DammaiDibin_91	bird	DammaiDibin	Dammai (Dibin)	BIRD	937	bəzii	bə+zii	Abraham2018	*bə-dow
DammaiDibin_191	to bite	DammaiDibin	Dammai (Dibin)	BITE	1403	thai	tʰai	Abraham2018	*taʔ
DammaiDibin_285	black	DammaiDibin	Dammai (Dibin)	BLACK	163	amu	a+mu	Abraham2018	
DammaiDibin_121	blood	DammaiDibin	Dammai (Dibin)	BLOOD	946	fənʃo	fən+ʃo	Abraham2018	*jaC
DammaiDibin_nan	blow	DammaiDibin	Dammai (Dibin)	BLOW (OF WIND)	175	Ø	Ø	Ø	
DammaiDibin_118	bone	DammaiDibin	Dammai (Dibin)	BONE	1394	abau	a+bau	Abraham2018	*mə-ri-jaŋ
DammaiDibin_44	branch	DammaiDibin	Dammai (Dibin)	BRANCH	1531	udətʃa	u+də+tʃa	Abraham2018	
DammaiDibin_60	breast; milk	DammaiDibin	Dammai (Dibin)	BREAST	1402	ʃufunu	ʃu+fu+nu	Abraham2018	*mə-nuŋ  milk = breast
DammaiDibin_214	to burn	DammaiDibin	Dammai (Dibin)	BURNING	1428	fraŋ	fraŋ	Abraham2018	
DammaiDibin_215	to buy	DammaiDibin	Dammai (Dibin)	BUY	1869	phen	pʰen	Abraham2018	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	CHEW	321	Ø	Ø	Ø	
DammaiDibin_nan	child	DammaiDibin	Dammai (Dibin)	CHILD (YOUNG HUMAN)	1304	Ø	Ø	Ø	
DammaiDibin_115	fingernail	DammaiDibin	Dammai (Dibin)	CLAW OR NAIL	2128	legəphu	le+gə+pʰu	Abraham2018	
DammaiDibin_5	cloud	DammaiDibin	Dammai (Dibin)	CLOUD	1489	mimu	mi+mu	Abraham2018	*maj-məwŋ
DammaiDibin_273	cold	DammaiDibin	Dammai (Dibin)	COLD	1287	atʃo	a+tʃo	Abraham2018	
DammaiDibin_173	to come	DammaiDibin	Dammai (Dibin)	COME	1446	hodei	ho+dei	Abraham2018	
DammaiDibin_nan	correct	DammaiDibin	Dammai (Dibin)	CORRECT (RIGHT)	1725	Ø	Ø	Ø	
DammaiDibin_nan	count	DammaiDibin	Dammai (Dibin)	COUNT	1420	Ø	Ø	Ø	
DammaiDibin_185	to cry	DammaiDibin	Dammai (Dibin)	CRY	1839	krəmna	krəm+na	Abraham2018	*kraC
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	DARK	706	Ø	Ø	Ø	
DammaiDibin_135	daughter	DammaiDibin	Dammai (Dibin)	DAUGHTER	1357	giəmai	gjə+mai	Abraham2018	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	DEW	1977	Ø	Ø	Ø	
DammaiDibin_222	to die	DammaiDibin	Dammai (Dibin)	DIE	1494	tʃi	tʃi	Abraham2018	*θəj
DammaiDibin_nan	dig	DammaiDibin	Dammai (Dibin)	DIG	1418	Ø	Ø	Ø	*taC
DammaiDibin_nan	dirty	DammaiDibin	Dammai (Dibin)	DIRTY	1230	Ø	Ø	Ø	*ni-tɕi
DammaiDibin_78	dog	DammaiDibin	Dammai (Dibin)	DOG	2009	ʃadʒik	ʃa+dʒik	Abraham2018	
DammaiDibin_198	to dream	DammaiDibin	Dammai (Dibin)	DREAM	2374	themema	tʰe+me+ma	Abraham2018	*tai-mə
DammaiDibin_189	to drink	DammaiDibin	Dammai (Dibin)	DRINK	1401	thoŋme	tʰoŋ+me	Abraham2018	*tuŋ
DammaiDibin_270	dry	DammaiDibin	Dammai (Dibin)	DRY	1398	akhijaŋ	a+kʰi+jaŋ	Abraham2018	*mə-ki-laŋ
DammaiDibin_17	dust	DammaiDibin	Dammai (Dibin)	DUST	2	bərən	bə+rən	Abraham2018	
DammaiDibin_105	ear	DammaiDibin	Dammai (Dibin)	EAR	1247	dʒoʔ	dʒoʔ	Abraham2018	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	EARLY	672	Ø	Ø	Ø	
DammaiDibin_15	soil/ground	DammaiDibin	Dammai (Dibin)	EARTH (SOIL)	1228	naʔ	naʔ	Abraham2018	*naʔ
DammaiDibin_nan	earthworm	DammaiDibin	Dammai (Dibin)	EARTHWORM	2350	Ø	Ø	Ø	
DammaiDibin_188	to eat	DammaiDibin	Dammai (Dibin)	EAT	1336	tʃu	tʃu	Abraham2018	*tɕa
DammaiDibin_88	egg	DammaiDibin	Dammai (Dibin)	EGG	744	doriŋ	do+riŋ	Abraham2018	*do-riŋ
DammaiDibin_232	eight	DammaiDibin	Dammai (Dibin)	EIGHT	1705	səgə	sə+gə	Abraham2018	*sə-giC
DammaiDibin_103	eye	DammaiDibin	Dammai (Dibin)	EYE	1248	meʔ	meʔ	Abraham2018	*mə-jaʔ
DammaiDibin_281	far	DammaiDibin	Dammai (Dibin)	FAR	1406	arən	a+rən	Abraham2018	*mə-rəŋ
DammaiDibin_130	father	DammaiDibin	Dammai (Dibin)	FATHER	1217	abu	a+bu	Abraham2018	
DammaiDibin_nan	body hair or feather	DammaiDibin	Dammai (Dibin)	FEATHER	1201	Ø	Ø	Ø	*mə-muC
DammaiDibin_nan	fight	DammaiDibin	Dammai (Dibin)	FIGHT	1423	Ø	Ø	Ø	*rəj
DammaiDibin_165	fire	DammaiDibin	Dammai (Dibin)	FIRE	221	mai	mai	Abraham2018	*maj
DammaiDibin_nan	wood	DammaiDibin	Dammai (Dibin)	FIREWOOD	10	Ø	Ø	Ø	*(g)o; firewood = wood
DammaiDibin_89	fish	DammaiDibin	Dammai (Dibin)	FISH	227	tri	tri	Abraham2018	*trV
DammaiDibin_229	five	DammaiDibin	Dammai (Dibin)	FIVE	493	buŋu	bu+ŋu	Abraham2018	*bə-ŋu
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	FLEA	232	Ø	Ø	Ø	
DammaiDibin_nan	float	DammaiDibin	Dammai (Dibin)	FLOAT	1574	Ø	Ø	Ø	
DammaiDibin_nan	flow	DammaiDibin	Dammai (Dibin)	FLOW	2003	Ø	Ø	Ø	
DammaiDibin_54	flower	DammaiDibin	Dammai (Dibin)	FLOWER	239	uboʔ	u+boʔ	Abraham2018	*mə-boC
DammaiDibin_178	to fly	DammaiDibin	Dammai (Dibin)	FLY (MOVE THROUGH AIR)	1441	ganei	ga+nei	Abraham2018	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	FOG	249	Ø	Ø	Ø	
DammaiDibin_117	leg; foot	DammaiDibin	Dammai (Dibin)	FOOT	1301	ajem	a+jem	Abraham2018	*laj
DammaiDibin_nan	forest	DammaiDibin	Dammai (Dibin)	FOREST	420	Ø	Ø	Ø	
DammaiDibin_196	to forget	DammaiDibin	Dammai (Dibin)	FORGET	1523	saŋtʃo	saŋ+tʃo	Abraham2018	
DammaiDibin_228	four	DammaiDibin	Dammai (Dibin)	FOUR	1500	bli	b+li	Abraham2018	*bə-ləj
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	FOX	1312	Ø	Ø	Ø	
DammaiDibin_77	frog	DammaiDibin	Dammai (Dibin)	FROG	503	dʒou	dʒou	Abraham2018	*dʑuC
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	FRONT (PART)	2194	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	FROST	2034	Ø	Ø	Ø	
DammaiDibin_49	fruit	DammaiDibin	Dammai (Dibin)	FRUIT	1507	uthen	u+tʰen	Abraham2018	*θai
DammaiDibin_256	full	DammaiDibin	Dammai (Dibin)	FULL	1429	lən	lən	Abraham2018	*liŋ
DammaiDibin_220	to give	DammaiDibin	Dammai (Dibin)	GIVE	1447	phebi	pʰebi	Abraham2018	*bəj
