ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	NOTES	RID
23	23_tochew	to chew	KusundaK	Kamala	kʰɐm.kʰɐm ɐ.gɔː kʰɐm ɐ.gɔː	kʰɐm+ɐ.gɔː	kʰ ɐ m + ɐ + g ɔː	kusu1250	321	28.0	82.26		707	False		955
27	27_tocome	to come	KusundaK	Kamala	ɐ.gaː	ɐ.gaː	ɐ + g aː	kusu1250	1446	28.0	82.26		497	False		1152
29	29_tocount	to count	KusundaK	Kamala	pim.baː ɐ.gɔː	pim.baː+ɐ.gɔː	p i m + b aː + ɐ + g ɔː	kusu1250	1420	28.0	82.26		503	False		1249
30	30_tocryweep	to cry (weep)	KusundaK	Kamala	ʤʰɐ.mɔː ~ ʣʰɐ.mɔː	ʤʰɐ.mɔː	dʒʰ ɐ + m ɔː	kusu1250	1839	28.0	82.26		506	False		1300
34	34_todie	to die	KusundaK	Kamala	ɔ̰.d̪aː	ɔ̰.d̪aː	ɔ̰ + d̪ aː	kusu1250	1494	28.0	82.26		508	False		1399
35	35_todig	to dig	KusundaK	Kamala	mʲɛk ɐ.gɔː	mʲɛk+ɐ.gɔː	m j ɛ k + ɐ + g ɔː	kusu1250	1418	28.0	82.26		514	False		1448
39	39_todrink	to drink	KusundaK	Kamala	qɔːn ɐ.gɔː	qɔːn+ɐ.gɔː	q ɔː n + ɐ + g ɔː	kusu1250	1401	28.0	82.26		515	False		1642
46	46_toeat	to eat	KusundaK	Kamala	ɐm ɐ.gɔː	ɐm+ɐ.gɔː	ɐ m + ɐ + g ɔː	kusu1250	1336	28.0	82.26		517	False		1928
53	53_tofight	to fight	KusundaK	Kamala	li.muː ɐ.tɔː	li.muː+ɐ.tɔː	l i + m uː + ɐ + t ɔː	kusu1250	1423	28.0	82.26		522	False		2215
59	60_toflow	to flow	KusundaK	Kamala	t̪aŋ d̪aː	t̪aŋ+d̪aː	t̪ a ŋ + d̪ aː	kusu1250	2003	28.0	82.26		523	False		2407
61	62_toflymovethroughair	to fly (move through air)	KusundaK	Kamala	huː.t̪ɔ	huː.t̪ɔ	h uː + t̪ ɔ	kusu1250	1441	28.0	82.26		529	False		2494
64	66_toforget	to forget	KusundaK	Kamala	miː ɐ.gɔː	miː+ɐ.gɔː	m iː + ɐ + g ɔː	kusu1250	1523	28.0	82.26		1575	False		2642
71	74_togive	to give	KusundaK	Kamala	eː.guː	eː.guː	eː + g uː	kusu1250	1447	28.0	82.26		532	False		3004
82	85_tohear	to hear	KusundaK	Kamala	mɐ.bɔː	mɐ.bɔː	m ɐ + b ɔː	kusu1250	1408	28.0	82.26		1209	False		3510
86	89_tohideconceal	to hide (conceal)	KusundaK	Kamala	hʲɐq ɐ.gɔː	hʲɐq+ɐ.gɔː	h j ɐ q + ɐ + g ɔː	kusu1250	602	28.0	82.26		534	False		3699
88	91_tohold	to hold	KusundaK	Kamala	siː ɐ.gɔː	siː+ɐ.gɔː	s iː + ɐ + g ɔː	kusu1250	1448	28.0	82.26		1219	False		3751
93	99_tohunt	to hunt	KusundaK	Kamala	ɐm.baː pɐ.d̪ə ɐ.gɔː	ɐm.baː+pɐ.d̪ə+ɐ.gɔː	ɐ m + b aː + p ɐ + d̪ ə + ɐ + g ɔː	kusu1250	1435	28.0	82.26			False		
98	104_tokill	to kill	KusundaK	Kamala	ɔ̰.d̪aː ɐ.gɔː	ɔ̰.d̪aː+ɐ.gɔː	ɔ̰ + d̪ aː + ɐ + g ɔː	kusu1250	1417	28.0	82.26		258	False		4223
99	105_toknead	to knead	KusundaK	Kamala	ʤɔk ɐ.gɔː	ʤɔk+ɐ.gɔː	dʒ ɔ k + ɐ + g ɔː	kusu1250	274	28.0	82.26			False		
102	108_toknowsomething	to know (something)	KusundaK	Kamala	ʦir.maː ɐ.gɔː	ʦir.maː+ɐ.gɔː	ts i r + m aː + ɐ + g ɔː	kusu1250	1410	28.0	82.26		718	False		4364
104	111_tolaugh	to laugh	KusundaK	Kamala	ni.kʰeː ɐ.gɔː	ni.kʰeː+ɐ.gɔː	n i + kʰ eː + ɐ + g ɔː	kusu1250	1355	28.0	82.26		2131	False		4501
106	113_tolearn	to learn	KusundaK	Kamala	lɐm.baː ɐ.gɔː	lɐm.baː+ɐ.gɔː	l ɐ m + b aː + ɐ + g ɔː	kusu1250	504	28.0	82.26			False		
107	115_tolick	to lick	KusundaK	Kamala	lɐk ɐ.gɔː	lɐk+ɐ.gɔː	l ɐ k + ɐ + g ɔː	kusu1250	319	28.0	82.26		101	False		4652
108	116_toliedown	to lie down	KusundaK	Kamala	mu.ruŋ.t̪ɔː	mu.ruŋ.t̪ɔː	m u + r u ŋ + t̪ ɔː	kusu1250	215	28.0	82.26			False		
116	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	KusundaK	Kamala	nɐ.bə ɐ.gɔː	nɐ.bə+ɐ.gɔː	n ɐ + b ə + ɐ + g ɔː	kusu1250	2164	28.0	82.26			False		
140	152_toplantvegetalsrice	to plant (vegetals, rice)	KusundaK	Kamala	lɐ.bə ɐ.gɔː	lɐ.bə+ɐ.gɔː	l ɐ + b ə + ɐ + g ɔː	kusu1250	1486	28.0	82.26		722	False		6203
141	153_toplay	to play	KusundaK	Kamala	li.buŋ.t̪ɔː	li.buŋ.t̪ɔː	l i + b u ŋ + t̪ ɔː	kusu1250	1413	28.0	82.26		1227	False		6247
142	154_topull	to pull	KusundaK	Kamala	ruː ɐ.gɔː	ruː+ɐ.gɔː	r uː + ɐ + g ɔː	kusu1250	1455	28.0	82.26		1229	False		6296
143	155_topush	to push	KusundaK	Kamala	d̪ʰu.sə ɐ.gɔː	d̪ʰu.sə+ɐ.gɔː	d̪ʰ u + s ə + ɐ + g ɔː	kusu1250	1452	28.0	82.26		2539	False		6343
146	159_toresidelive	to reside (live)	KusundaK	Kamala	hãː.nu	hãː.nu	h ãː + n u	kusu1250	363	28.0	82.26		1232	False		6537
152	167_torun	to run	KusundaK	Kamala	pʰur.pʰur.t̪ɔː	pʰur.pʰur.t̪ɔː	pʰ u r + pʰ u r + t̪ ɔː	kusu1250	1519	28.0	82.26		3661	False		6915
156	171_toscratch	to scratch	KusundaK	Kamala	i.wə ɐ.gɔː	i.wə+ɐ.gɔː	i + w ə + ɐ + g ɔː	kusu1250	1436	28.0	82.26		1239	False		7054
157	173_tosee	to see	KusundaK	Kamala	gɐ̃ː.nu	gɐ̃ː.nu	g ɐ̃ː + n u	kusu1250	1409	28.0	82.26		1257	False		7104
161	178_toshootanarrow	to shoot (an arrow)	KusundaK	Kamala	pʰɔː ɐ.gɔː	pʰɔː+ɐ.gɔː	pʰ ɔː + ɐ + g ɔː	kusu1250	1172	28.0	82.26		1259	False		7341
165	183_tosing	to sing	KusundaK	Kamala	mɐŋ ɐ.gɔː	mɐŋ+ɐ.gɔː	m ɐ ŋ + ɐ + g ɔː	kusu1250	1261	28.0	82.26		1278	False		7521
169	187_tosleep	to sleep	KusundaK	Kamala	ip.t̪ɔː	ip.t̪ɔː	i p + t̪ ɔː	kusu1250	1585	28.0	82.26		2244	False		7713
171	189_tosmellperceiveodortransitive	to smell (perceive odor) [transitive]	KusundaK	Kamala	gən.ʤi ɐ.gɔː	gən.ʤi+ɐ.gɔː	g ə n + dʒ i + ɐ + g ɔː	kusu1250	1586	28.0	82.26		1280	False		7758
179	198_tospit	to spit	KusundaK	Kamala	ɐ.t̪aː gi.t̪ɐŋ hur.rə ɐ.gɔː	ɐ.t̪aː+gi.t̪ɐŋ+hur.rə+ɐ.gɔː	ɐ + t̪ aː + g i + t̪ ɐ ŋ + h u r + r ə + ɐ + g ɔː	kusu1250	1440	28.0	82.26		1288	False		8129
180	199_tostand	to stand	KusundaK	Kamala	d̪ʰuŋ.tɔː	d̪ʰuŋ.tɔː	d̪ʰ u ŋ + t ɔː	kusu1250	1442	28.0	82.26		1314	False		8177
182	201_tosteal	to steal	KusundaK	Kamala	ki.laː ɐ.gɔː	ki.laː+ɐ.gɔː	k i + l aː + ɐ + g ɔː	kusu1250	713	28.0	82.26		1317	False		8275
194	213_tothinkreflect	to think (reflect)	KusundaK	Kamala	im.bə ɐ.gɔː	im.bə+ɐ.gɔː	i m + b ə + ɐ + g ɔː	kusu1250	1415	28.0	82.26		734	False		8798
198	217_tothrow	to throw	KusundaK	Kamala	hur.rə ɐ.gɔː	hur.rə+ɐ.gɔː	h u r + r ə + ɐ + g ɔː	kusu1250	1456	28.0	82.26		1335	False		8988
207	228_towalk	to walk	KusundaK	Kamala	bi.bi.t̪ɔː	bi.bi.t̪ɔː	b i + b i + t̪ ɔː	kusu1250	1443	28.0	82.26		1343	False		9468
219	240_towipe	to wipe	KusundaK	Kamala	leː ɐ.gɔː	leː+ɐ.gɔː	l eː + ɐ + g ɔː	kusu1250	1454	28.0	82.26		1349	False		10025
200	220_today	today	KusundaK	Kamala	t̪əj.naː	t̪əj.naː	t̪ ə j + n aː	kusu1250	1283	28.0	82.26		4023	False		9137
201	221_tomorrow	tomorrow	KusundaK	Kamala	gu.rɐq	gu.rɐq	g u + r ɐ q	kusu1250	1329	28.0	82.26		545	False		9185
205	225_twenty	twenty	KusundaK	Kamala	biːs	biːs	b iː s	kusu1250	1710	28.0	82.26		546	True		9334
206	226_two	two	KusundaK	Kamala	d̪u.kʰɔː	d̪u.kʰɔː	d̪ u + kʰ ɔː	kusu1250	1498	28.0	82.26		552	False		9373
209	230_wefirstpersonpluralinclusive	we [first person plural inclusive]	KusundaK	Kamala	t̪ɔk	t̪ɔk	t̪ ɔ k	kusu1250	1131	28.0	82.26		554	False		9572
210	231_wet	wet	KusundaK	Kamala	ʤʰɔk ɐ.gɔː	ʤʰɔk+ɐ.gɔː	dʒʰ ɔ k + ɐ + g ɔː	kusu1250	1726	28.0	82.26		561	False		9613
211	232_what	what	KusundaK	Kamala	nɐn	nɐn	n ɐ n	kusu1250	1236	28.0	82.26		1358	False		9662
213	234_where	where	KusundaK	Kamala	hɐm.peː	hɐm.peː	h ɐ m + p eː	kusu1250	1237	28.0	82.26		6460	False		9743
214	235_white	white	KusundaK	Kamala	kaː.siː	kaː.siː	k aː + s iː	kusu1250	1335	28.0	82.26		1368	False		9782
215	236_who	who	KusundaK	Kamala	nə.t̪iː	nə.t̪iː	n ə + t̪ iː	kusu1250	1235	28.0	82.26		575	False		9831
223	246_yellow	yellow	KusundaK	Kamala	qʰɐ.jɛm bʰɔ.jɔː	qʰɐ.jɛm+bʰɔ.jɔː	qʰ ɐ + j ɛ m + bʰ ɔ + j ɔː	kusu1250	1424	28.0	82.26		1373	False		10253
224	247_yesterday	yesterday	KusundaK	Kamala	pʲɛː.naː	pʲɛː.naː	p j ɛː + n aː	kusu1250	1174	28.0	82.26		1375	False		10300
225	248_yousecondpersonplural	you [second person plural]	KusundaK	Kamala	nɔk	nɔk	n ɔ k	kusu1250	1213	28.0	82.26		1376	False		10349
226	249_young	young	KusundaK	Kamala	maː.a̰.ʧʰeː	maː.a̰.ʧʰeː	m aː + a̰ + tʃʰ eː	kusu1250	1207	28.0	82.26			False		
