ENTRYID	form	gloss	gfn	language	source	srcid	note
185365	a³³ bia⁵³ 	night	1431	“North Assam”	ZMYYC
225349	a³³ bio⁵³ 	bitter	1431	“North Assam”	ZMYYC
220810	a³³ bua³³ 	big	1431	“North Assam”	ZMYYC
197452	a³³ bua⁵³ 	son-in-law	1431	“North Assam”	ZMYYC
186844	a³³ buɛ⁵³ 	rat / mouse	1431	“North Assam”	ZMYYC
206377	a³³ bɛʴŋ³³ 	name	1431	“North Assam”	ZMYYC
221167	a³³ bɯ³³ 	round	1431	“North Assam”	ZMYYC
182611	a³³ bɯ⁵³ 	front	1431	“North Assam”	ZMYYC
230551	a³³ bɯ⁵³ 	first	1431	“North Assam”	ZMYYC
195463	a³³ bɹɑ³³ bo¹¹ 	mad person	1431	“North Assam”	ZMYYC
225247	a³³ cen³³ 	sour	1431	“North Assam”	ZMYYC
193780	a³³ chəʴi³³ 	kidney	1431	“North Assam”	ZMYYC
224125	a³³ çiak³³ 	wet	1431	“North Assam”	ZMYYC
222493	a³³ ciaŋ³³ 	bright	1431	“North Assam”	ZMYYC
200155	a³³ cit³³ mə³³ luat³³ 	dinner	1431	“North Assam”	ZMYYC
221677	a³³ ciɛ³³ 	far	1431	“North Assam”	ZMYYC
196432	a³³ ciɛ⁵³ 	aunt (paternal, elder)	1431	“North Assam”	ZMYYC
196534	a³³ ciɛ⁵³ 	aunt (wife of younger paternal	1431	“North Assam”	ZMYYC
222544	a³³ ciȶ³³ 	dark	1431	“North Assam”	ZMYYC
225451	a³³ cɛt³³ 	salty	1431	“North Assam”	ZMYYC
221626	a³³ dak⁵³ 	narrow	1431	“North Assam”	ZMYYC
197299	a³³ du³³ fu¹¹ 	son	1431	“North Assam”	ZMYYC
197350	a³³ du³³ mui⁵³ 	daughter	1431	“North Assam”	ZMYYC
197503	a³³ du³³ ɣæ¹¹ 	nephew	1431	“North Assam”	ZMYYC
197554	a³³ du³³ ɣæ¹¹ 	niece	1431	“North Assam”	ZMYYC
196942	a³³ dzi¹¹ muɛ³³ 	mother-in-law	1431	“North Assam”	ZMYYC
221116	a³³ dzuaŋ³³ 	pointed	1431	“North Assam”	ZMYYC
183223	a³³ dɯ⁵³ 	year	1431	“North Assam”	ZMYYC
183274	a³³ dɯ⁵³ 	year / age	1431	“North Assam”	ZMYYC
223768	a³³ dɯ⁵³ ba³³ bua³³ 	young	1431	“North Assam”	ZMYYC
195055	a³³ dʑiaŋ³³ 	child	1431	“North Assam”	ZMYYC
221779	a³³ dʑɛ³³ 	many / much	1431	“North Assam”	ZMYYC
224176	a³³faȶ³³ 	new	1431	“North Assam”	ZMYYC
217189	a³³ fa⁵³ mi³³ 	hate	1431	“North Assam”	ZMYYC
194800	a³³ fu¹¹ 	man (male person)	1431	“North Assam”	ZMYYC
194953	a³³fu¹¹dʑiaŋ 	young man	1431	“North Assam”	ZMYYC
221932	a³³ gok³³ gok³³ 	crooked	1431	“North Assam”	ZMYYC
228307	a³³ guaŋ⁵³ 	half	1431	“North Assam”	ZMYYC
196687	a³³ gue⁵³ 	uncle (maternal)	1431	“North Assam”	ZMYYC
220912	a³³ gɹa³³ 	high / tall	1431	“North Assam”	ZMYYC
224686	a³³ gɹa¹¹ 	expensive	1431	“North Assam”	ZMYYC
223207	a³³ gɹaŋ⁵³ 	beautiful	1431	“North Assam”	ZMYYC
223411	a³³ gɹaŋ⁵³ 	lean (meat)	1431	“North Assam”	ZMYYC
223462	a³³ gɹaŋ⁵³ 	thin (of people)	1431	“North Assam”	ZMYYC
223105	a³³ hiet³³ 	thin (watery)	1431	“North Assam”	ZMYYC
219637	a³³ hi³³ də³³ 	tremble	1431	“North Assam”	ZMYYC
225196	a³³ hɔ³³ 	cool	1431	“North Assam”	ZMYYC
181795	a³³ in³³ 	gold	1431	“North Assam”	ZMYYC
222697	a³³ jiȶ³³ 	red	1431	“North Assam”	ZMYYC
229990	a³³ jo³³ bi³³ 	others	1431	“North Assam”	ZMYYC
188731	a³³ juȶ³³ 	wing	1431	“North Assam”	ZMYYC
224788	a³³ kaȶ³³ niaŋ¹¹ 	easy	1431	“North Assam”	ZMYYC
195361	a³³ kui⁵³ pak³³ 	deaf person	1431	“North Assam”	ZMYYC
192607	a³³ ku³³ 	chin	1431	“North Assam”	ZMYYC
230602	a³³ kuŋ⁵³ 	later (in time)	1431	“North Assam”	ZMYYC
192301	a³³ kuȶ³³ 	ear	1431	“North Assam”	ZMYYC
196993	a³³ kɔ³³ 	brother (elder)	1431	“North Assam”	ZMYYC
197044	a³³ kɔ³³ 	sister (elder)	1431	“North Assam”	ZMYYC
224941	a³³ kɔ¹¹ 	tight	1431	“North Assam”	ZMYYC
189394	a³³ kɔ⁵³ 	bamboo shoot	1431	“North Assam”	ZMYYC
190312	a³³ kək³³ 	melon	1431	“North Assam”	ZMYYC
