ENTRYID	form	gloss	CONCEPTICON_GLOSS	CONCEPTICON_ID	gfn	language	source	srcid	note
228101	kɯ³¹ ntshɯu³⁵	zero			592	Deng	ZMYYC		
208517	kɯ³¹ nuŋ⁵⁵	scatter / broadcast			592	Deng	ZMYYC		
196838	kɯ³¹ nɑŋ³⁵	aunt (maternal)			592	Deng	ZMYYC		
221063	kɯ³¹ nɑ̆i⁵⁵	shallow			592	Deng	ZMYYC		
220961	kɯ³¹ nɑ̆m⁵⁵	low			592	Deng	ZMYYC		
223358	kɯ³¹ phom³⁵	fat (meat)			592	Deng	ZMYYC		
222032	kɯ³¹ pioŋ⁵³	upright			592	Deng	ZMYYC		
222185	kɯ³¹ pioŋ⁵³	right, just, upright			592	Deng	ZMYYC		
218819	kɯ³¹ pɹɑn³⁵	chipped			592	Deng	ZMYYC		
195461	kɯ³¹ pɹɑp⁵⁵ tsoŋ³⁵	mad person			592	Deng	ZMYYC		
226418	kɯ³¹ pɹɑ⁵⁵	rich			592	Deng	ZMYYC		
183680	kɯ³¹ soŋ³⁵	autumn			592	Deng	ZMYYC		
183731	kɯ³¹ soŋ³⁵	winter			592	Deng	ZMYYC		
211985	kɯ³¹ sut⁵³	cook / boil (rice)			592	Deng	ZMYYC		
191738	kɯ³¹ thɑu⁵⁵	thorn			592	Deng	ZMYYC		
204335	kɯ³¹ toŋ³⁵	bridge			592	Deng	ZMYYC		
220757	kɯ³¹ to⁵³ pu⁵⁵	oppose			592	Deng	ZMYYC		
202601	kɯ³¹ tseŋ⁵⁵	barrel / pail / bucket			592	Deng	ZMYYC		
193472	kɯ³¹ tsɑu⁵³	leg			592	Deng	ZMYYC		
223103	kɯ³¹ tɯn⁵³	thin (watery)			592	Deng	ZMYYC		
198419	kɯ³¹ tɑi³⁵	city			592	Deng	ZMYYC		
227489	kɯ³¹ tɑl³² mu⁵³ kɯ³¹ mu⁵³	twenty-one			592	Deng	ZMYYC		
227693	kɯ³¹ tɑm⁵⁵ mu³¹	sixty			592	Deng	ZMYYC		
221828	kɯ³¹ tɑn⁵³	little / few			592	Deng	ZMYYC		
226163	kɯ³¹ tɑ³⁵	stupid			592	Deng	ZMYYC		
215147	kɯ³¹ tɑŋ³⁵ doŋ⁵³ lɑ⁵⁵	hit (target)			592	Deng	ZMYYC		
207803	kɯ³¹ tɑŋ⁵³	say / speak			592	Deng	ZMYYC		
205763	kɯ³¹ tɕɑ̆ŋ³⁵	drum			592	Deng	ZMYYC		
217952	kɯ³¹ woŋ³⁵ lit⁵⁵	descend			592	Deng	ZMYYC		
220502	kɯ³¹ ȵun³⁵	manage			592	Deng	ZMYYC		
211577	kɯ³¹ ɑ³¹ tsɯt⁵⁵	calculate			592	Deng	ZMYYC		
194951	kɯ³¹ ɕik⁵⁵ tsoŋ³⁵	young man			592	Deng	ZMYYC		
223409	kɯ³¹ ɕiuŋ⁵³	lean (meat)			592	Deng	ZMYYC		
206681	kɯ³¹ ɕɑ⁵³	ghost / demon			592	Deng	ZMYYC		
221012	kɯ³¹ ɹɯuŋ⁵³	deep			592	Deng	ZMYYC		
223460	kɯ̆³¹ ɕiuŋ⁵³	thin (of people)			592	Deng	ZMYYC		
208874	kɯ⁵⁵ ntshɑn⁵⁵	kneel			592	Deng	ZMYYC		
198623	kɯ⁵⁵ tɑ̆m³⁵	granary			592	Deng	ZMYYC		
221573	kɯ⁵⁵ ŋɑm³⁵	wide			592	Deng	ZMYYC		
195104	kɯ⁵⁵ ɹɑ⁵⁵	friend			592	Deng	ZMYYC		
230651	kɑi⁵⁵ kɯ³¹ to⁵³	immediately / right away			592	Deng	ZMYYC		
221930	kɑi⁵⁵ tɯ³¹ kɑi⁵⁵	crooked			592	Deng	ZMYYC		
217493	kɑm³⁵	have			592	Deng	ZMYYC		
209843	kɑm³⁵ ji³¹	work / labor			592	Deng	ZMYYC		
223613	kɑu⁵⁵ soŋ³⁵	clear (water)			592	Deng	ZMYYC		
210353	kɑ³¹ lioŋ⁵³	plough			592	Deng	ZMYYC		
185669	kɑ³¹ liɑŋ⁵⁵	cattle (common)			592	Deng	ZMYYC		
206732	kɑ³¹ mɑu³⁵	soul / spirit			592	Deng	ZMYYC		
227744	kɑ³¹ nioŋ⁵³ mu⁵³	seventy			592	Deng	ZMYYC		
195359	kɑ³¹ wɑ³⁵	deaf person			592	Deng	ZMYYC		
195410	kɑ³¹ wɑ³⁵	mute			592	Deng	ZMYYC		
199745	kɑ³¹ xɑ̆m³⁵	pillow			592	Deng	ZMYYC		
228713	kɑ³⁵ mɑi⁵³	classifier for grains			592	Deng	ZMYYC		
205049	kɑŋ⁵⁵ bie⁵⁵	pen			592	Deng	ZMYYC		
218717	kɑ⁵⁵ gɑ³⁵	crack			592	Deng	ZMYYC		
211373	kɹuŋ⁵⁵	measure			592	Deng	ZMYYC		
187046	kɹɑi³⁵ pit⁵⁵	duck			592	Deng	ZMYYC		
186893	kɹɑi⁵⁵	chicken			592	Deng	ZMYYC		
188066	kɹɑi⁵⁵ dʑɑ⁵⁵ mɑ⁵⁵	centipede			592	Deng	ZMYYC		
186995	kɹɑi⁵⁵ nɑuŋ³⁵	hen			592	Deng	ZMYYC		
186944	kɹɑi⁵⁵ ɑ³¹ pɑ̆i³⁵	rooster			592	Deng	ZMYYC		
213668	kɹɑl⁵⁵	put / place			592	Deng	ZMYYC		
219380	kɹɑ̆l⁵⁵	melt			592	Deng	ZMYYC		
206120	kɹɑ̆n⁵³	voice			592	Deng	ZMYYC		
209741	kɹɑ̆ŋ⁵⁵	wake up			592	Deng	ZMYYC		
226112	kɹɑ̆ŋ⁵⁵	intelligent			592	Deng	ZMYYC		
206273	le³¹ dɯn⁵³	thing / matter / event			592	Deng	ZMYYC		
209384	liɯŋ⁵³	go through (a hole)			592	Deng	ZMYYC		
230600	li⁵⁵ kɑ³⁵	later (in time)			592	Deng	ZMYYC		
214790	lop⁵⁵ sɑm⁵⁵	lose (a game)			592	Deng	ZMYYC		
208619	lot⁵⁵	reach out(hand)			592	Deng	ZMYYC		
182405	loŋ³⁵	east			592	Deng	ZMYYC		
190616	lo⁵⁵ pu⁵⁵	turnip			592	Deng	ZMYYC		
216269	lun⁵⁵	escape			592	Deng	ZMYYC		
225704	lun⁵⁵	full / satiated			592	Deng	ZMYYC		
197603	lɯi⁵³	grandson			592	Deng	ZMYYC		
197654	lɯi⁵³	granddaughter			592	Deng	ZMYYC		
191534	lɯl⁵⁵	bud			592	Deng	ZMYYC		
223817	lɯl⁵⁵	tender			592	Deng	ZMYYC		
212189	lɯm⁵⁵	dry (clothes) near fire			592	Deng	ZMYYC		
214739	lɯn⁵⁵ sɑm⁵⁵	win			592	Deng	ZMYYC		
217901	lɯn⁵⁵ xɑi⁵⁵	ascend			592	Deng	ZMYYC		
201683	lɯuk⁵⁵	bullet			592	Deng	ZMYYC		
228050	lɯ³¹ phɑ⁵⁵ mu⁵³	hundred million			592	Deng	ZMYYC		
187097	lɯŋ⁵⁵ gɑu⁵³	goose			592	Deng	ZMYYC		
183782	lɑi⁵³	month			592	Deng	ZMYYC		
184343	lɑi⁵³ kiɑp⁵⁵ mu⁵³	October			592	Deng	ZMYYC		
184445	lɑi⁵³ kiɑp⁵⁵ mu⁵³ kɯ³¹ jin⁵⁵	December			592	Deng	ZMYYC		
184037	lɑi⁵³ kɯ³¹ bɹɯn⁵³	April			592	Deng	ZMYYC		
184241	lɑi⁵³ kɯ³¹ gɹɯn⁵³	August			592	Deng	ZMYYC		
183935	lɑi⁵³ kɯ³¹ jin⁵⁵	February			592	Deng	ZMYYC		
184088	lɑi⁵³ kɯ³¹ len⁵⁵	May			592	Deng	ZMYYC		
184190	lɑi⁵³ kɯ³¹ nɯn⁵³	July			592	Deng	ZMYYC		
184292	lɑi⁵³ kɯ³¹ nɑn⁵⁵ mu⁵³	September			592	Deng	ZMYYC		
183986	lɑi⁵³ kɯ³¹ sɑ̆m⁵⁵	March			592	Deng	ZMYYC		
184139	lɑi⁵³ kɯ³¹ tɑm⁵³	June			592	Deng	ZMYYC		
183884	lɑi⁵³ kɯ⁵⁵ mu⁵³	January			592	Deng	ZMYYC		
183833	lɑi⁵³ tɑ³¹ bɯ⁵⁵ lɯ⁵⁵	month (intercalary)			592	Deng	ZMYYC		
184394	lɑi⁵⁵ kiɑp⁵⁵ mu⁵³ kɯ³¹ mu⁵³	November			592	Deng	ZMYYC		
184802	lɑi⁵⁵ ŋɑl⁵³ mu³¹	day, first of month			592	Deng	ZMYYC		
211934	lɑk⁵³	paste / glue / stick			592	Deng	ZMYYC		
227999	lɑk⁵⁵ mu³¹	ten thousand			592	Deng	ZMYYC		
214943	lɑm⁵³ ɑ³¹ lɑ⁵³⁵	celebrate new year			592	Deng	ZMYYC		
187454	lɑm⁵⁵ nthiɑu⁵³	magpie			592	Deng	ZMYYC		
204896	lɑp³⁵ kɯ³¹ ɕɑ⁵³	interest			592	Deng	ZMYYC		
220706	lɑp³⁵ sɑm⁵⁵ lɑ⁵⁵	lose			592	Deng	ZMYYC		
214331	lɑuŋ⁵⁵	light (candle)			592	Deng	ZMYYC		
183272	lɑu⁵³	year / age			592	Deng	ZMYYC		
219329	lɑ̆m⁵⁵	boil			592	Deng	ZMYYC		
209282	lɑ̆p⁵⁵	sit			592	Deng	ZMYYC		
218258	lɑ̆p⁵⁵	rain			592	Deng	ZMYYC		
215708	lɑ̆t⁵⁵	save / rescue			592	Deng	ZMYYC		
216422	lɑ̆t⁵⁵	rob			592	Deng	ZMYYC		
182150	lɑ̆uŋ³⁵	stone / rock			592	Deng	ZMYYC		
228254	lɑ⁵³ gɹɯn³⁵	eighth			592	Deng	ZMYYC		
228152	lɑ⁵³ kɯ³¹ jin³⁵	first			592	Deng	ZMYYC		
228203	lɑ⁵³ kɯ³¹ len³⁵	fifth			592	Deng	ZMYYC		
231059	lɑ⁵³ nɑŋ⁵³	again			592	Deng	ZMYYC		
203723	măi⁵³ khɹɑ̆t⁵⁵	match			592	Deng	ZMYYC		
203621	măi⁵³ xɑ³¹ nɑi³⁵	lamp			592	Deng	ZMYYC		
192095	min⁵⁵ bɯl³⁵	eyebrow			592	Deng	ZMYYC		
205916	mit³⁵ tɑ³¹ ȵɑn⁵³	bell			592	Deng	ZMYYC		
195308	mit⁵⁵ kɯ³¹ bɑŋ⁵⁵	blind person			592	Deng	ZMYYC		
192197	mit⁵⁵ ti³⁵	tear			592	Deng	ZMYYC		
218972	mit⁵⁵ ti³⁵ sɑu⁵⁵	drop / fall			592	Deng	ZMYYC		
222491	miŋ⁵³ plɑ⁵⁵	bright			592	Deng	ZMYYC		
208568	mphlut⁵⁵	cast			592	Deng	ZMYYC		
218615	mphlɑt³⁵	overflow			592	Deng	ZMYYC		
218462	mphlɑ⁵³	flash (of lightning)			592	Deng	ZMYYC		
198011	mphun⁵³	door			592	Deng	ZMYYC		
198776	mphɑ̆u⁵³	nest			592	Deng	ZMYYC		
216065	mphɹot⁵⁵	encounter / meet			592	Deng	ZMYYC		
189545	muŋ⁵⁵ gi⁵⁵	barley			592	Deng	ZMYYC		
229121	mu⁵⁵	acre			592	Deng	ZMYYC		
194135	mɯn³⁵	sweat			592	Deng	ZMYYC		
214637	mɯn³⁵	use			592	Deng	ZMYYC		
231110	mɯn⁵⁵ giup⁵⁵	certainly			592	Deng	ZMYYC		
186281	mɯn⁵⁵ niuŋ⁵⁵	elephant			592	Deng	ZMYYC		
188168	mɯ³¹ klɑp⁵³	bedbug			592	Deng	ZMYYC		
185567	mɯ³¹ ntshɯu⁵³	bovine			592	Deng	ZMYYC		
205661	mɯ³¹ pluŋ⁵³	flute-like instrument (Turkic)			592	Deng	ZMYYC		
205814	mɯ³¹ pluŋ⁵³	flute			592	Deng	ZMYYC		
217544	mɯ³¹ tăi⁵⁵	NEG+have			592	Deng	ZMYYC		
198470	mɯ³¹ tăŋ⁵³	village			592	Deng	ZMYYC		
231008	mɯ³¹ thɑk⁵³	also			592	Deng	ZMYYC		
226265	mɯ³¹ tɕɑi⁵⁵	lazy			592	Deng	ZMYYC		
192605	mɯ³¹ xɑ⁵³	chin			592	Deng	ZMYYC		
196940	mɑi³¹ ŋu⁵³	mother-in-law			592	Deng	ZMYYC		
231161	mɑi⁵³	NEG			592	Deng	ZMYYC		
199796	mɑi⁵⁵	cloth			592	Deng	ZMYYC		
213515	mɑi⁵⁵ kɯut⁵³	sweep			592	Deng	ZMYYC		
185516	mɑl⁵³	from now on			592	Deng	ZMYYC		
204437	mɑuŋ⁵³ xɑ³¹ tɯu⁵⁵	train			592	Deng	ZMYYC		
197858	mɑ³¹ poŋ⁵⁵	wall			592	Deng	ZMYYC		
195002	mɑ̆i³¹ sɑ⁵⁵	young woman			592	Deng	ZMYYC		
196226	mɑ̆i³¹ ŋu³⁵	grandmother			592	Deng	ZMYYC		
214892	mɑ̆i⁵⁵	dance			592	Deng	ZMYYC		
194033	mɑ̆u⁵³	gall			592	Deng	ZMYYC		
190259	mɑ⁵⁵ blɑ̆i⁵³	beans			592	Deng	ZMYYC		
230702	nin⁵³ dɑŋ³⁵	often			592	Deng	ZMYYC		
185210	nin⁵³ ɑ³¹ poi³⁵	day(time)			592	Deng	ZMYYC		
183527	niŋ⁵⁵ glɑm³⁵	year after next			592	Deng	ZMYYC		
194594	ni⁵³	pus			592	Deng	ZMYYC		
216116	ntshɯi⁵³	scold			592	Deng	ZMYYC		
217187	ntshɯi⁵³ mɯn³⁵	hate			592	Deng	ZMYYC		
206222	ntshɯm⁵³ phɑt⁵⁵	courage			592	Deng	ZMYYC		
206834	ntshɯm⁵³ xoŋ⁵⁵	means / method			592	Deng	ZMYYC		
216983	ntshɯm⁵⁵ tɑŋ⁵⁵ nthɑ⁵⁵	remember			592	Deng	ZMYYC		
217340	ntshɑl⁵⁵	know (a language) / can / be abl			592	Deng	ZMYYC		
219635	ntshɑt⁵⁵	tremble			592	Deng	ZMYYC		
198572	nɑi³⁵ lik⁵⁵	grave			592	Deng	ZMYYC		
204131	nɑi³⁵ xɯu⁵³	garbage			592	Deng	ZMYYC		
183425	nɑi⁵⁵ glɑm³⁵	year, next			592	Deng	ZMYYC		
227846	nɑn⁵⁵ ɕi⁵³ mu⁵³	ninety			592	Deng	ZMYYC		
219584	nɑt⁵⁵	ill / sick			592	Deng	ZMYYC		
196634	nɑuŋ³¹ kɯ³¹ nɑŋ³⁵	aunt (paternal)			592	Deng	ZMYYC		
196532	nɑuŋ³⁵ jɑ⁵³	aunt (wife of younger paternal			592	Deng	ZMYYC		
196736	nɑuŋ³⁵ jɑ⁵³	aunt (wife of maternal uncle)			592	Deng	ZMYYC		
196430	nɑuŋ³⁵ tɑ⁵³	aunt (paternal, elder)			592	Deng	ZMYYC		
221216	nɑuŋ⁵³ kɯ³¹ bɹɯn⁵³	square			592	Deng	ZMYYC		
219533	nɑŋ⁵⁵	grow			592	Deng	ZMYYC		
225959	nɑ̆i⁵³	pain / ache			592	Deng	ZMYYC		
209639	nɑ⁵⁵	rest			592	Deng	ZMYYC		
190361	nɑ⁵⁵ kuɑ⁵⁵	pumpkin			592	Deng	ZMYYC		
202958	pe⁵⁵ tse⁵³	cup			592	Deng	ZMYYC		
219890	phiuŋ⁵⁵	fly			592	Deng	ZMYYC		
208976	phlu⁵³	jump			592	Deng	ZMYYC		
199643	pho⁵³ ke⁵³	quilt			592	Deng	ZMYYC		
213566	pho⁵⁵	open (door)			592	Deng	ZMYYC		
213617	pho⁵⁵	open (lid)			592	Deng	ZMYYC		
193727	pho⁵⁵ ko⁵⁵	stomach			592	Deng	ZMYYC		
225908	phuŋ⁵³	itch			592	Deng	ZMYYC		
187607	phu⁵⁵ mphi³⁵	bat			592	Deng	ZMYYC		
219686	phɯp⁵⁵	swollen			592	Deng	ZMYYC		
181130	phɯŋ⁵⁵ gleŋ⁵⁵	well			592	Deng	ZMYYC		
218921	phɯ⁵⁵ ɹɑi⁵⁵	rotate / spin			592	Deng	ZMYYC		
199286	phɑi³¹ kɑ⁵⁵ jui³⁵	raincoat (of leaves, hemp fibe			592	Deng	ZMYYC		
210251	phɑi⁵³	carry on shoulder			592	Deng	ZMYYC		
187862	phɑl⁵⁵ tɕoŋ̩³⁵	butterfly			592	Deng	ZMYYC		
219125	phɑm⁵⁵	soak / immerse(e.g. seed)			592	Deng	ZMYYC		
212801	phɑu⁵⁵	rub (to soften animal skin)			592	Deng	ZMYYC		
210914	phɑ̆l⁵³	pull (out)			592	Deng	ZMYYC		
210302	phɑ̆t⁵⁵	pry			592	Deng	ZMYYC		
218768	phɹɯl⁵⁵ lɑ³⁵	collapse			592	Deng	ZMYYC		
219023	phɹɑt⁵⁵	break (v.i. of rope, etc.)			592	Deng	ZMYYC		
182099	pim⁵⁵ ntshɑi⁵⁵	tin			592	Deng	ZMYYC		
195767	pin⁵⁵ jɑ⁵⁵ kɯ³¹ pɑm⁵⁵ tsoŋ³⁵	worker			592	Deng	ZMYYC		
228305	pin⁵⁵ xɑ⁵⁵	half			592	Deng	ZMYYC		
205253	pit⁵⁵	word / character			592	Deng	ZMYYC		
205304	pit⁵⁵	book			592	Deng	ZMYYC		
205355	pit⁵⁵	letter			592	Deng	ZMYYC		
195920	pit⁵⁵ kɯ³¹ blɯn⁵⁵	teacher			592	Deng	ZMYYC		
204998	pit⁵⁵ phɑl³⁵	paper			592	Deng	ZMYYC		
206885	pit⁵⁵ tan⁵⁵ min⁵⁵ mɑl³⁵	school			592	Deng	ZMYYC		
205151	pit⁵⁵ ti³⁵	ink cake			592	Deng	ZMYYC		
205202	pit⁵⁵ ti³⁵	ink			592	Deng	ZMYYC		
205100	pit⁵⁵ tɑ³¹ bɹɯ⁵⁵	pencil			592	Deng	ZMYYC		
203570	pi³¹ tu⁵⁵	soap			592	Deng	ZMYYC		
228509	piŋ⁵⁵ mo⁵³	classifier for animals			592	Deng	ZMYYC		
190667	piɑŋ³⁵ sɯ³¹	onion (green)			592	Deng	ZMYYC		
215810	pi⁵⁵ min³⁵	give out / distribute			592	Deng	ZMYYC		
199439	plɑ⁵⁵ thiɯl⁵⁵	legging			592	Deng	ZMYYC		
195512	plɑ⁵⁵ ɑ³¹ be³⁵	lame person			592	Deng	ZMYYC		
216320	poi⁵³	chase / run after			592	Deng	ZMYYC		
216371	poi⁵³ kɑ³¹ nin⁵⁵	drive away			592	Deng	ZMYYC		
196379	poŋ³⁵	uncle (paternal, elder)			592	Deng	ZMYYC		
196481	poŋ³⁵	uncle (paternal, younger)			592	Deng	ZMYYC		
196583	poŋ³⁵	uncle (paternal aunt's husband			592	Deng	ZMYYC		
196787	poŋ³⁵ tɑ⁵³	uncle (maternal aunt's husband			592	Deng	ZMYYC		
196889	poŋ³⁵ tɑ⁵³	father-in-law			592	Deng	ZMYYC		
202091	pu⁵⁵ ɕiŋ⁵⁵	sieve			592	Deng	ZMYYC		
199337	pɯ³¹ dɑ⁵⁵ xɑ⁵³	pants / trousers			592	Deng	ZMYYC		
224786	pɯ³¹ lɑ⁵⁵	easy			592	Deng	ZMYYC		
200612	pɯ³¹ rɯm⁵⁵	sugar			592	Deng	ZMYYC		
190820	pɯ³¹ tsi⁵⁵	pepper, hot / chili			592	Deng	ZMYYC		
181844	pɑi³⁵ tɯ³¹ kɯn³⁵	silver			592	Deng	ZMYYC		
209792	pɑm³⁵	do			592	Deng	ZMYYC		
204539	pɑn⁵⁵	boat			592	Deng	ZMYYC		
228815	pɑn⁵⁵	classifier for clothes			592	Deng	ZMYYC		
225806	pɑp⁵³ sɑl⁵³	thirsty			592	Deng	ZMYYC		
201989	pɑ³¹xoŋ³⁵ dɑk⁵⁵ bɹɑ̆ŋ⁵³	saddle			592	Deng	ZMYYC		
185465	pɑŋ⁵³ wɑi³⁵	past, in the			592	Deng	ZMYYC		
225143	pɹo⁵⁵ mɑ³¹ lɑm⁵⁵	warm			592	Deng	ZMYYC		
215861	pɹɑ⁵⁵	divide			592	Deng	ZMYYC		
220298	sit⁵³ lɑ³⁵	bear fruit			592	Deng	ZMYYC		
200510	si⁵³	liquor			592	Deng	ZMYYC		
203417	si⁵⁵ pen⁵⁵	comb			592	Deng	ZMYYC		
195665	si⁵⁵ pɑ³¹ xi⁵⁵	soldier			592	Deng	ZMYYC		
195716	si⁵⁵ pɑ³¹ xi⁵⁵	army			592	Deng	ZMYYC		
212342	soi³⁵	cut (vegetable)			592	Deng	ZMYYC		
204692	soŋ⁵⁵ bɯi³⁵	shop			592	Deng	ZMYYC		
204641	soŋ⁵⁵ tɯ⁵⁵ xɑ⁵⁵ mɑl³⁵	marketplace			592	Deng	ZMYYC		
201377	so⁵⁵ li⁵⁵	saw			592	Deng	ZMYYC		
210659	sui⁵⁵; mim⁵⁵	cut			592	Deng	ZMYYC		
181793	sum⁵³	gold			592	Deng	ZMYYC		
217136	sun⁵⁵ dɯt⁵⁵ lɑt⁵⁵	angry			592	Deng	ZMYYC		
191177	sɯ³¹ lɯi⁵⁵	mushroom			592	Deng	ZMYYC		
227540	sɯŋ⁵⁵ giap⁵⁵ mu⁵³	thirty			592	Deng	ZMYYC		
225500	sɯŋ⁵⁵ mɯn⁵⁵	fragrant			592	Deng	ZMYYC		
225551	sɯŋ⁵⁵ mɯn⁵⁵	delicious			592	Deng	ZMYYC		
211781	sɑi⁵⁵	write			592	Deng	ZMYYC		
198113	sɑi⁵⁵ gɹoŋ⁵⁵	fireplace			592	Deng	ZMYYC		
220349	sɑl⁵³	wither			592	Deng	ZMYYC		
216779	sɑl⁵³ mɑŋ⁵⁵	believe			592	Deng	ZMYYC		
187811	sɑm⁵⁵	honeybee			592	Deng	ZMYYC		
222593	sɑŋ⁵⁵ mɑŋ³⁵	sunny			592	Deng	ZMYYC		
225245	sɑ̆l⁵⁵	sour			592	Deng	ZMYYC		
195563	sɑ̆ŋ³⁵ kɯ⁵⁵ pɑm⁵⁵ tsoŋ³⁵	carpenter			592	Deng	ZMYYC		
197552	sɑ⁵⁵ mɑi³⁵	niece			592	Deng	ZMYYC		
197042	sɑ⁵⁵ mɑi⁵⁵	sister (elder)			592	Deng	ZMYYC		
197144	sɑ⁵⁵ wɑi⁵³	sister (younger)			592	Deng	ZMYYC		
197501	sɑ⁵⁵ wɑi⁵³	nephew			592	Deng	ZMYYC		
204233	the³¹ lu³⁵	railroad			592	Deng	ZMYYC		
213311	thie⁵³	patch			592	Deng	ZMYYC		
201122	thiuŋ⁵⁵ bɑ⁵⁵	plough			592	Deng	ZMYYC		
190412	thi³⁵ kuɑ⁵⁵	cucumber			592	Deng	ZMYYC		
213821	thiɯl⁵⁵	wrap			592	Deng	ZMYYC		
215249	thol⁵⁵ ntshɑp⁵⁵	answer			592	Deng	ZMYYC		
217850	thoŋ³⁵ ki⁵⁵	pass by			592	Deng	ZMYYC		
206936	thoŋ⁵⁵	look			592	Deng	ZMYYC		
211271	tho⁵⁵ tɑn⁵⁵ tho⁵⁵	weave			592	Deng	ZMYYC		
201275	tho⁵⁵ xɑ³¹ gloŋ³⁵	loom			592	Deng	ZMYYC		
207752	thɯt⁵⁵	blow with mouth			592	Deng	ZMYYC		
217646	thɑi³⁵ lik⁵⁵	go			592	Deng	ZMYYC		
193370	thɑl⁵⁵ pɯm⁵⁵ dɑŋ⁵⁵	buttocks			592	Deng	ZMYYC		
207446	thɑm⁵³	hold in mouth			592	Deng	ZMYYC		
220043	thɑn⁵³ kɹɑi⁵⁵ sit⁵⁵	lay (egg)			592	Deng	ZMYYC		
214433	thɑn⁵⁵ lɑ³⁵	get			592	Deng	ZMYYC		
194084	thɑ³¹ tɕit⁵⁵	bladder			592	Deng	ZMYYC		
215912	thɑ̆l⁵⁵	owe			592	Deng	ZMYYC		
208823	thɑ̆t⁵⁵	kick			592	Deng	ZMYYC		
210965	thɑ⁵⁵ nɑi³⁵	graze			592	Deng	ZMYYC		
225296	tim³⁵	sweet			592	Deng	ZMYYC		
201173	tiuŋ⁵⁵ ki³⁵	rake			592	Deng	ZMYYC		
210404	tiuŋ⁵⁵ ki⁵⁵	rake			592	Deng	ZMYYC		
199133	tiŋ⁵⁵ siŋ⁵³	ring			592	Deng	ZMYYC		
224327	tiɯu⁵⁵	cooked			592	Deng	ZMYYC		
210200	tiɑŋ⁵⁵	carry on a pole (two people)			592	Deng	ZMYYC		
230855	ti⁵⁵ lɑŋ⁵³	very			592	Deng	ZMYYC		
230906	ti⁵⁵ lɑŋ⁵³	most (superlative degree)			592	Deng	ZMYYC		
181538	toŋ³⁵	slope			592	Deng	ZMYYC		
214382	toŋ⁵⁵	want			592	Deng	ZMYYC		
222083	toŋ⁵⁵ bli⁵³	flat / level(land)			592	Deng	ZMYYC		
223205	tsho³⁵ mɑ³¹ tshe⁵⁵	beautiful			592	Deng	ZMYYC		
220553	tshɯ⁵⁵ dit⁵³	hold a meeting			592	Deng	ZMYYC		
185720	tsi³⁵	mule			592	Deng	ZMYYC		
194747	tsoŋ³⁵	person			592	Deng	ZMYYC		
194900	tsoŋ³⁵ kɯ⁵⁵ nɑŋ³⁵	old person			592	Deng	ZMYYC		
229988	tsoŋ³⁵ lɑŋ⁵³	others			592	Deng	ZMYYC		
196022	tsoŋ⁵⁵ bɹoŋ⁵³	nationality			592	Deng	ZMYYC		
198164	tso⁵⁵ mɯn⁵⁵	lime			592	Deng	ZMYYC		
213923	tsɯm⁵³ li³⁵	load			592	Deng	ZMYYC		
220655	tsɯn⁵⁵ lɑ³⁵	win / triumph			592	Deng	ZMYYC		
185414	tsɯ⁵³ mo³¹	now			592	Deng	ZMYYC		
206426	tsɑuŋ⁵⁵	thing			592	Deng	ZMYYC		
203366	tsɑ̆p⁵⁵ nɑ³⁵	mirror			592	Deng	ZMYYC		
197450	tsɑ⁵³	son-in-law			592	Deng	ZMYYC		
205559	tu⁵⁵ lu⁵⁵	ball			592	Deng	ZMYYC		
217748	tɯt⁵⁵ lɑ³⁵	arrive			592	Deng	ZMYYC		
195206	tɯu³⁵	host			592	Deng	ZMYYC		
191075	tɯ³¹ biɑ⁵³ lɑp⁵³	tobacco			592	Deng	ZMYYC		
181946	tɯ³¹ gli⁵³	iron			592	Deng	ZMYYC		
182048	tɯ³¹ gli⁵³ kɯ³¹ so³⁵	steel			592	Deng	ZMYYC		
202499	tɯ³¹ gli⁵³ kɯ³¹ tɕuŋ³⁵	pot / wok			592	Deng	ZMYYC		
183323	tɯ³¹ glɑm³⁵	year, this			592	Deng	ZMYYC		
194390	tɯ³¹ khɯi⁵³	excrement			592	Deng	ZMYYC		
204029	tɯ³¹ khɯi⁵³	dung / manure			592	Deng	ZMYYC		
183578	tɯ³¹ khɹɑ³⁵	spring			592	Deng	ZMYYC		
183629	tɯ³¹ khɹɑ³⁵	summer			592	Deng	ZMYYC		
228968	tɯ³¹ kɑu⁵³ mo⁵³	handspan			592	Deng	ZMYYC		
185618	tɯ³¹ lui³⁵	water buffalo			592	Deng	ZMYYC		
200204	tɯ³¹ lɑ̆m³⁵	gruel			592	Deng	ZMYYC		
186689	tɯ³¹ lɑ⁵⁵	roebuck			592	Deng	ZMYYC		
204080	tɯ³¹ mɑuŋ³⁵	ashes			592	Deng	ZMYYC		
186230	tɯ³¹ mɑ̆uŋ⁵³	dragon			592	Deng	ZMYYC		
194492	tɯ³¹ phit⁵⁵	fart			592	Deng	ZMYYC		
185363	tɯ³¹ phlo³⁵	night			592	Deng	ZMYYC		
203978	tɯ³¹ phɯn³⁵	fertilizer			592	Deng	ZMYYC		
212546	tɯ³¹ po⁵³	stir / churn			592	Deng	ZMYYC		
186434	tɯ³¹ pɯn⁵⁵	leopard			592	Deng	ZMYYC		
186587	tɯ³¹ sɑ̆u⁵³	deer			592	Deng	ZMYYC		
199082	tɯ³¹ tshɯu⁵³	wristwatch			592	Deng	ZMYYC		
