RID	GLOSS	DOCULECT	LANGUAGE_NAME	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE
10	all	BugunSingchung	Bugun	ALL	98	dʒap	dʒap	Abraham
								
10	all	BugunKaspi	Bugun	ALL	98	dʒap	dʒap	Abraham
								
10	all	BugunNamphri	Bugun	ALL	98	"tham; dʒap"	tham	Abraham
								
11	ant	BugunWangho	Bugun	ANT	587	ʃiŋiŋ	ʃiŋiŋ	Abraham
								
11	ant	BugunBichom	Bugun	ANT	587	siiŋ	siiŋ	Abraham
								
11	ant	BugunSingchung	Bugun	ANT	587	ʃiŋiŋ	ʃiŋiŋ	Abraham
								
11	ant	BugunKaspi	Bugun	ANT	587	ʃiŋiŋ	ʃiŋiŋ	Abraham
								
11	ant	BugunNamphri	Bugun	ANT	587	ʃiŋiŋ	ʃiŋiŋ	Abraham
								
16	bad	BugunWangho	Bugun	BAD	1292	avije	avije	Abraham
								
16	bad	BugunBichom	Bugun	BAD	1292	avije	avije	Abraham
								
16	bad	BugunSingchung	Bugun	BAD	1292	avije	avije	Abraham
								
16	bad	BugunKaspi	Bugun	BAD	1292	avije	avije	Abraham
								
16	bad	BugunNamphri	Bugun	BAD	1292	avije	avije	Abraham
								
17	bamboo	BugunWangho	Bugun	BAMBOO	1927	moi	moi	Abraham
								
17	bamboo	BugunBichom	Bugun	BAMBOO	1927	muẽ	muẽ	Abraham
								
17	bamboo	BugunSingchung	Bugun	BAMBOO	1927	moi	moi	Abraham
								
17	bamboo	BugunKaspi	Bugun	BAMBOO	1927	mai	mai	Abraham
								
17	bamboo	BugunNamphri	Bugun	BAMBOO	1927	mai	mai	Abraham
								
21	belly	BugunWangho	Bugun	BELLY	1251	elui	elui	Abraham
								
21	belly	BugunBichom	Bugun	BELLY	1251	elui	elui	Abraham
								
21	belly	BugunSingchung	Bugun	BELLY	1251	elui	elui	Abraham
								
21	belly	BugunKaspi	Bugun	BELLY	1251	lui	lui	Abraham
								
21	belly	BugunNamphri	Bugun	BELLY	1251	lui	lui	Abraham
								
22	below	BugunWangho	Bugun	BELOW OR UNDER	1485	bətʃou	bətʃou	Abraham
								
22	below	BugunBichom	Bugun	BELOW OR UNDER	1485	"bətʃou; ləwa"	bətʃou	Abraham
								
22	below	BugunSingchung	Bugun	BELOW OR UNDER	1485	bətʃou	bətʃou	Abraham
								
22	below	BugunKaspi	Bugun	BELOW OR UNDER	1485	bətʃou	bətʃou	Abraham
								
22	below	BugunNamphri	Bugun	BELOW OR UNDER	1485	bətʃou	bətʃou	Abraham
								
24	big	BugunWangho	Bugun	BIG	1202	ebou	ebou	Abraham
								
24	big	BugunBichom	Bugun	BIG	1202	bou	bou	Abraham
								
24	big	BugunSingchung	Bugun	BIG	1202	ebou	ebou	Abraham
								
24	big	BugunKaspi	Bugun	BIG	1202	bou	bou	Abraham
								
24	big	BugunNamphri	Bugun	BIG	1202	bou	bou	Abraham
								
25	bird	BugunWangho	Bugun	BIRD	937	fua	fua	Abraham
								
25	bird	BugunBichom	Bugun	BIRD	937	fua	fua	Abraham
								
25	bird	BugunSingchung	Bugun	BIRD	937	fua	fua	Abraham
								
25	bird	BugunKaspi	Bugun	BIRD	937	fo	fo	Abraham
								
25	bird	BugunNamphri	Bugun	BIRD	937	fua	fua	Abraham
								
27	black	BugunWangho	Bugun	BLACK	163	esai	esai	Abraham
								
27	black	BugunBichom	Bugun	BLACK	163	"esai; soi"	esai	Abraham
								
27	black	BugunSingchung	Bugun	BLACK	163	esai	esai	Abraham
								
27	black	BugunKaspi	Bugun	BLACK	163	soi	soi	Abraham
								
27	black	BugunNamphri	Bugun	BLACK	163	esui	esui	Abraham
								
29	blood	BugunWangho	Bugun	BLOOD	946	efua	efua	Abraham
								
29	blood	BugunBichom	Bugun	BLOOD	946	efua	efua	Abraham
								
29	blood	BugunSingchung	Bugun	BLOOD	946	efua	efua	Abraham
								
29	blood	BugunKaspi	Bugun	BLOOD	946	nəfai	nəfai	Abraham
								
29	blood	BugunNamphri	Bugun	BLOOD	946	məfai	məfai	Abraham
								
32	bone	BugunWangho	Bugun	BONE	1394	ezak	ezak	Abraham
								
32	bone	BugunBichom	Bugun	BONE	1394	ezeŋ	ezeŋ	Abraham
								
32	bone	BugunSingchung	Bugun	BONE	1394	ezeŋ	ezeŋ	Abraham
								
32	bone	BugunKaspi	Bugun	BONE	1394	nizeŋ	nizeŋ	Abraham
								
32	bone	BugunNamphri	Bugun	BONE	1394	ezeŋ	ezeŋ	Abraham
								
34	branch	BugunWangho	Bugun	BRANCH	1531	phoŋ	phoŋ	Abraham
								
34	branch	BugunBichom	Bugun	BRANCH	1531	edəphou	edəphou	Abraham
								
34	branch	BugunSingchung	Bugun	BRANCH	1531	edəphou	edəphou	Abraham
								
34	branch	BugunKaspi	Bugun	BRANCH	1531	edəphou	edəphou	Abraham
								
34	branch	BugunNamphri	Bugun	BRANCH	1531	edəphou	edəphou	Abraham
								
47	cloud	BugunWangho	Bugun	CLOUD	1489	skəmou	skəmou	Abraham
								
47	cloud	BugunBichom	Bugun	CLOUD	1489	"tʃakamaŋ; sĕkmou"	tʃakamaŋ	Abraham
								
47	cloud	BugunSingchung	Bugun	CLOUD	1489	skəmou	skəmou	Abraham
								
47	cloud	BugunKaspi	Bugun	CLOUD	1489	tʃakamaŋ	tʃakamaŋ	Abraham
								
47	cloud	BugunNamphri	Bugun	CLOUD	1489	tʃakamaŋ	tʃakamaŋ	Abraham
								
50	cold	BugunWangho	Bugun	COLD	1287	etʃai	etʃai	Abraham
								
50	cold	BugunBichom	Bugun	COLD	1287	etʃai	etʃai	Abraham
								
50	cold	BugunSingchung	Bugun	COLD	1287	etʃai	etʃai	Abraham
								
50	cold	BugunKaspi	Bugun	COLD	1287	tʃui	tʃui	Abraham
								
50	cold	BugunNamphri	Bugun	COLD	1287	etʃui	etʃui	Abraham
								
55	daughter	BugunWangho	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
								
55	daughter	BugunBichom	Bugun	DAUGHTER	1357	"dimi; satəi"	dimi	Abraham
								
55	daughter	BugunSingchung	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
								
55	daughter	BugunKaspi	Bugun	DAUGHTER	1357	dəmi	dəmi	Abraham
								
55	daughter	BugunNamphri	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
								
60	dog	BugunWangho	Bugun	DOG	2009	tʃai	tʃai	Abraham
								
60	dog	BugunBichom	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
								
60	dog	BugunSingchung	Bugun	DOG	2009	tʃi	tʃi	Abraham
								
60	dog	BugunKaspi	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
								
60	dog	BugunNamphri	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
								
62	dry	BugunWangho	Bugun	DRY	1398	ekau	ekau	Abraham
								
62	dry	BugunBichom	Bugun	DRY	1398	egau	egau	Abraham
								
62	dry	BugunSingchung	Bugun	DRY	1398	egau	egau	Abraham
								
62	dry	BugunKaspi	Bugun	DRY	1398	gou	gou	Abraham
								
62	dry	BugunNamphri	Bugun	DRY	1398	nəgou	nəgou	Abraham
								
64	dust	BugunWangho	Bugun	DUST	2	ɲijaphəla	ɲijaphəla	Abraham
								
64	dust	BugunBichom	Bugun	DUST	2	ɲijaphəla	ɲijaphəla	Abraham
								
64	dust	BugunSingchung	Bugun	DUST	2	ɲijaphəla	ɲijaphəla	Abraham
								
64	dust	BugunKaspi	Bugun	DUST	2	ɲijaphəla	ɲijaphəla	Abraham
								
64	dust	BugunNamphri	Bugun	DUST	2	ɲijaphəlap	ɲijaphəlap	Abraham
								
65	ear	BugunWangho	Bugun	EAR	1247	khõ	khõ	Abraham
								
65	ear	BugunBichom	Bugun	EAR	1247	khõ	khõ	Abraham
								
65	ear	BugunSingchung	Bugun	EAR	1247	khõ	khõ	Abraham
								
65	ear	BugunKaspi	Bugun	EAR	1247	khõ	khõ	Abraham
								
65	ear	BugunNamphri	Bugun	EAR	1247	khõ	khõ	Abraham
								
66	egg	BugunWangho	Bugun	EGG	744	khere	khere	Abraham
								
66	egg	BugunBichom	Bugun	EGG	744	eri	eri	Abraham
								
66	egg	BugunSingchung	Bugun	EGG	744	khere	khere	Abraham
								
66	egg	BugunKaspi	Bugun	EGG	744	khere	khere	Abraham
								
66	egg	BugunNamphri	Bugun	EGG	744	khere	khere	Abraham
								
68	eight	BugunWangho	Bugun	EIGHT	1705	milija	milija	Abraham
								
68	eight	BugunBichom	Bugun	EIGHT	1705	milija	milija	Abraham
								
68	eight	BugunSingchung	Bugun	EIGHT	1705	milija	milija	Abraham
								
68	eight	BugunKaspi	Bugun	EIGHT	1705	milija	milija	Abraham
								
68	eight	BugunNamphri	Bugun	EIGHT	1705	məlau	məlau	Abraham
								
76	eye	BugunWangho	Bugun	EYE	1248	mijak	mijak	Abraham
								
76	eye	BugunBichom	Bugun	EYE	1248	mijak	mijak	Abraham
								
76	eye	BugunSingchung	Bugun	EYE	1248	mijak	mijak	Abraham
								
76	eye	BugunKaspi	Bugun	EYE	1248	mije	mije	Abraham
								
76	eye	BugunNamphri	Bugun	EYE	1248	mijak	mijak	Abraham
								
78	far	BugunWangho	Bugun	FAR	1406	ruaŋ	ruaŋ	Abraham
								
78	far	BugunBichom	Bugun	FAR	1406	ruaŋ	ruaŋ	Abraham
								
78	far	BugunSingchung	Bugun	FAR	1406	ruaŋ	ruaŋ	Abraham
								
78	far	BugunKaspi	Bugun	FAR	1406	ruwaŋ	ruwaŋ	Abraham
								
78	far	BugunNamphri	Bugun	FAR	1406	ruaŋ	ruaŋ	Abraham
								
82	father	BugunWangho	Bugun	FATHER	1217	aphua	aphua	Abraham
								
82	father	BugunBichom	Bugun	FATHER	1217	aphua	aphua	Abraham
								
82	father	BugunSingchung	Bugun	FATHER	1217	aphua	aphua	Abraham
								
82	father	BugunKaspi	Bugun	FATHER	1217	"ap; aphu"	aphu	Abraham
								
82	father	BugunNamphri	Bugun	FATHER	1217	aphua	aphua	Abraham
								
85	fingernail	BugunWangho	Bugun	CLAW OR NAIL	2128	pətʃijat	pətʃijat	Abraham
								
85	fingernail	BugunBichom	Bugun	CLAW OR NAIL	2128	bəsen	bəsen	Abraham
								
85	fingernail	BugunSingchung	Bugun	CLAW OR NAIL	2128	bəsen	bəsen	Abraham
								
85	fingernail	BugunKaspi	Bugun	CLAW OR NAIL	2128	pə̆sen	pə̆sen	Abraham
								
85	fingernail	BugunNamphri	Bugun	CLAW OR NAIL	2128	pəʃen	pəʃen	Abraham
								
86	fire	BugunWangho	Bugun	FIRE	221	boe	boe	Abraham
								
86	fire	BugunBichom	Bugun	FIRE	221	boe	boe	Abraham
								
86	fire	BugunSingchung	Bugun	FIRE	221	boe	boe	Abraham
								
86	fire	BugunKaspi	Bugun	FIRE	221	bai	bai	Abraham
								
86	fire	BugunNamphri	Bugun	FIRE	221	boe	boe	Abraham
								
87	fish	BugunWangho	Bugun	FISH	227	ũa	ũa	Abraham
								
87	fish	BugunBichom	Bugun	FISH	227	uŋa	uŋa	Abraham
								
87	fish	BugunSingchung	Bugun	FISH	227	ũa	ũa	Abraham
								
87	fish	BugunKaspi	Bugun	FISH	227	ũa	ũa	Abraham
								
87	fish	BugunNamphri	Bugun	FISH	227	uŋə̃	uŋə̃	Abraham
								
88	five	BugunWangho	Bugun	FIVE	493	kuwa	kuwa	Abraham
								
88	five	BugunBichom	Bugun	FIVE	493	guwe	guwe	Abraham
								
88	five	BugunSingchung	Bugun	FIVE	493	guwa	guwa	Abraham
								
88	five	BugunKaspi	Bugun	FIVE	493	uwe	uwe	Abraham
								
88	five	BugunNamphri	Bugun	FIVE	493	gu	gu	Abraham
								
89	flower	BugunWangho	Bugun	FLOWER	239	ebũa	ebũa	Abraham
								
89	flower	BugunBichom	Bugun	FLOWER	239	"bua; ebua"	bua	Abraham
								
89	flower	BugunSingchung	Bugun	FLOWER	239	ebũa	ebũa	Abraham
								
89	flower	BugunKaspi	Bugun	FLOWER	239	humbua	humbua	Abraham
								
89	flower	BugunNamphri	Bugun	FLOWER	239	ɲinbua	ɲinbua	Abraham
								
91	foot	BugunWangho	Bugun	FOOT	1301	lue	lue	Abraham
								
91	foot	BugunBichom	Bugun	FOOT	1301	"lei; lue"	lei	Abraham
								
91	foot	BugunSingchung	Bugun	FOOT	1301	loe	loe	Abraham
								
91	foot	BugunKaspi	Bugun	FOOT	1301	lai	lai	Abraham
								
91	foot	BugunNamphri	Bugun	FOOT	1301	lai	lai	Abraham
								
92	four	BugunWangho	Bugun	FOUR	1500	ri	ri	Abraham
								
92	four	BugunBichom	Bugun	FOUR	1500	vi	vi	Abraham
								
92	four	BugunSingchung	Bugun	FOUR	1500	vi	vi	Abraham
								
92	four	BugunKaspi	Bugun	FOUR	1500	vi	vi	Abraham
								
92	four	BugunNamphri	Bugun	FOUR	1500	vi	vi	Abraham
								
94	frog	BugunWangho	Bugun	FROG	503	rap	rap	Abraham
								
94	frog	BugunBichom	Bugun	FROG	503	"rak; rap"	rak	Abraham
								
94	frog	BugunSingchung	Bugun	FROG	503	rak	rak	Abraham
								
94	frog	BugunKaspi	Bugun	FROG	503	rutʃua	rutʃua	Abraham
								
94	frog	BugunNamphri	Bugun	FROG	503	ɹusua	ɹusua	Abraham
								
95	fruit	BugunWangho	Bugun	FRUIT	1507	evoi	evoi	Abraham
								
95	fruit	BugunBichom	Bugun	FRUIT	1507	evoi	evoi	Abraham
								
95	fruit	BugunSingchung	Bugun	FRUIT	1507	evoi	evoi	Abraham
								
95	fruit	BugunKaspi	Bugun	FRUIT	1507	voi	voi	Abraham
								
95	fruit	BugunNamphri	Bugun	FRUIT	1507	evoi	evoi	Abraham
								
96	full	BugunWangho	Bugun	FULL	1429	elija	elija	Abraham
								
96	full	BugunBichom	Bugun	FULL	1429	lei	lei	Abraham
								
96	full	BugunSingchung	Bugun	FULL	1429	lija	lija	Abraham
								
96	full	BugunKaspi	Bugun	FULL	1429	lei	lei	Abraham
								
96	full	BugunNamphri	Bugun	FULL	1429	elei	elei	Abraham
								
98	goat	BugunWangho	Bugun	GOAT	1502	spin	spin	Abraham
								
98	goat	BugunBichom	Bugun	GOAT	1502	spin	spin	Abraham
								
98	goat	BugunSingchung	Bugun	GOAT	1502	spin	spin	Abraham
								
98	goat	BugunKaspi	Bugun	GOAT	1502	spin	spin	Abraham
								
98	goat	BugunNamphri	Bugun	GOAT	1502	spin	spin	Abraham
								
100	good	BugunWangho	Bugun	GOOD	1035	vije	vije	Abraham
								
100	good	BugunBichom	Bugun	GOOD	1035	vije	vije	Abraham
								
100	good	BugunSingchung	Bugun	GOOD	1035	vije	vije	Abraham
								
100	good	BugunKaspi	Bugun	GOOD	1035	vije	vije	Abraham
								
100	good	BugunNamphri	Bugun	GOOD	1035	vije	vije	Abraham
								
101	green	BugunWangho	Bugun	GREEN	1425	erije	erije	Abraham
								
101	green	BugunBichom	Bugun	GREEN	1425	"ere; re"	ere	Abraham
								
101	green	BugunSingchung	Bugun	GREEN	1425	erije	erije	Abraham
								
101	green	BugunKaspi	Bugun	GREEN	1425	"ere; re"	ere	Abraham
								
101	green	BugunNamphri	Bugun	GREEN	1425	ere	ere	Abraham
								
102	hair	BugunWangho	Bugun	HAIR	1040	khazijau	khazijau	Abraham
								
102	hair	BugunBichom	Bugun	HAIR	1040	khazijaŋ	khazijaŋ	Abraham
								
102	hair	BugunSingchung	Bugun	HAIR	1040	khazijaŋ	khazijaŋ	Abraham
								
102	hair	BugunKaspi	Bugun	HAIR	1040	khazijaŋ	khazijaŋ	Abraham
								
102	hair	BugunNamphri	Bugun	HAIR	1040	khazijaŋ	khazijaŋ	Abraham
								
104	hand	BugunWangho	Bugun	HAND	1277	wat	wat	Abraham
								
104	hand	BugunBichom	Bugun	HAND	1277	wat	wat	Abraham
								
104	hand	BugunSingchung	Bugun	HAND	1277	wat	wat	Abraham
								
104	hand	BugunKaspi	Bugun	HAND	1277	wat	wat	Abraham
								
104	hand	BugunNamphri	Bugun	HAND	1277	wat	wat	Abraham
								
105	head	BugunWangho	Bugun	HEAD	1256	kijatuŋ	kijatuŋ	Abraham
								
105	head	BugunBichom	Bugun	HEAD	1256	khɾuk	khɾuk	Abraham
								
105	head	BugunSingchung	Bugun	HEAD	1256	khɾuk	khɾuk	Abraham
								
105	head	BugunKaspi	Bugun	HEAD	1256	khɾuk	khɾuk	Abraham
								
105	head	BugunNamphri	Bugun	HEAD	1256	khɾuk	khɾuk	Abraham
								
106	heart (organ)	BugunWangho	Bugun	HEART	1223	eləbau	eləbau	Abraham
								
106	heart (organ)	BugunBichom	Bugun	HEART	1223	eləbau	eləbau	Abraham
								
106	heart (organ)	BugunSingchung	Bugun	HEART	1223	eləbau	eləbau	Abraham
								
106	heart (organ)	BugunKaspi	Bugun	HEART	1223	ləbuʔ	ləbuʔ	Abraham
								
106	heart (organ)	BugunNamphri	Bugun	HEART	1223	ləbəu	ləbəu	Abraham
								
107	heavy	BugunWangho	Bugun	HEAVY	1210	elai	elai	Abraham
								
107	heavy	BugunBichom	Bugun	HEAVY	1210	lai	lai	Abraham
								
107	heavy	BugunSingchung	Bugun	HEAVY	1210	lai	lai	Abraham
								
107	heavy	BugunKaspi	Bugun	HEAVY	1210	lai	lai	Abraham
								
107	heavy	BugunNamphri	Bugun	HEAVY	1210	elai	elai	Abraham
								
108	horn (ofbuffalo)	BugunWangho	Bugun	HORN (ANATOMY)	1393	erijok	erijok	Abraham
								
108	horn (ofbuffalo)	BugunBichom	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
								
108	horn (ofbuffalo)	BugunSingchung	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
								
108	horn (ofbuffalo)	BugunKaspi	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
								
108	horn (ofbuffalo)	BugunNamphri	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
								
109	hot	BugunWangho	Bugun	HOT	1286	"etʃek; eluŋ"	etʃek	Abraham
								
109	hot	BugunBichom	Bugun	HOT	1286	tʃep	tʃep	Abraham
								
109	hot	BugunSingchung	Bugun	HOT	1286	etʃek	etʃek	Abraham
								
109	hot	BugunKaspi	Bugun	HOT	1286	etʃek	etʃek	Abraham
								
109	hot	BugunNamphri	Bugun	HOT	1286	lua	lua	Abraham
								
110	house	BugunWangho	Bugun	HOUSE	1252	hõ	hõ	Abraham
								
110	house	BugunBichom	Bugun	HOUSE	1252	hõ	hõ	Abraham
								
110	house	BugunSingchung	Bugun	HOUSE	1252	hõ	hõ	Abraham
								
110	house	BugunKaspi	Bugun	HOUSE	1252	hõ	hõ	Abraham
								
110	house	BugunNamphri	Bugun	HOUSE	1252	hõ	hõ	Abraham
								
111	houselizard (gecko)	BugunWangho	Bugun	HORIZONTAL	2376	səkimatʃoŋ	səkimatʃoŋ	Abraham
								
111	houselizard (gecko)	BugunBichom	Bugun	HORIZONTAL	2376	səkimatʃoŋ	səkimatʃoŋ	Abraham
								
111	houselizard (gecko)	BugunSingchung	Bugun	HORIZONTAL	2376	baphijaŋ	baphijaŋ	Abraham
								
111	houselizard (gecko)	BugunKaspi	Bugun	HORIZONTAL	2376	pharbuwaŋ	pharbuwaŋ	Abraham
								
111	houselizard (gecko)	BugunNamphri	Bugun	HORIZONTAL	2376	–	–	Abraham
								
113	hundred	BugunWangho	Bugun	HUNDRED	1634	vijamtʃa	vijamtʃa	Abraham
								
113	hundred	BugunBichom	Bugun	HUNDRED	1634	vijaŋdʒa	vijaŋdʒa	Abraham
								
113	hundred	BugunSingchung	Bugun	HUNDRED	1634	vem	vem	Abraham
								
113	hundred	BugunKaspi	Bugun	HUNDRED	1634	vindʒe	vindʒe	Abraham
								
113	hundred	BugunNamphri	Bugun	HUNDRED	1634	vindʒe	vindʒe	Abraham
								
115	husband	BugunWangho	Bugun	HUSBAND	1200	aje	aje	Abraham
								
115	husband	BugunBichom	Bugun	HUSBAND	1200	ge	ge	Abraham
								
115	husband	BugunSingchung	Bugun	HUSBAND	1200	age	age	Abraham
								
115	husband	BugunKaspi	Bugun	HUSBAND	1200	ɲige	ɲige	Abraham
								
115	husband	BugunNamphri	Bugun	HUSBAND	1200	ge	ge	Abraham
								
118	knee	BugunWangho	Bugun	KNEE	1371	lakijuŋ	lakijuŋ	Abraham
								
118	knee	BugunBichom	Bugun	KNEE	1371	ləspau	ləspau	Abraham
								
118	knee	BugunSingchung	Bugun	KNEE	1371	ləspau	ləspau	Abraham
								
118	knee	BugunKaspi	Bugun	KNEE	1371	lagijoŋ	lagijoŋ	Abraham
								
118	knee	BugunNamphri	Bugun	KNEE	1371	lagijoŋ	lagijoŋ	Abraham
								
119	knife (tocutmeat)	BugunWangho	Bugun	KNIFE	1352	metəkhui	metəkhui	Abraham
								
119	knife (tocutmeat)	BugunBichom	Bugun	KNIFE	1352	məkhui	məkhui	Abraham
								
119	knife (tocutmeat)	BugunSingchung	Bugun	KNIFE	1352	mədəkhui	mədəkhui	Abraham
								
119	knife (tocutmeat)	BugunKaspi	Bugun	KNIFE	1352	məkhui	məkhui	Abraham
								
119	knife (tocutmeat)	BugunNamphri	Bugun	KNIFE	1352	mədəkhui	mədəkhui	Abraham
								
120	leaf	BugunWangho	Bugun	LEAF	628	rap	rap	Abraham
								
120	leaf	BugunBichom	Bugun	LEAF	628	rap	rap	Abraham
								
120	leaf	BugunSingchung	Bugun	LEAF	628	erap	erap	Abraham
								
120	leaf	BugunKaspi	Bugun	LEAF	628	rap	rap	Abraham
								
120	leaf	BugunNamphri	Bugun	LEAF	628	rap	rap	Abraham
								
121	left	BugunWangho	Bugun	LEFT	244	phavik	phavik	Abraham
								
121	left	BugunBichom	Bugun	LEFT	244	phavik	phavik	Abraham
								
121	left	BugunSingchung	Bugun	LEFT	244	phavik	phavik	Abraham
								
121	left	BugunKaspi	Bugun	LEFT	244	hazoi	hazoi	Abraham
								
121	left	BugunNamphri	Bugun	LEFT	244	phavik	phavik	Abraham
								
122	light (notheavy)	BugunWangho	Bugun	LIGHT (WEIGHT)	1052	thou	thou	Abraham
								
122	light (notheavy)	BugunBichom	Bugun	LIGHT (WEIGHT)	1052	thou	thou	Abraham
								
122	light (notheavy)	BugunSingchung	Bugun	LIGHT (WEIGHT)	1052	tho	tho	Abraham
								
122	light (notheavy)	BugunKaspi	Bugun	LIGHT (WEIGHT)	1052	thou	thou	Abraham
								
122	light (notheavy)	BugunNamphri	Bugun	LIGHT (WEIGHT)	1052	nəthou	nəthou	Abraham
								
126	long	BugunWangho	Bugun	LONG	1203	ephijam	ephijam	Abraham
								
126	long	BugunBichom	Bugun	LONG	1203	phijaŋ	phijaŋ	Abraham
								
126	long	BugunSingchung	Bugun	LONG	1203	phijaŋ	phijaŋ	Abraham
								
126	long	BugunKaspi	Bugun	LONG	1203	phijaŋ	phijaŋ	Abraham
								
126	long	BugunNamphri	Bugun	LONG	1203	ephijam	ephijam	Abraham
								
127	man	BugunWangho	Bugun	MALE PERSON	2106	bəfəə	bəfəə	Abraham
								
127	man	BugunBichom	Bugun	MALE PERSON	2106	bəfəə	bəfəə	Abraham
								
127	man	BugunSingchung	Bugun	MALE PERSON	2106	bəfəə	bəfəə	Abraham
								
127	man	BugunKaspi	Bugun	MALE PERSON	2106	bran	bran	Abraham
								
127	man	BugunNamphri	Bugun	MALE PERSON	2106	bran	bran	Abraham
								
129	many	BugunWangho	Bugun	MANY	1198	mənau	mənau	Abraham
								
129	many	BugunBichom	Bugun	MANY	1198	"badʒa; pamei"	pamei	Abraham
								
129	many	BugunSingchung	Bugun	MANY	1198	bame	bame	Abraham
								
129	many	BugunKaspi	Bugun	MANY	1198	mənau	mənau	Abraham
								
129	many	BugunNamphri	Bugun	MANY	1198	"badʒo; məno"	məno	Abraham
								
130	meat	BugunWangho	Bugun	MEAT	634	epije	epije	Abraham
								
130	meat	BugunBichom	Bugun	MEAT	634	ebije	ebije	Abraham
								
130	meat	BugunSingchung	Bugun	MEAT	634	epije	epije	Abraham
								
130	meat	BugunKaspi	Bugun	MEAT	634	məbi	məbi	Abraham
								
130	meat	BugunNamphri	Bugun	MEAT	634	ebei	ebei	Abraham
								
135	moon	BugunWangho	Bugun	MOON	1313	habije	habije	Abraham
								
135	moon	BugunBichom	Bugun	MOON	1313	habije	habije	Abraham
								
135	moon	BugunSingchung	Bugun	MOON	1313	habije	habije	Abraham
								
135	moon	BugunKaspi	Bugun	MOON	1313	habije	habije	Abraham
								
