RID	GLOSS	DOCULECT	LANGUAGE_NAME	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE
21	belly	WanghoBugun	Bugun	BELLY	1251	elui	e+lui	AB18
								
21	belly	BichomBugun	Bugun	BELLY	1251	elui	e+lui	AB18
								
21	belly	SingchungBugun	Bugun	BELLY	1251	elui	e+lui	AB18
								
21	belly	KaspiBugun	Bugun	BELLY	1251	lui	lui	AB18
								
21	belly	NamphriBugun	Bugun	BELLY	1251	lui	lui	AB18
								
22	below	WanghoBugun	Bugun	BELOW OR UNDER	1485	bətʃou	bə+tʃou	AB18
								
22	below	BichomBugun	Bugun	BELOW OR UNDER	1485	bətʃou; ləwa	bə+tʃou	AB18
								
22	below	SingchungBugun	Bugun	BELOW OR UNDER	1485	bətʃou	bə+tʃou	AB18
								
22	below	KaspiBugun	Bugun	BELOW OR UNDER	1485	bətʃou	bə+tʃou	AB18
								
22	below	NamphriBugun	Bugun	BELOW OR UNDER	1485	bətʃou	bə+tʃou	AB18
								
24	big	WanghoBugun	Bugun	BIG	1202	ebou	e+bou	AB18
								
24	big	BichomBugun	Bugun	BIG	1202	bou	bou	AB18
								
24	big	SingchungBugun	Bugun	BIG	1202	ebou	e+bou	AB18
								
24	big	KaspiBugun	Bugun	BIG	1202	bou	bou	AB18
								
24	big	NamphriBugun	Bugun	BIG	1202	bou	bou	AB18
								
25	bird	WanghoBugun	Bugun	BIRD	937	fua	fua	AB18
								
25	bird	BichomBugun	Bugun	BIRD	937	fua	fua	AB18
								
25	bird	SingchungBugun	Bugun	BIRD	937	fua	fua	AB18
								
25	bird	KaspiBugun	Bugun	BIRD	937	fo	fo	AB18
								
25	bird	NamphriBugun	Bugun	BIRD	937	fua	fua	AB18
								
27	black	WanghoBugun	Bugun	BLACK	163	esai	e+sai	AB18
								
27	black	BichomBugun	Bugun	BLACK	163	esai; soi	e+sai	AB18
								
27	black	SingchungBugun	Bugun	BLACK	163	esai	e+sai	AB18
								
27	black	KaspiBugun	Bugun	BLACK	163	soi	soi	AB18
								
27	black	NamphriBugun	Bugun	BLACK	163	esui	e+sui	AB18
								
29	blood	WanghoBugun	Bugun	BLOOD	946	efua	e+fua	AB18
								
29	blood	BichomBugun	Bugun	BLOOD	946	efua	e+fua	AB18
								
29	blood	SingchungBugun	Bugun	BLOOD	946	efua	e+fua	AB18
								
29	blood	KaspiBugun	Bugun	BLOOD	946	nəfai	nə+fai	AB18
								
29	blood	NamphriBugun	Bugun	BLOOD	946	məfai	mə+fai	AB18
								
32	bone	WanghoBugun	Bugun	BONE	1394	ezak	e+zak	AB18
								
32	bone	BichomBugun	Bugun	BONE	1394	ezeŋ	e+zeŋ	AB18
								
32	bone	SingchungBugun	Bugun	BONE	1394	ezeŋ	e+zeŋ	AB18
								
32	bone	KaspiBugun	Bugun	BONE	1394	nizeŋ	ni+zeŋ	AB18
								
32	bone	NamphriBugun	Bugun	BONE	1394	ezeŋ	e+zeŋ	AB18
								
34	branch	WanghoBugun	Bugun	BRANCH	1531	phoŋ	pʰoŋ	AB18
								
34	branch	BichomBugun	Bugun	BRANCH	1531	edəphou	e+də+pʰou	AB18
								
34	branch	SingchungBugun	Bugun	BRANCH	1531	edəphou	e+də+pʰou	AB18
								
34	branch	KaspiBugun	Bugun	BRANCH	1531	edəphou	e+də+pʰou	AB18
								
34	branch	NamphriBugun	Bugun	BRANCH	1531	edəphou	e+də+pʰou	AB18
								
47	cloud	WanghoBugun	Bugun	CLOUD	1489	skəmou	s+kə+mou	AB18
								
47	cloud	BichomBugun	Bugun	CLOUD	1489	tʃakamaŋ; sĕkmou	tʃa+ka+maŋ	AB18
								
47	cloud	SingchungBugun	Bugun	CLOUD	1489	skəmou	s+kə+mou	AB18
								
47	cloud	KaspiBugun	Bugun	CLOUD	1489	tʃakamaŋ	tʃa+ka+maŋ	AB18
								
47	cloud	NamphriBugun	Bugun	CLOUD	1489	tʃakamaŋ	tʃa+ka+maŋ	AB18
								
50	cold	WanghoBugun	Bugun	COLD	1287	etʃai	e+tʃai	AB18
								
50	cold	BichomBugun	Bugun	COLD	1287	etʃai	e+tʃai	AB18
								
50	cold	SingchungBugun	Bugun	COLD	1287	etʃai	e+tʃai	AB18
								
50	cold	KaspiBugun	Bugun	COLD	1287	tʃui	tʃui	AB18
								
50	cold	NamphriBugun	Bugun	COLD	1287	etʃui	e+tʃui	AB18
								
55	daughter	WanghoBugun	Bugun	DAUGHTER	1357	dimi	di+mi	AB18
								
55	daughter	BichomBugun	Bugun	DAUGHTER	1357	dimi; satəi	di+mi	AB18
								
55	daughter	SingchungBugun	Bugun	DAUGHTER	1357	dimi	di+mi	AB18
								
55	daughter	KaspiBugun	Bugun	DAUGHTER	1357	dəmi	də+mi	AB18
								
55	daughter	NamphriBugun	Bugun	DAUGHTER	1357	dimi	di+mi	AB18
								
60	dog	WanghoBugun	Bugun	DOG	2009	tʃai	tʃai	AB18
								
60	dog	BichomBugun	Bugun	DOG	2009	tʃoi	tʃoi	AB18
								
60	dog	SingchungBugun	Bugun	DOG	2009	tʃi	tʃi	AB18
								
60	dog	KaspiBugun	Bugun	DOG	2009	tʃoi	tʃoi	AB18
								
60	dog	NamphriBugun	Bugun	DOG	2009	tʃoi	tʃoi	AB18
								
62	dry	WanghoBugun	Bugun	DRY	1398	ekau	e+kau	AB18
								
62	dry	BichomBugun	Bugun	DRY	1398	egau	e+gau	AB18
								
62	dry	SingchungBugun	Bugun	DRY	1398	egau	e+gau	AB18
								
62	dry	KaspiBugun	Bugun	DRY	1398	gou	gou	AB18
								
62	dry	NamphriBugun	Bugun	DRY	1398	nəgou	nə+gou	AB18
								
64	dust	WanghoBugun	Bugun	DUST	2	ɲijaphəla	ɲi+ja+pʰə+la	AB18
								
64	dust	BichomBugun	Bugun	DUST	2	ɲijaphəla	ɲi+ja+pʰə+la	AB18
								
64	dust	SingchungBugun	Bugun	DUST	2	ɲijaphəla	ɲi+ja+pʰə+la	AB18
								
64	dust	KaspiBugun	Bugun	DUST	2	ɲijaphəla	ɲi+ja+pʰə+la	AB18
								
64	dust	NamphriBugun	Bugun	DUST	2	ɲijaphəlap	ɲi+ja+pʰə+lap	AB18
								
65	ear	WanghoBugun	Bugun	EAR	1247	khõ	khõ	AB18
								
65	ear	BichomBugun	Bugun	EAR	1247	khõ	khõ	AB18
								
65	ear	SingchungBugun	Bugun	EAR	1247	khõ	khõ	AB18
								
65	ear	KaspiBugun	Bugun	EAR	1247	khõ	khõ	AB18
								
65	ear	NamphriBugun	Bugun	EAR	1247	khõ	khõ	AB18
								
66	egg	WanghoBugun	Bugun	EGG	744	khere	kʰe+re	AB18
								
66	egg	BichomBugun	Bugun	EGG	744	eri	e+ri	AB18
								
66	egg	SingchungBugun	Bugun	EGG	744	khere	kʰe+re	AB18
								
66	egg	KaspiBugun	Bugun	EGG	744	khere	kʰe+re	AB18
								
66	egg	NamphriBugun	Bugun	EGG	744	khere	kʰe+re	AB18
								
68	eight	WanghoBugun	Bugun	EIGHT	1705	milija	mi+lja	AB18
								
68	eight	BichomBugun	Bugun	EIGHT	1705	milija	mi+lja	AB18
								
68	eight	SingchungBugun	Bugun	EIGHT	1705	milija	mi+lja	AB18
								
68	eight	KaspiBugun	Bugun	EIGHT	1705	milija	mi+lja	AB18
								
68	eight	NamphriBugun	Bugun	EIGHT	1705	məlau	mə+lau	AB18
								
76	eye	WanghoBugun	Bugun	EYE	1248	mijak	mjak	AB18
								
76	eye	BichomBugun	Bugun	EYE	1248	mijak	mjak	AB18
								
76	eye	SingchungBugun	Bugun	EYE	1248	mijak	mjak	AB18
								
76	eye	KaspiBugun	Bugun	EYE	1248	mije	mje	AB18
								
76	eye	NamphriBugun	Bugun	EYE	1248	mijak	mjak	AB18
								
78	far	WanghoBugun	Bugun	FAR	1406	ruaŋ	ruaŋ	AB18
								
78	far	BichomBugun	Bugun	FAR	1406	ruaŋ	ruaŋ	AB18
								
78	far	SingchungBugun	Bugun	FAR	1406	ruaŋ	ruaŋ	AB18
								
78	far	KaspiBugun	Bugun	FAR	1406	ruwaŋ	ru+waŋ	AB18
								
78	far	NamphriBugun	Bugun	FAR	1406	ruaŋ	ruaŋ	AB18
								
82	father	WanghoBugun	Bugun	FATHER	1217	aphua	a+phua	AB18
								
82	father	BichomBugun	Bugun	FATHER	1217	aphua	a+phua	AB18
								
82	father	SingchungBugun	Bugun	FATHER	1217	aphua	a+phua	AB18
								
82	father	KaspiBugun	Bugun	FATHER	1217	ap; aphu	a+pʰu	AB18
								
82	father	NamphriBugun	Bugun	FATHER	1217	aphua	a+pʰua	AB18
								
85	fingernail	WanghoBugun	Bugun	CLAW OR NAIL	2128	pətʃijat	pə+tʃi+jat	AB18
								
85	fingernail	BichomBugun	Bugun	CLAW OR NAIL	2128	bəsen	bə+sen	AB18
								
85	fingernail	SingchungBugun	Bugun	CLAW OR NAIL	2128	bəsen	bə+sen	AB18
								
85	fingernail	KaspiBugun	Bugun	CLAW OR NAIL	2128	pə̆sen	pə+sen	AB18
								
85	fingernail	NamphriBugun	Bugun	CLAW OR NAIL	2128	pəʃen	pə+ʃen	AB18
								
86	fire	WanghoBugun	Bugun	FIRE	221	boe	boe	AB18
								
86	fire	BichomBugun	Bugun	FIRE	221	boe	boe	AB18
								
86	fire	SingchungBugun	Bugun	FIRE	221	boe	boe	AB18
								
86	fire	KaspiBugun	Bugun	FIRE	221	bai	bai	AB18
								
86	fire	NamphriBugun	Bugun	FIRE	221	boe	boe	AB18
								
87	fish	WanghoBugun	Bugun	FISH	227	ũa	ũa	AB18
								
87	fish	BichomBugun	Bugun	FISH	227	uŋa	u+ŋa	AB18
								
87	fish	SingchungBugun	Bugun	FISH	227	ũa	ũa	AB18
								
87	fish	KaspiBugun	Bugun	FISH	227	ũa	ũa	AB18
								
87	fish	NamphriBugun	Bugun	FISH	227	uŋə̃	u+ŋə̃	AB18
								
88	five	WanghoBugun	Bugun	FIVE	493	kuwa	ku+wa	AB18
								
88	five	BichomBugun	Bugun	FIVE	493	guwe	gu+we	AB18
								
88	five	SingchungBugun	Bugun	FIVE	493	guwa	gu+wa	AB18
								
88	five	KaspiBugun	Bugun	FIVE	493	uwe	u+we	AB18
								
88	five	NamphriBugun	Bugun	FIVE	493	gu	gu	AB18
								
89	flower	WanghoBugun	Bugun	FLOWER	239	ebũa	e+bũa	AB18
								
89	flower	BichomBugun	Bugun	FLOWER	239	bua; ebua	bua	AB18
								
89	flower	SingchungBugun	Bugun	FLOWER	239	ebũa	e+bũa	AB18
								
89	flower	KaspiBugun	Bugun	FLOWER	239	humbua	hum+bua	AB18
								
89	flower	NamphriBugun	Bugun	FLOWER	239	ɲinbua	ɲin+bua	AB18
								
91	foot	WanghoBugun	Bugun	FOOT	1301	lue	lue	AB18
								
91	foot	BichomBugun	Bugun	FOOT	1301	lei; lue	lei	AB18
								
91	foot	SingchungBugun	Bugun	FOOT	1301	loe	loe	AB18
								
91	foot	KaspiBugun	Bugun	FOOT	1301	lai	lai	AB18
								
91	foot	NamphriBugun	Bugun	FOOT	1301	lai	lai	AB18
								
92	four	WanghoBugun	Bugun	FOUR	1500	ri	ri	AB18
								
92	four	BichomBugun	Bugun	FOUR	1500	vi	vi	AB18
								
92	four	SingchungBugun	Bugun	FOUR	1500	vi	vi	AB18
								
92	four	KaspiBugun	Bugun	FOUR	1500	vi	vi	AB18
								
92	four	NamphriBugun	Bugun	FOUR	1500	vi	vi	AB18
								
94	frog	WanghoBugun	Bugun	FROG	503	rap	rap	AB18
								
94	frog	BichomBugun	Bugun	FROG	503	rak; rap	rak	AB18
								
94	frog	SingchungBugun	Bugun	FROG	503	rak	rak	AB18
								
94	frog	KaspiBugun	Bugun	FROG	503	rutʃua	ru+tʃua	AB18
								
94	frog	NamphriBugun	Bugun	FROG	503	ɹusua	ɹu+sua	AB18
								
95	fruit	WanghoBugun	Bugun	FRUIT	1507	evoi	e+voi	AB18
								
95	fruit	BichomBugun	Bugun	FRUIT	1507	evoi	e+voi	AB18
								
95	fruit	SingchungBugun	Bugun	FRUIT	1507	evoi	e+voi	AB18
								
95	fruit	KaspiBugun	Bugun	FRUIT	1507	voi	voi	AB18
								
95	fruit	NamphriBugun	Bugun	FRUIT	1507	evoi	e+voi	AB18
								
96	full	WanghoBugun	Bugun	FULL	1429	elija	e+li+ja	AB18
								
96	full	BichomBugun	Bugun	FULL	1429	lei	lei	AB18
								
96	full	SingchungBugun	Bugun	FULL	1429	lija	li+ja	AB18
								
96	full	KaspiBugun	Bugun	FULL	1429	lei	lei	AB18
								
96	full	NamphriBugun	Bugun	FULL	1429	elei	e+lei	AB18
								
98	goat	WanghoBugun	Bugun	GOAT	1502	spin	s+pin	AB18
								
98	goat	BichomBugun	Bugun	GOAT	1502	spin	s+pin	AB18
								
98	goat	SingchungBugun	Bugun	GOAT	1502	spin	s+pin	AB18
								
98	goat	KaspiBugun	Bugun	GOAT	1502	spin	s+pin	AB18
								
98	goat	NamphriBugun	Bugun	GOAT	1502	spin	s+pin	AB18
								
100	good	WanghoBugun	Bugun	GOOD	1035	vije	vje	AB18
								
100	good	BichomBugun	Bugun	GOOD	1035	vije	vje	AB18
								
100	good	SingchungBugun	Bugun	GOOD	1035	vije	vje	AB18
								
100	good	KaspiBugun	Bugun	GOOD	1035	vije	vje	AB18
								
100	good	NamphriBugun	Bugun	GOOD	1035	vije	vje	AB18
								
101	green	WanghoBugun	Bugun	GREEN	1425	erije	e+rje	AB18
								
101	green	BichomBugun	Bugun	GREEN	1425	ere; re	e+re	AB18
								
101	green	SingchungBugun	Bugun	GREEN	1425	erije	e+rje	AB18
								
101	green	KaspiBugun	Bugun	GREEN	1425	ere; re	e+re	AB18
								
101	green	NamphriBugun	Bugun	GREEN	1425	ere	e+re	AB18
								
102	hair	WanghoBugun	Bugun	HAIR	1040	khazijau	kʰa+zi+jau	AB18
								
102	hair	BichomBugun	Bugun	HAIR	1040	khazijaŋ	kʰa+zi+jaŋ	AB18
								
102	hair	SingchungBugun	Bugun	HAIR	1040	khazijaŋ	kʰa+zi+jaŋ	AB18
								
102	hair	KaspiBugun	Bugun	HAIR	1040	khazijaŋ	kʰa+zi+jaŋ	AB18
								
102	hair	NamphriBugun	Bugun	HAIR	1040	khazijaŋ	kʰa+zi+jaŋ	AB18
								
104	hand	WanghoBugun	Bugun	HAND	1277	wat	wat	AB18
								
104	hand	BichomBugun	Bugun	HAND	1277	wat	wat	AB18
								
104	hand	SingchungBugun	Bugun	HAND	1277	wat	wat	AB18
								
104	hand	KaspiBugun	Bugun	HAND	1277	wat	wat	AB18
								
104	hand	NamphriBugun	Bugun	HAND	1277	wat	wat	AB18
								
105	head	WanghoBugun	Bugun	HEAD	1256	kijatuŋ	kja+tuŋ	AB18
								
105	head	BichomBugun	Bugun	HEAD	1256	khɾuk	kʰ+ruk	AB18
								
105	head	SingchungBugun	Bugun	HEAD	1256	khɾuk	kʰ+ruk	AB18
								
105	head	KaspiBugun	Bugun	HEAD	1256	khɾuk	kʰ+ruk	AB18
								
105	head	NamphriBugun	Bugun	HEAD	1256	khɾuk	kʰ+ruk	AB18
								
106	heart (organ)	WanghoBugun	Bugun	HEART	1223	eləbau	e+lə+bau	AB18
								
106	heart (organ)	BichomBugun	Bugun	HEART	1223	eləbau	e+lə+bau	AB18
								
106	heart (organ)	SingchungBugun	Bugun	HEART	1223	eləbau	e+lə+bau	AB18
								
106	heart (organ)	KaspiBugun	Bugun	HEART	1223	ləbuʔ	lə+buʔ	AB18
								
106	heart (organ)	NamphriBugun	Bugun	HEART	1223	ləbəu	lə+bəu	AB18
								
107	heavy	WanghoBugun	Bugun	HEAVY	1210	elai	e+lai	AB18
								
107	heavy	BichomBugun	Bugun	HEAVY	1210	lai	lai	AB18
								
107	heavy	SingchungBugun	Bugun	HEAVY	1210	lai	lai	AB18
								
107	heavy	KaspiBugun	Bugun	HEAVY	1210	lai	lai	AB18
								
107	heavy	NamphriBugun	Bugun	HEAVY	1210	elai	e+lai	AB18
								
108	horn (ofbuffalo)	WanghoBugun	Bugun	HORN (ANATOMY)	1393	erijok	e+rjok	AB18
								
108	horn (ofbuffalo)	BichomBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	e+rjaŋ	AB18
								
108	horn (ofbuffalo)	SingchungBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	e+rjaŋ	AB18
								
108	horn (ofbuffalo)	KaspiBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	e+rjaŋ	AB18
								
108	horn (ofbuffalo)	NamphriBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	e+rjaŋ	AB18
								
109	hot	WanghoBugun	Bugun	HOT	1286	etʃek; eluŋ	e+tʃek	AB18
								
109	hot	BichomBugun	Bugun	HOT	1286	tʃep	tʃep	AB18
								
109	hot	SingchungBugun	Bugun	HOT	1286	etʃek	e+tʃek	AB18
								
109	hot	KaspiBugun	Bugun	HOT	1286	etʃek	e+tʃek	AB18
								
109	hot	NamphriBugun	Bugun	HOT	1286	lua	lua	AB18
								
110	house	WanghoBugun	Bugun	HOUSE	1252	hõ	hõ	AB18
								
110	house	BichomBugun	Bugun	HOUSE	1252	hõ	hõ	AB18
								
110	house	SingchungBugun	Bugun	HOUSE	1252	hõ	hõ	AB18
								
110	house	KaspiBugun	Bugun	HOUSE	1252	hõ	hõ	AB18
								
110	house	NamphriBugun	Bugun	HOUSE	1252	hõ	hõ	AB18
								
113	hundred	WanghoBugun	Bugun	HUNDRED	1634	vijamtʃa	vjam+tʃa	AB18
								
113	hundred	BichomBugun	Bugun	HUNDRED	1634	vijaŋdʒa	vjaŋ+dʒa	AB18
								
113	hundred	SingchungBugun	Bugun	HUNDRED	1634	vem	vem	AB18
								
113	hundred	KaspiBugun	Bugun	HUNDRED	1634	vindʒe	vin+dʒe	AB18
								
113	hundred	NamphriBugun	Bugun	HUNDRED	1634	vindʒe	vin+dʒe	AB18
								
115	husband	WanghoBugun	Bugun	HUSBAND	1200	aje	a+je	AB18
								
115	husband	BichomBugun	Bugun	HUSBAND	1200	ge	ge	AB18
								
115	husband	SingchungBugun	Bugun	HUSBAND	1200	age	a+ge	AB18
								
115	husband	KaspiBugun	Bugun	HUSBAND	1200	ɲige	ɲi+ge	AB18
								
115	husband	NamphriBugun	Bugun	HUSBAND	1200	ge	ge	AB18
								
118	knee	WanghoBugun	Bugun	KNEE	1371	lakijuŋ	la+kjuŋ	AB18
								
118	knee	BichomBugun	Bugun	KNEE	1371	ləspau	lə+s+pau	AB18
								
118	knee	SingchungBugun	Bugun	KNEE	1371	ləspau	lə+s+pau	AB18
								
118	knee	KaspiBugun	Bugun	KNEE	1371	lagijoŋ	la+gjoŋ	AB18
								
118	knee	NamphriBugun	Bugun	KNEE	1371	lagijoŋ	la+gjoŋ	AB18
								
119	knife (tocutmeat)	WanghoBugun	Bugun	KNIFE	1352	metəkhui	me+tə+kʰui	AB18
								
119	knife (tocutmeat)	BichomBugun	Bugun	KNIFE	1352	məkhui	mə+kʰui	AB18
								
119	knife (tocutmeat)	SingchungBugun	Bugun	KNIFE	1352	mədəkhui	mə+də+kʰui	AB18
								
119	knife (tocutmeat)	KaspiBugun	Bugun	KNIFE	1352	məkhui	mə+kʰui	AB18
								
119	knife (tocutmeat)	NamphriBugun	Bugun	KNIFE	1352	mədəkhui	mə+də+kʰui	AB18
								
120	leaf	WanghoBugun	Bugun	LEAF	628	rap	rap	AB18
								
120	leaf	BichomBugun	Bugun	LEAF	628	rap	rap	AB18
								
120	leaf	SingchungBugun	Bugun	LEAF	628	erap	e+rap	AB18
								
120	leaf	KaspiBugun	Bugun	LEAF	628	rap	rap	AB18
								
120	leaf	NamphriBugun	Bugun	LEAF	628	rap	rap	AB18
								
121	left	WanghoBugun	Bugun	LEFT	244	phavik	pʰa+vik	AB18
								
121	left	BichomBugun	Bugun	LEFT	244	phavik	pʰa+vik	AB18
								
121	left	SingchungBugun	Bugun	LEFT	244	phavik	pʰa+vik	AB18
								
121	left	KaspiBugun	Bugun	LEFT	244	hazoi	ha+zoi	AB18
								
121	left	NamphriBugun	Bugun	LEFT	244	phavik	pʰa+vik	AB18
								
122	light (notheavy)	WanghoBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	AB18
								
122	light (notheavy)	BichomBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	AB18
								
122	light (notheavy)	SingchungBugun	Bugun	LIGHT (WEIGHT)	1052	tho	tʰo	AB18
								
122	light (notheavy)	KaspiBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	AB18
								
122	light (notheavy)	NamphriBugun	Bugun	LIGHT (WEIGHT)	1052	nəthou	nə+tʰou	AB18
								
126	long	WanghoBugun	Bugun	LONG	1203	ephijam	e+pʰjam	AB18
								
126	long	BichomBugun	Bugun	LONG	1203	phijaŋ	pʰjaŋ	AB18
								
126	long	SingchungBugun	Bugun	LONG	1203	phijaŋ	pʰjaŋ	AB18
								
126	long	KaspiBugun	Bugun	LONG	1203	phijaŋ	pʰjaŋ	AB18
								
126	long	NamphriBugun	Bugun	LONG	1203	ephijam	e+pʰjam	AB18
								
127	man	WanghoBugun	Bugun	MALE PERSON	2106	bəfəə	bə+fəː	AB18
								
127	man	BichomBugun	Bugun	MALE PERSON	2106	bəfəə	bə+fəː	AB18
								
127	man	SingchungBugun	Bugun	MALE PERSON	2106	bəfəə	bə+fəː	AB18
								
127	man	KaspiBugun	Bugun	MALE PERSON	2106	bran	b+ran	AB18
								
127	man	NamphriBugun	Bugun	MALE PERSON	2106	bran	b+ran	AB18
								
129	many	WanghoBugun	Bugun	MANY	1198	mənau	mə+nau	AB18
								
129	many	BichomBugun	Bugun	MANY	1198	badʒa; pamei	pa+mei	AB18
								
129	many	SingchungBugun	Bugun	MANY	1198	bame	ba+me	AB18
								
129	many	KaspiBugun	Bugun	MANY	1198	mənau	mə+nau	AB18
								
129	many	NamphriBugun	Bugun	MANY	1198	badʒo; məno	mə+no	AB18
								
130	meat	WanghoBugun	Bugun	MEAT	634	epije	e+pje	AB18
								
130	meat	BichomBugun	Bugun	MEAT	634	ebije	e+bje	AB18
								
130	meat	SingchungBugun	Bugun	MEAT	634	epije	e+pje	AB18
								
130	meat	KaspiBugun	Bugun	MEAT	634	məbi	mə+bi	AB18
								
130	meat	NamphriBugun	Bugun	MEAT	634	ebei	e+bei	AB18
								
135	moon	WanghoBugun	Bugun	MOON	1313	habije	ha+bje	AB18
								
135	moon	BichomBugun	Bugun	MOON	1313	habije	ha+bje	AB18
								
135	moon	SingchungBugun	Bugun	MOON	1313	habije	ha+bje	AB18
								
135	moon	KaspiBugun	Bugun	MOON	1313	habije	ha+bje	AB18
								
135	moon	NamphriBugun	Bugun	MOON	1313	habije	ha+bje	AB18
								
136	morning	WanghoBugun	Bugun	MORNING	1339	hamijaŋ	ha+mjaŋ	AB18
								
