ID	RID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	COGID	NOTE	ALIGNMENT
8236	8236	200_thestar	the star	Garo	Garo	a+sek+ki	a.+.s.e.k.+.k.i	a + s e k + k i	garo1247	1430	25.504744	90.333226		FALSE	4020		
8237	8237	200_thestar	the star	Hakha	Hakha	ʔâa/ar+fǐi/i	ʔ.âa/a.r.+.f.ǐi/i	ʔ âa/a r + f ǐi/i	haka1240	1430	22.870089	92.820021		FALSE	78		
8238	8238	200_thestar	the star	Hayu	Hayu	xʷaːmen	xʷ.aː.m.e.n	xʷ aː m e n	wayu1241	1430	27.302102	86.099009		FALSE	3595		
8239	8239	200_thestar	the star	Japhug	Japhug	ʑŋgri	ʑ.ŋg.r.i	ʑ ŋg r i	japh1234	1430	32.207076	101.957636		FALSE	1073		
8240	8240	200_thestar	the star	Jingpho	Jingpho	ʃă³³|kan³³	ʃ.ă.³³.◦.k.a.n.³³	ʃ ă ³³ + k a n ³³	jing1260	1430	25.461826	97.329866		FALSE	78		
8241	8241	200_thestar	the star	Kulung	Kulung	sɔŋger	s.ɔ.ŋ.g.e.r	s ɔ ŋ g e r	kulu1253	1430	27.690037	86.910944		FALSE	10319		
8242	8242	200_thestar	the star	Lashi	Lashi	kjḭ³³	k.j.ḭ.³³	k j ḭ ³³	lash1243	1430	24.111512	98.311333		FALSE	1073		
8243	8243	200_thestar	the star	Limbu	Limbu	khɛmsikpa	kʰ.ɛ.m.s.i.k.p.a	kʰ ɛ m s i k p a	limb1266	1430	27.272065	87.889909		FALSE	3197		
8244	8244	200_thestar	the star	Lisu	Lisu	ko̱³³ma³³ze³³	k.o̱.³³.◦.m.a.³³.◦.z.e.³³	k o̠ ³³ + m a ³³ + z e ³³	lisu1250	1430	25.950046	98.848486		FALSE	2558		
8245	8245	200_thestar	the star	Lisu	Lisu	ku̱³³zɑ̱³¹	k.u̱.³³.◦.z.ɑ̱.³¹	k u̠ ³³ + z ɑ̠ ³¹	lisu1250	1430	25.950046	98.848486		FALSE	2558		
8246	8246	200_thestar	the star	Lushai	Mizo (Lushai)	ar+si	a.r.+.s.i	a r + s i	lush1249	1430	22.60535	92.629457		FALSE	78		
8247	8247	200_thestar	the star	Mikir	Karbi (Mikir)	chiklolongso	ch.i.k.l.o.l.o.ng.s.o	ch i k l o./o l o./o ng s o	karb1241	1430	25.735084	93.050494		FALSE	10469		
8248	8248	200_thestar	the star	MotuoMenba	Tshangla	kar mi	k.a.r._.m.i	k a r + m i	tsha1245	1430	29.325414	95.340883		TRUE	78		
8249	8249	200_thestar	the star	OldBurmese	Old Burmese	kraj	k.r.a.j	k r a j	oldb1235	1430	21.624974	97.126742		FALSE	1073		
8250	8250	200_thestar	the star	OldChinese	Old Chinese	*s-tsʰˤeŋ	s.+.tsʰˤ.e.ŋ	s + tsʰˤ e ŋ	oldc1244	1430	34.101745	108.777868		FALSE	1838		
8251	8251	200_thestar	the star	OldTibetan	Old Tibetan	skar.ma	s.k.a.r.m.a	s k a r m a	clas1254	1430	30.027852	91.158704		FALSE	78		
8252	8252	200_thestar	the star	Rabha	Rabha	a+pʰe	a.+.pʰ.e	a + pʰ e	rabh1238	1430	25.820135	91.170064		FALSE	10462		
8253	8253	200_thestar	the star	Rangoon	Rangoon Burmese	tɕɛ²²	tɕ.ɛ.²²	tɕ ɛ ²²	nucl1310	1430	16.874207	96.190785		FALSE	1073		
8254	8254	200_thestar	the star	Tangut	Tangut	gjịj¹	g.j.ị.j.¹	g j ị/i j ¹	tang1334	1430	38.477453	106.285383		FALSE	1073		
8255	8255	200_thestar	the star	Thulung	Thulung	sorluŋ	s.o.r.l.u.ŋ	s o./o r l u ŋ	thul1246	1430	27.534944	87.609608		FALSE	1420		
8256	8256	200_thestar	the star	Alike	Alike Tibetan	rkar mæ	r.k.a.r._.m.æ	r k a r + m æ	amdo1237	1430	38.318508	92.839938		FALSE	78		
8257	8257	200_thestar	the star	Batang	Batang Tibetan	ma⁵⁵ma⁵³	m.a.⁵⁵.◦.m.a.⁵³	m a ⁵⁵ + m a ⁵³	kham1282	1430	30.00795	99.111944		FALSE	3127		
8258	8258	200_thestar	the star	Lhasa	Lhasa Tibetan	kaː⁵⁵ma⁵⁵	k.aː.⁵⁵.◦.m.a.⁵⁵	k aː ⁵⁵ + m a ⁵⁵	utsa1239	1430	29.653441	91.171493		FALSE	78		
8259	8259	200_thestar	the star	Ukhrul	Ukhrul	si+ra	s.i.+.r.a	s i + r a	ukhr1238	1430	25.092617	94.37045		FALSE	3388		
8260	8260	200_thestar	the star	WobziKhroskyabs	Wobzi Khroskyabs	zgrə̂	z.g.r.ə̂	z g r ə̂	eree1240	1430	31.62758	101.427999		FALSE	1073		
8261	8261	200_thestar	the star	Xingning	Xingning Chinese	ɕin⁴⁵₃₅ti²¹	ɕ.i.n.⁴⁵₃₅.t.i.²¹	ɕ i n ⁴⁵/³⁵ t i ²¹	hakk1236	1430	24.13674	115.732382		TRUE	1838		
8262	8262	200_thestar	the star	Yidu	Yidu	ɑ⁵⁵nde⁵⁵kɹu⁵⁵	ɑ.⁵⁵.◦.nd.e.⁵⁵.◦.k.ɹ.u.⁵⁵	ɑ ⁵⁵ + nd e ⁵⁵ + k ɹ u ⁵⁵	idum1241	1430	29.448172	95.650179		FALSE	1073		
8263	8263	200_thestar	the star	Zhaba	Zhaba	ʂtʂə⁵⁵	ʂ.tʂ.ə.⁵⁵	ʂ ʈʂ ə ⁵⁵	zhab1238	1430	30.538892	101.058397		FALSE	1073		
8313	8313	202_thestick	the stick	BuluPuroik	Bulu Puroik	kjɛɛ	kjɛɛ	k j ɛː	bulu1255	1295	27.452241	92.44563		FALSE	1124		
8314	8314	202_thestick	the stick	DikhyangBugun	Dikhyang Bugun	tʰa.gyn	tʰa.gyn	tʰ a + g y n	dikh1234	1295	27.320666	92.455119		FALSE	1129		
8315	8315	202_thestick	the stick	Khispi	Khispi	kʰɛj	kʰɛj	kʰ ɛ j	lish1235	1295	27.378042	92.223221		FALSE	1124		
8316	8316	202_thestick	the stick	Duhumbi	Duhumbi	kʰɛj	kʰɛj	kʰ ɛ j	chug1252	1295	27.416112	92.212034		FALSE	1124		
8317	8317	202_thestick	the stick	Khoina	Khoina	kʰɑˀ	kʰɑˀ	kʰ ɑˀ	khoi1253	1295	27.334981	92.52994		FALSE	1124		
8318	8318	202_thestick	the stick	Jerigaon	Jerigaon	kʰaˀ	kʰaˀ	kʰ aˀ	jeri1243	1295	27.340629	92.486595		FALSE	1124		
8319	8319	202_thestick	the stick	Khoitam	Khoitam	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	khoi1252	1295	27.327487	92.439455		FALSE	1124		
8320	8320	202_thestick	the stick	Rahung	Rahung	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	rahu1234	1295	27.310778	92.395028		FALSE	1124		
8321	8321	202_thestick	the stick	Rupa	Rupa	kʰɔˀ	kʰɔˀ	kʰ ɔˀ	rupa1234	1295	27.203065	92.398757		FALSE	1124		
8322	8322	202_thestick	the stick	BhutanTshangla	Bhutan Tshangla	do+kaŋ	do+kaŋ	d o + k a ŋ	tsha1245	1295	27.337241	91.551654		FALSE	1116		
8323	8323	202_thestick	the stick	KusundaK	KusundaK	d̪əŋ.gaː	d̪əŋ.gaː	d̪ ə ŋ + g aː	kusu1250	1295	28	82.26		FALSE	1128		
8324	8324	202_thestick	the stick	Achang	Achang	tam⁵⁵	t.a.m.⁵⁵	t a m ⁵⁵	acha1249	1295	24.466605	97.89503		FALSE	1108		
8325	8325	202_thestick	the stick	Beijing	Beijing Chinese	kr/un⁵¹	k.r/u.n.⁵¹	k r/u n ⁵¹	beij1235	1295	39.909056	116.397422		FALSE	1839		
8326	8326	202_thestick	the stick	Bokar	Bokar	baŋ ni	b.a.ŋ.+.n.i	b a ŋ + n i	boka1249	1295	27.554547	93.15717		FALSE	2642		
8327	8327	202_thestick	the stick	Bunan	Bunan	berka	b.e.r.k.a	b e r k a	gahr1239	1295	32.554766	77.076283		TRUE	2462		
8328	8328	202_thestick	the stick	Byangsi	Byangsi	duli	d.u.l.i	d u l i	byan1241	1295	29.583838	80.22309		FALSE	2371		
8329	8329	202_thestick	the stick	Chepang	Chepang	thiw+laʔ	th.i.w.+.l.a.ʔ	tʰ i w + l a ʔ	chep1245	1295	27.785164	84.908801		FALSE	3889		
8330	8330	202_thestick	the stick	DarangTaraon	Darang Taraon	tɑ³¹tiu⁵⁵boŋ³⁵	t.ɑ.³¹.◦.t.i.u.⁵⁵.◦.b.o.ŋ.³⁵	t ɑ ³¹ + t i u ⁵⁵ + b o./o ŋ ³⁵	diga1241	1295	28.657986	97.469136		FALSE	2494		
8331	8331	202_thestick	the stick	Dulong	Dulong	tɯ³¹ŋɔn⁵⁵	t.ɯ.³¹.+.ŋ.ɔ.n.⁵⁵	t ɯ ³¹ + ŋ ɔ n ⁵⁵	drun1238	1295	27.749017	98.691868		FALSE	1050		
8332	8332	202_thestick	the stick	Garo	Garo	gantoŋ	g.a.n.t.o.ŋ	g a n t o./o ŋ	garo1247	1295	25.504744	90.333226		FALSE	10578		
8333	8333	202_thestick	the stick	Hakha	Hakha	fû/uŋ	f.û/u.ŋ	f û/u ŋ	haka1240	1295	22.870089	92.820021		FALSE	80		
8334	8334	202_thestick	the stick	Hayu	Hayu	siŋ	s.i.ŋ	s i ŋ	wayu1241	1295	27.302102	86.099009		FALSE	287		
8335	8335	202_thestick	the stick	Japhug	Japhug	tɤɲi	t.ɤ.ɲ.i	t ɤ ɲ i	japh1234	1295	32.207076	101.957636		FALSE	3155		
8336	8336	202_thestick	the stick	Jingpho	Jingpho	ʃiŋ⁵⁵na⁵⁵	ʃ.i.ŋ.⁵⁵.◦.n.a.⁵⁵	ʃ i ŋ ⁵⁵ + n a ⁵⁵	jing1260	1295	25.461826	97.329866		FALSE	287		
8337	8337	202_thestick	the stick	Lashi	Lashi	ka̰n⁵⁵+taŋ³³	k.a̰.n.⁵⁵.+.t.a.ŋ.³³	k a̰ n ⁵⁵ + t a ŋ ³³	lash1243	1295	24.111512	98.311333		FALSE	1182		
8338	8338	202_thestick	the stick	Limbu	Limbu	tɔkkat	t.ɔ.k.k.a.t	t ɔ k k a t	limb1266	1295	27.272065	87.889909		FALSE	3536		
8339	8339	202_thestick	the stick	Lisu	Lisu	kɯ³³lɯ³³	s.i.³⁵.d.ɑ.³³	s i ³⁵ d ɑ ³³	lisu1250	1295	25.950046	98.848486		FALSE	2654		
8340	8340	202_thestick	the stick	Lushai	Mizo (Lushai)	tiaŋ	t.i.a.ŋ	t i a ŋ	lush1249	1295	22.60535	92.629457		FALSE	1550		
8341	8341	202_thestick	the stick	Lushai	Mizo (Lushai)	tʰiŋ	tʰ.i.ŋ	tʰ i ŋ	lush1249	1295	22.60535	92.629457		FALSE	1551		
8342	8342	202_thestick	the stick	Mikir	Karbi (Mikir)	chin, kaibong	r.à.p	r à/a p	karb1241	1295	25.735084	93.050494		FALSE	10465		
8343	8343	202_thestick	the stick	MotuoMenba	Tshangla	dʑuk paŋ	dʑ.u.k._.p.a.ŋ	dʑ u k + p a ŋ	tsha1245	1295	29.325414	95.340883		TRUE	1554		
8344	8344	202_thestick	the stick	OldBurmese	Old Burmese	tut	t.u.t	t u t	oldb1235	1295	21.624974	97.126742		FALSE	1247		
8345	8345	202_thestick	the stick	OldChinese	Old Chinese	*m-[t]raŋʔ	m.+.t.r.a.ŋ.ʔ	m + t r a ŋ ʔ	oldc1244	1295	34.101745	108.777868		FALSE	1550		
8346	8346	202_thestick	the stick	OldTibetan	Old Tibetan	dbjug	d.b.j.u.g	d b j u g	clas1254	1295	30.027852	91.158704		FALSE	1554		
8347	8347	202_thestick	the stick	Rabha	Rabha	kón	k.ó.n	k ó/o n	rabh1238	1295	25.820135	91.170064		FALSE	10464		
8348	8348	202_thestick	the stick	Rangoon	Rangoon Burmese	toʔ⁴	t.o.ʔ.⁴	t o./o ʔ ⁴	nucl1310	1295	16.874207	96.190785		FALSE	1247		
8349	8349	202_thestick	the stick	Tangut	Tangut	bo	b.o	b o	tang1334	1295	38.477453	106.285383		FALSE	4186		
8350	8350	202_thestick	the stick	Thulung	Thulung	ɖʉlʉmtsa	ɖ.ʉ.l.ʉ.m.t.s.a	ɖ ʉ l ʉ m t s a	thul1246	1295	27.534944	87.609608		FALSE	4087		
8351	8351	202_thestick	the stick	Alike	Alike Tibetan	o tɕho	o._.tɕh.o	o./o + tɕʰ o	amdo1237	1295	38.318508	92.839938		FALSE	2432		
8352	8352	202_thestick	the stick	Batang	Batang Tibetan	jᴜ⁵⁵pɑʔ⁵³	j.ᴜ.⁵⁵.◦.p.ɑ.ʔ.⁵³	j u ⁵⁵ + p ɑ ʔ ⁵³	kham1282	1295	30.00795	99.111944		FALSE	1554		
8353	8353	202_thestick	the stick	Lhasa	Lhasa Tibetan	juk⁵⁵pə⁵⁵	j.u.k.⁵⁵.◦.p.ə.⁵⁵	j u k ⁵⁵ + p ə ⁵⁵	utsa1239	1295	29.653441	91.171493		FALSE	1554		
8354	8354	202_thestick	the stick	Lhasa	Lhasa Tibetan	cuk¹³pa⁵²	c.u.k.¹³.◦.p.a.⁵²	c u k ¹³ + p a ⁵²	utsa1239	1295	29.653441	91.171493		FALSE	1554		
8355	8355	202_thestick	the stick	Ukhrul	Ukhrul	tʰiŋ	tʰ.i.ŋ	tʰ i ŋ	ukhr1238	1295	25.092617	94.37045		FALSE	1551		
8356	8356	202_thestick	the stick	WobziKhroskyabs	Wobzi Khroskyabs	lɑɣlɑ̂ɣ	l.ɑ.ɣ.l.ɑ̂.ɣ	l ɑ ɣ l ɑ̂ ɣ	eree1240	1295	31.62758	101.427999		FALSE	3779		
8357	8357	202_thestick	the stick	Xingning	Xingning Chinese	kun⁵³₅₅ti²¹	k.u.n.⁵³₅₅.t.i.²¹	k u n ⁵³/⁵⁵ t i ²¹	hakk1236	1295	24.13674	115.732382		FALSE	1839		
8358	8358	202_thestick	the stick	Yidu	Yidu	ɑ³¹tio⁵⁵boŋ⁵³	ɑ.³¹.◦.t.i.o.⁵⁵.◦.b.o.ŋ.⁵³	ɑ ³¹ + t i o./o ⁵⁵ + b o./o ŋ ⁵³	idum1241	1295	29.448172	95.650179		FALSE	2494		
8359	8359	202_thestick	the stick	Zhaba	Zhaba	go⁵⁵pi⁵⁵	g.o.⁵⁵.◦.p.i.⁵⁵	g o./o ⁵⁵ + p i ⁵⁵	zhab1238	1295	30.538892	101.058397		FALSE	2235		
8360	8360	202_thestick	the stick	Zhaba	Zhaba	go³³pi⁵⁵	g.o.³³.◦.p.i.⁵⁵	g o./o ³³ + p i ⁵⁵	zhab1238	1295	30.538892	101.058397		FALSE	2235		
8361	8361	203_thestoneapieceof	the stone (a piece of)	BuluPuroik	Bulu Puroik	ka.lɨŋ	ka.lɨŋ	k a + l ɨ ŋ	bulu1255	857	27.452241	92.44563		FALSE	81		
8362	8362	203_thestoneapieceof	the stone (a piece of)	DikhyangBugun	Dikhyang Bugun	lə.bau	lə.bau	l ə + b au	dikh1234	857	27.320666	92.455119		FALSE	81		
8363	8363	203_thestoneapieceof	the stone (a piece of)	Khispi	Khispi	luŋ	luŋ	l u ŋ	lish1235	857	27.378042	92.223221		FALSE	81		
8364	8364	203_thestoneapieceof	the stone (a piece of)	Duhumbi	Duhumbi	luŋ	luŋ	l u ŋ	chug1252	857	27.416112	92.212034		FALSE	81		
8365	8365	203_thestoneapieceof	the stone (a piece of)	Khoina	Khoina	lyŋ	lyŋ	l y ŋ	khoi1253	857	27.334981	92.52994		FALSE	81		
8366	8366	203_thestoneapieceof	the stone (a piece of)	Jerigaon	Jerigaon	lyŋ	lyŋ	l y ŋ	jeri1243	857	27.340629	92.486595		FALSE	81		
8367	8367	203_thestoneapieceof	the stone (a piece of)	Khoitam	Khoitam	ryŋ	ryŋ	r y ŋ	khoi1252	857	27.327487	92.439455		FALSE	81		
8368	8368	203_thestoneapieceof	the stone (a piece of)	Rahung	Rahung	ryŋ	ryŋ	r y ŋ	rahu1234	857	27.310778	92.395028		FALSE	81		
8369	8369	203_thestoneapieceof	the stone (a piece of)	Rupa	Rupa	lyŋ	lyŋ	l y ŋ	rupa1234	857	27.203065	92.398757		FALSE	81		
8370	8370	203_thestoneapieceof	the stone (a piece of)	Shergaon	Shergaon	luŋ	luŋ	l u ŋ	sher1261	857	27.105018	92.272133		FALSE	81		
8371	8371	203_thestoneapieceof	the stone (a piece of)	BhutanTshangla	Bhutan Tshangla	luŋ	luŋ	l u ŋ	tsha1245	857	27.337241	91.551654		FALSE	81		
8372	8372	203_thestoneapieceof	the stone (a piece of)	KusundaK	KusundaK	jɛŋ.guː	jɛŋ.guː	j ɛ ŋ + g uː	kusu1250	857	28	82.26		FALSE	1130		
8373	8373	203_thestoneapieceof	the stone (a piece of)	Achang	Achang	laŋ³¹kɔʔ⁵⁵	l.a.ŋ.³¹.k.ɔ.ʔ.⁵⁵	l a ŋ ³¹ k ɔ ʔ ⁵⁵	acha1249	857	24.466605	97.89503		FALSE	10317		
8374	8374	203_thestoneapieceof	the stone (a piece of)	Beijing	Beijing Chinese	ʂʅ³⁵tʰou⁰	ʂ.ʅ.³⁵.tʰ.o.u.⁰	ʂ ʅ ³⁵ tʰ o./o u ⁰	beij1235	857	39.909056	116.397422		FALSE	1841		
8375	8375	203_thestoneapieceof	the stone (a piece of)	Bokar	Bokar	ɯ lɯŋ	ɯ.+.l.ɯ.ŋ	ɯ + l ɯ ŋ	boka1249	857	27.554547	93.15717		FALSE	81		
8376	8376	203_thestoneapieceof	the stone (a piece of)	Bunan	Bunan	graŋ	g.r.a.ŋ	g r a ŋ	gahr1239	857	32.554766	77.076283		FALSE	856		
8377	8377	203_thestoneapieceof	the stone (a piece of)	Byangsi	Byangsi	uŋ	u.ŋ	u ŋ	byan1241	857	29.583838	80.22309		FALSE	81		
8378	8378	203_thestoneapieceof	the stone (a piece of)	Chaozhou	Chaozhou Chinese	tsiɛʔ⁵	ts.i.ɛ.ʔ.⁵	ts i ɛ ʔ ⁵	chao1238	857	23.657699	116.622317		FALSE	1841		
8379	8379	203_thestoneapieceof	the stone (a piece of)	Chepang	Chepang	baŋ	b.a.ŋ	b a ŋ	chep1245	857	27.785164	84.908801		FALSE	3890		
8380	8380	203_thestoneapieceof	the stone (a piece of)	DarangTaraon	Darang Taraon	phlɑŋ³⁵	ph.l.ɑ.ŋ.³⁵	pʰ l ɑ ŋ ³⁵	diga1241	857	28.657986	97.469136		FALSE	10580		
8381	8381	203_thestoneapieceof	the stone (a piece of)	Dulong	Dulong	luŋ⁵⁵	l.u.ŋ.⁵⁵	l u ŋ ⁵⁵	drun1238	857	27.749017	98.691868		FALSE	81		
8382	8382	203_thestoneapieceof	the stone (a piece of)	Garo	Garo	roŋʔ+te	r.o.ŋ.ʔ.+.t.e	r o./o ŋ ʔ + t e	garo1247	857	25.504744	90.333226		FALSE	81		
8383	8383	203_thestoneapieceof	the stone (a piece of)	Hakha	Hakha	lû/uŋ	l.û/u.ŋ	l û/u ŋ	haka1240	857	22.870089	92.820021		FALSE	81		
8384	8384	203_thestoneapieceof	the stone (a piece of)	Hayu	Hayu	lʊ̃ːpʰʊ	l.ʊ̃ː.pʰ.ʊ	l ʊ̃ː pʰ ʊ	wayu1241	857	27.302102	86.099009		FALSE	81		
8385	8385	203_thestoneapieceof	the stone (a piece of)	Japhug	Japhug	rdɤstaʁ	r.d.ɤ.s.t.a.ʁ	r d ɤ s t a ʁ	japh1234	857	32.207076	101.957636		TRUE	3156		
8386	8386	203_thestoneapieceof	the stone (a piece of)	Jingpho	Jingpho	n³¹luŋ³¹	n.³¹.◦.l.u.ŋ.³¹	n ³¹ + l u ŋ ³¹	jing1260	857	25.461826	97.329866		FALSE	81		
8387	8387	203_thestoneapieceof	the stone (a piece of)	Kulung	Kulung	luŋ	l.u.ŋ	l u ŋ	kulu1253	857	27.690037	86.910944		FALSE	81		
8388	8388	203_thestoneapieceof	the stone (a piece of)	Lashi	Lashi	luk³¹tsəŋ³¹	l.u.k.³¹.ts.ə.ŋ.³¹	l u k ³¹ ts ə ŋ ³¹	lash1243	857	24.111512	98.311333		FALSE	874		
8389	8389	203_thestoneapieceof	the stone (a piece of)	Limbu	Limbu	luŋ	l.u.ŋ	l u ŋ	limb1266	857	27.272065	87.889909		FALSE	81		
8390	8390	203_thestoneapieceof	the stone (a piece of)	Lisu	Lisu	lo̱³³tshi³⁵	l.o̱.³³.◦.tsʰ.i.³⁵	l o̠ ³³ + tsʰ i ³⁵	lisu1250	857	25.950046	98.848486		FALSE	3582		
8391	8391	203_thestoneapieceof	the stone (a piece of)	Lushai	Mizo (Lushai)	luŋ	l.u.ŋ	l u ŋ	lush1249	857	22.60535	92.629457		FALSE	81		
8392	8392	203_thestoneapieceof	the stone (a piece of)	Mikir	Karbi (Mikir)	long, arlong	a.r.l.ō.ng	a r l ō/oː ng	karb1241	857	25.735084	93.050494		FALSE	81		
8393	8393	203_thestoneapieceof	the stone (a piece of)	MotuoMenba	Tshangla	luŋ	l.u.ŋ	l u ŋ	tsha1245	857	29.325414	95.340883		FALSE	81		
8394	8394	203_thestoneapieceof	the stone (a piece of)	OldBurmese	Old Burmese	kjok	k.j.o.k	k j o./o k	oldb1235	857	21.624974	97.126742		FALSE	1078		
8395	8395	203_thestoneapieceof	the stone (a piece of)	OldChinese	Old Chinese	*dAk	d.ᴀ.k	d ɑ̟ k	oldc1244	857	34.101745	108.777868		FALSE	1841		
8396	8396	203_thestoneapieceof	the stone (a piece of)	OldTibetan	Old Tibetan	rdo	r.d.o	r d o	clas1254	857	30.027852	91.158704		FALSE	3156		
8397	8397	203_thestoneapieceof	the stone (a piece of)	Rabha	Rabha	róŋ+ka	r.ó.ŋ.+.k.a	r ó/o ŋ + k a	rabh1238	857	25.820135	91.170064		FALSE	81		
8398	8398	203_thestoneapieceof	the stone (a piece of)	Rangoon	Rangoon Burmese	tɕɑuʔ⁴	tɕ.ɑu.ʔ.⁴	tɕ ɑu ʔ ⁴	nucl1310	857	16.874207	96.190785		FALSE	1078		
8399	8399	203_thestoneapieceof	the stone (a piece of)	Tangut	Tangut	lụ¹	l.ụ.¹	l ụ/u ¹	tang1334	857	38.477453	106.285383		FALSE	10582		
8400	8400	203_thestoneapieceof	the stone (a piece of)	Thulung	Thulung	luŋ	l.u.ŋ	l u ŋ	thul1246	857	27.534944	87.609608		FALSE	81		
8401	8401	203_thestoneapieceof	the stone (a piece of)	Alike	Alike Tibetan	rdo	r.d.o	r d o	amdo1237	857	38.318508	92.839938		FALSE	3156		
8402	8402	203_thestoneapieceof	the stone (a piece of)	Batang	Batang Tibetan	dᴜ⁵³	d.ᴜ.⁵³	d u ⁵³	kham1282	857	30.00795	99.111944		FALSE	3156		
8403	8403	203_thestoneapieceof	the stone (a piece of)	Lhasa	Lhasa Tibetan	to¹³	t.o.¹³	t o./o ¹³	utsa1239	857	29.653441	91.171493		FALSE	3156		
8404	8404	203_thestoneapieceof	the stone (a piece of)	Ukhrul	Ukhrul	ŋə+luŋ	ŋ.ə.+.l.u.ŋ	ŋ ə + l u ŋ	ukhr1238	857	25.092617	94.37045		FALSE	81		
8405	8405	203_thestoneapieceof	the stone (a piece of)	WobziKhroskyabs	Wobzi Khroskyabs	rgəmé	r.g.ə.m.é	r g ə m é/e	eree1240	857	31.62758	101.427999		FALSE	3598		
8406	8406	203_thestoneapieceof	the stone (a piece of)	Xingning	Xingning Chinese	ʂaʔ⁵tʰiu²¹	ʂ.a.ʔ.⁵.tʰ.iu.²¹	ʂ a ʔ ⁵ tʰ iu ²¹	hakk1236	857	24.13674	115.732382		FALSE	1841		
8407	8407	203_thestoneapieceof	the stone (a piece of)	Yidu	Yidu	ɑ³¹lɑŋ⁵⁵	ɑ.³¹.◦.l.ɑ.ŋ.⁵⁵	ɑ ³¹ + l ɑ ŋ ⁵⁵	idum1241	857	29.448172	95.650179		FALSE	10580		
8408	8408	203_thestoneapieceof	the stone (a piece of)	Zhaba	Zhaba	je⁵⁵po⁵⁵	j.e.⁵⁵.◦.p.o.⁵⁵	j e ⁵⁵ + p o./o ⁵⁵	zhab1238	857	30.538892	101.058397		FALSE	3594		
8458	8458	205_thesun	the sun	BuluPuroik	Bulu Puroik	ha.mii	ha.mii	h a + m iː	bulu1255	1343	27.452241	92.44563		FALSE	3077		
8459	8459	205_thesun	the sun	DikhyangBugun	Dikhyang Bugun	ha.nɛŋ	ha.nɛŋ	h a + n ɛ ŋ	dikh1234	1343	27.320666	92.455119		FALSE	1131		
8460	8460	205_thesun	the sun	Khispi	Khispi	na.mi	na.mi	n a + m i	lish1235	1343	27.378042	92.223221		FALSE	3077		
8461	8461	205_thesun	the sun	Duhumbi	Duhumbi	na.mi	na.mi	n a + m i	chug1252	1343	27.416112	92.212034		FALSE	3077		
8462	8462	205_thesun	the sun	Khoitam	Khoitam	nə.mi	nə.mi	n ə + m i	khoi1252	1343	27.327487	92.439455		FALSE	3077		
8463	8463	205_thesun	the sun	Rahung	Rahung	nə.mi	nə.mi	n ə + m i	rahu1234	1343	27.310778	92.395028		FALSE	3077		
8464	8464	205_thesun	the sun	BhutanTshangla	Bhutan Tshangla	ŋam	ŋam	ŋ a m	tsha1245	1343	27.337241	91.551654		FALSE	86		
8465	8465	205_thesun	the sun	KusundaK	KusundaK	iːŋ	iːŋ	iː ŋ	kusu1250	1343	28	82.26		FALSE	1137		
8466	8466	205_thesun	the sun	Achang	Achang	ni³¹+mɔ³¹	n.i.³¹.+.m.ɔ.³¹	n i ³¹ + m ɔ ³¹	acha1249	1343	24.466605	97.89503		FALSE	83		
8467	8467	205_thesun	the sun	Beijing	Beijing Chinese	tʰæi⁵¹jɑŋ⁰	tʰ.æ.i.⁵¹.j.ɑ.ŋ.⁰	tʰ æ i ⁵¹ j ɑ ŋ ⁰	beij1235	1343	39.909056	116.397422		FALSE	1842		
8468	8468	205_thesun	the sun	Bokar	Bokar	doŋ ȵi	d.o.ŋ.+.ȵ.i	d o./o ŋ + ȵ i	boka1249	1343	27.554547	93.15717		FALSE	83		
8469	8469	205_thesun	the sun	Bunan	Bunan	nitsi	n.i.ts.i	n i ts i	gahr1239	1343	32.554766	77.076283		FALSE	83		
8470	8470	205_thesun	the sun	Byangsi	Byangsi	n̺i	n̺.i	n̺ i	byan1241	1343	29.583838	80.22309		FALSE	83		
8471	8471	205_thesun	the sun	Chaozhou	Chaozhou Chinese	ziʔ⁵₂tʰau⁵⁵	z.i.ʔ.⁵₂.tʰ.a.u.⁵⁵	z i ʔ ⁵/² tʰ a u ⁵⁵	chao1238	1343	23.657699	116.622317		FALSE	83		
8472	8472	205_thesun	the sun	Chepang	Chepang	njam	n.j.a.m	n j a m	chep1245	1343	27.785164	84.908801		FALSE	86		
8473	8473	205_thesun	the sun	DarangTaraon	Darang Taraon	ɹɯn⁵³	ɹ.ɯ.n.⁵³	ɹ ɯ n ⁵³	diga1241	1343	28.657986	97.469136		FALSE	3355		
8474	8474	205_thesun	the sun	Dulong	Dulong	nɑm⁵³	n.ɑ.m.⁵³	n ɑ m ⁵³	drun1238	1343	27.749017	98.691868		FALSE	86		
8475	8475	205_thesun	the sun	Dulong	Dulong	nam³¹luŋ⁵⁵	n.a.m.³¹.+.l.u.ŋ.⁵⁵	n a m ³¹ + l u ŋ ⁵⁵	drun1238	1343	27.749017	98.691868		FALSE	86		
8476	8476	205_thesun	the sun	Garo	Garo	sal	s.a.l	s a l	garo1247	1343	25.504744	90.333226		FALSE	10470		
