ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	SUBGROUP	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	MORPHEMES	ALIGNMENT
14796	199_tostand	to stand	TshBhutanTshangla	BhutanTshangla	Bodic	tʰiŋ	tʰiŋ	tʰ i ŋ	tsha1245	1442	27.332081	91.551505	3233	3233	FALSE	LandB2017		tostand	
14815	199_tostand	to stand	DarangTaraon	DarangTaraon	Deng	deŋ³⁵	d.e.ŋ.³⁵	d e ŋ ³⁵	diga1241	1442	28.657986	97.469136	3233	3233	FALSE	Huang1992		tostand	
14822	199_tostand	to stand	Yidu	Yidu	Deng	de⁵⁵	d.e.⁵⁵	d e ⁵⁵	idum1241	1442	29.448172	95.650179	3233	3233	FALSE	Huang1992		tostand	
14829	199_tostand	to stand	Garo	Garo	Garo	cha+deŋ+a	ch.a.+.d.e.ŋ.+.a	ch a + d e ŋ + a	garo1247	1442	25.504744	90.333226	3233	3233	FALSE	Burling2003		_tostand _tostand _tostand	
14846	199_tostand	to stand	Lushai	Lushai	Mizo	diŋ	d.i.ŋ	d i ŋ	lush1249	1442	22.60535	92.629457	3233	3233	FALSE	Lorrain1940		tostand	
14856	199_tostand	to stand	Rabha	Rabha	Rabha	diŋ+diŋ	d.i.ŋ.+.d.i.ŋ	d i ŋ + d i ŋ	rabh1238	1442	25.820135	91.170064	3233	3233	FALSE	Joseph2007		_tostand _tostand	
14775	199_tostand	to stand	TaniGalo	Galo	Tani	dakL	dak51	d a k ⁵¹	galo1242	1442	27.98	94.69		5303	FALSE	Post2007	*dak	tostand	
14776	199_tostand	to stand	TaniTangam	Tangam	Tani	dak	dak	d a k	tang1377	1442	28.956354	94.990737		5303	FALSE	Post2017		tostand	
14777	199_tostand	to stand	EBDzalakha	Dzalakha	East Bodish	langa	la+ŋa	l a + ŋ a	dzal1238	1442	27.605989	91.494864		2265	FALSE	DDC2017		_tostand _tostand	
14778	199_tostand	to stand	EBKhengkha	Khengkha	East Bodish	jaŋ	jaŋ	j a ŋ	khen1241	1442	27.144878	90.689999		2265	FALSE	TB		tostand	
14784	199_tostand	to stand	EBMamaCuonaMenba	TshonaDakpa	East Bodish	laŋ35	laŋ35	l a ŋ ³⁵	dakp1242	1442	27.872413	91.798576		2265	FALSE	Lu2002		tostand	
14785	199_tostand	to stand	EBWenlangCuonaMenba	TawangDakpa	East Bodish	laŋ55ŋa55	laŋ55ŋa55	l a ŋ ⁵⁵ + ŋ a ⁵⁵	dakp1242	1442	29.367765	95.339063		2265	FALSE	Lu2002		_tostand _tostand	
14805	199_tostand	to stand	EBBumthang	Bumthang	East Bodish	yang	jaŋ	j a ŋ	khen1241	1442	27.549248	90.753738		2265	FALSE	vanDriem2015		tostand	
14806	199_tostand	to stand	OldTibetan	OldTibetan	Tibetan	laŋs-	l.a.ŋ.s	l a ŋ s	clas1254	1442	30.027852	91.158704	2265	2265	FALSE	Huang1992		tostand	
14810	199_tostand	to stand	TshMotuoMenba	MotuoCangluoTshangla	Bodic	laŋ	l.a.ŋ	l a ŋ	tsha1245	1442	29.321347	95.319922	2265	2265	TRUE	Huang1992	means 'to sit'	tostand	
14812	199_tostand	to stand	Lhasa	Lhasa	Tibetan	laŋ¹³	l.a.ŋ.¹³	l a ŋ ¹³	utsa1239	1442	29.653441	91.171493	2265	2265	FALSE	Huang1992		tostand	
14814	199_tostand	to stand	Batang	Batang	Tibetan	lõ¹³	l.õ.∼.¹³	l õ ¹³	kham1282	1442	30.00795	99.111944	2265	2265	FALSE	Huang1992		tostand	
14818	199_tostand	to stand	Xiahe	Xiahe	Tibetan	laŋ	l.a.ŋ	l a ŋ	amdo1237	1442	35.210549	102.524979	2265	2265	FALSE	Huang1992		tostand	
14821	199_tostand	to stand	Alike	Alike	Tibetan	laŋ	l.a.ŋ	l a ŋ	amdo1237	1442	38.318508	92.839938	2265	2265	FALSE	Huang1992		tostand	
14779	199_tostand	to stand	KBWanghoBugun	Bugun	KhoBwa	rio	rio	r i o	wang1301	1442	27.24169	92.420806		2246	FALSE	Abraham2018		tostand	
14781	199_tostand	to stand	KBSingchungBugun	Bugun	KhoBwa	rioma	rio	r i o	sing1271	1442	27.191743	92.474176		2246	FALSE	Abraham2018		tostand	
14807	199_tostand	to stand	Khaling	Khaling	Kiranti	rep	r.e.p	r e p	khal1275	1442	27.390595	87.510016	2246	2246	FALSE	Jacques2017FN		tostand	
14809	199_tostand	to stand	Tangut	Tangut	Tangut	.jar¹	j.a.r.¹	j a r ¹	tang1334	1442	38.477453	106.285383	2246	2246	FALSE	Li1997		tostand	
14811	199_tostand	to stand	Maerkang	Marerkang	rGyalrong	kɑ rjɑp	k.ɑ._.r.j.ɑ.p	k ɑ + r j ɑ p	situ1238	1442	31.868614	102.295293	2246	2246	FALSE	Huang1992		_tostand _tostand	
14813	199_tostand	to stand	Dulong	Dulong	Nungic	ɹɛp⁵⁵	ɹ.ɛ.p.⁵⁵	ɹ ɛ p ⁵⁵	drun1238	1442	27.749017	98.691868	2246	2246	FALSE	Huang1992		tostand	
14817	199_tostand	to stand	Daofu	Daofu	rGyalrong	rjɛ	r.j.ɛ	r j ɛ	horp1240	1442	30.975281	101.123742	2246	2246	FALSE	Huang1992		tostand	
14819	199_tostand	to stand	Lisu	Lisu	Loloish	he̱³¹	h.e̱.³¹	h e̠ ³¹	lisu1250	1442	25.950046	98.848486	2246	2246	FALSE	Huang1992		tostand	
14820	199_tostand	to stand	TaniBokar	Bokar	Tani	rop	r.o.p	r o./o p	boka1249	1442	27.554547	93.15717	2246	2246	FALSE	Huang1992		tostand	
14823	199_tostand	to stand	Limbu	Limbu	Kiranti	jɛps	j.ɛ.p.s	j ɛ p s	limb1266	1442	27.272065	87.889909	2246	2246	FALSE	Jacques2017FN		tostand	
14824	199_tostand	to stand	OldChinese	OldChinese	Sinitic	*k.rəp	k.r.ə.p	k r ə p	oldc1244	1442	34.101745	108.777868	2246	2246	FALSE	Baxter2014		tostand	
14825	199_tostand	to stand	OldBurmese	OldBurmese	Burmish	rjap	r.j.a.p	r j a p	oldb1235	1442	21.624974	97.126742	2246	2246	FALSE	Hill2017		tostand	
14830	199_tostand	to stand	Thulung	Thulung	Kiranti	jemsit	j.e.m.s.i.t	j e m s i t	thul1246	1442	27.534944	87.609608	2246	2246	FALSE	Allen1975		tostand	
14833	199_tostand	to stand	Byangsi	Byangsi	TibetoKinauri	jabmo	j.a.b.m.o	j a b m o	byan1241	1442	29.583838	80.22309	2246	2246	FALSE	Sharma2003a		tostand	
14835	199_tostand	to stand	Kulung	Kulung	Kiranti	tʰɔ_remma	tʰ.ɔ._.r.e.m.m.a	tʰ ɔ + r e m m a	kulu1253	1442	27.690037	86.910944	2246	2246	FALSE	Tolsma1999		_tostand _tostand	
14836	199_tostand	to stand	Bantawa	Bantawa	Kiranti	ep	e.p	e p	bant1281	1442	27.117894	87.049995	2246	2246	FALSE	Jongens2009		tostand	
14837	199_tostand	to stand	Rangoon	Rangoon	Burmish	jɑʔ⁴	j.ɑ.ʔ.⁴	j ɑ ʔ ⁴	nucl1310	1442	16.874207	96.190785	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14838	199_tostand	to stand	Achang	Achang	Burmish	ʑap⁵⁵	ʑ.a.p.⁵⁵	ʑ a p ⁵⁵	acha1249	1442	24.466605	97.89503	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14839	199_tostand	to stand	Atsi	Atsi	Burmish	jap²¹	j.a.p.²¹	j a p ²¹	zaiw1241	1442	24.193367	97.806689	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14840	199_tostand	to stand	Bola	Bola	Burmish	jɛʔ⁵⁵	j.ɛ.ʔ.⁵⁵	j ɛ ʔ ⁵⁵	pela1242	1442	24.405004	98.234243	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14841	199_tostand	to stand	Lashi	Lashi	Burmish	jaːp³¹	j.aː.p.³¹	j aː p ³¹	lash1243	1442	24.111512	98.311333	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14842	199_tostand	to stand	Maru	Maru	Burmish	jɛʔ³¹	j.ɛ.ʔ.³¹	j ɛ ʔ ³¹	maru1249	1442	24.939981	99.83	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14843	199_tostand	to stand	Xiandao	Xiandao	Burmish	jap⁵⁵	j.a.p.⁵⁵	j a p ⁵⁵	xian1249	1442	24.494153	97.753173	2246	2246	FALSE	Huang1992 Hill2017		tostand	
14844	199_tostand	to stand	Bahing	Bahing	Kiranti	rap	r.a.p	r a p	bahi1252	1442	27.309472	86.430334	2246	2246	FALSE	Michailovsky1989		tostand	
14845	199_tostand	to stand	Bahing	Bahing	Kiranti	raps	r.a.p.s	r a p s	bahi1252	1442	27.309472	86.430334	2246	2246	FALSE	Michailovsky1989	!ignore double same!	tostand	
14854	199_tostand	to stand	Hayu	Hayu	Kiranti	jɿp	j.ɿ.p	j ɿ p	wayu1241	1442	27.302102	86.099009	2246	2246	FALSE	Michailovsky1989a		tostand	
14855	199_tostand	to stand	KarbiMikir	KarbiMikir	Mizo	arjap	a.r.j.à.p	a r j à/a p	karb1241	1442	25.735084	93.050494	2246	2246	FALSE	Walker1925 KonnerthFC GruessnerNoDate		tostand	
18910	199_tostand	to stand	Jingpho	Jingpho	Jingpho	tsa̱p⁵⁵	ts.a̱.p.⁵⁵	ts a̠ p ⁵⁵	jing1260	1442	25.461826	97.329866	2246	2246	FALSE	Huang1992		tostand	
14780	199_tostand	to stand	KBBichomBugun	Bugun	KhoBwa	rio	rio	r i o	bich1234	1442	27.31177	92.592007		5304	FALSE	Abraham2018		tostand	
14782	199_tostand	to stand	KBKaspiBugun	Bugun	KhoBwa	dʒoi	dʒoi	dʒ o i/j	kasp1234	1442	27.204536	92.564228		3914	FALSE	Abraham2018		tostand	
14783	199_tostand	to stand	KBNamphriBugun	Bugun	KhoBwa	dʒaimage	dʒai	dʒ a i/j	namp1239	1442	27.24403	92.52836		3914	FALSE	Abraham2018		tostand	
14786	199_tostand	to stand	KBBuluPuroik	Puroik	KhoBwa	ʧin	ʧin	tʃ i n	bulu1255	1442	27.451029	92.44627	3914	3914	FALSE	Lieberherr2017		tostand	
14787	199_tostand	to stand	KBDikhyangBugun	Bugun	KhoBwa	tsaj	tsaj	ts a j	dikh1234	1442	27.320448	92.454924	3914	3914	FALSE	LandB2017		tostand	
14827	199_tostand	to stand	Chepang	Chepang		tʃiŋ	tʃ.i.ŋ	tʃ i ŋ	chep1245	1442	27.785164	84.908801	3914	3914	FALSE	Caughley2000		tostand	
14788	199_tostand	to stand	KBWKhispi	Khispi	WesternKhoBwa	kʰiŋ	kʰiŋ	kʰ i ŋ	lish1235	1442	27.378042	92.223221	1311	1311	FALSE	LandB2017		tostand	
14789	199_tostand	to stand	KBWDuhumbi	Duhumbi	WesternKhoBwa	kʰiŋ	kʰiŋ	kʰ i ŋ	chug1252	1442	27.416112	92.212034	1311	1311	FALSE	LandB2017		tostand	
14790	199_tostand	to stand	KBWKhoina	Sartang	WesternKhoBwa	ʈʂʰĩ	ʈʂʰĩ	ʈʂʰ ĩ	khoi1253	1442	27.334981	92.52994	1311	1311	FALSE	LandB2017		tostand	
14791	199_tostand	to stand	KBWJerigaon	Sartang	WesternKhoBwa	tɕʰĩ	tɕʰĩ	tɕʰ ĩ	jeri1243	1442	27.340629	92.486595	1311	1311	FALSE	LandB2017		tostand	
14792	199_tostand	to stand	KBWKhoitam	Sartang	WesternKhoBwa	tɕʰĩ	tɕʰĩ	tɕʰ ĩ	khoi1252	1442	27.327487	92.439455	1311	1311	FALSE	LandB2017		tostand	
14793	199_tostand	to stand	KBWRahung	Sartang	WesternKhoBwa	tɕʰĩ	tɕʰĩ	tɕʰ ĩ	rahu1234	1442	27.310778	92.395028	1311	1311	FALSE	LandB2017		tostand	
14794	199_tostand	to stand	KBWRupa	Sherdukpen	WesternKhoBwa	kʰĩ	kʰĩ	kʰ ĩ	rupa1234	1442	27.203065	92.398757	1311	1311	FALSE	LandB2017		tostand	
14795	199_tostand	to stand	KBWShergaon	Sherdukpen	WesternKhoBwa	kʰĩ	kʰĩ	kʰ ĩ	sher1261	1442	27.105018	92.272133	1311	1311	FALSE	LandB2017		tostand	
14797	199_tostand	to stand	Kusunda	Kusunda		d̪ʰuŋ.tɔː	d̪ʰuŋ.tɔː	d̪ʰ u ŋ + t ɔː	kusu1250	1442	28.431855	82.802796	1314	4633	FALSE	Bodt2019b		_tostand _tostand	
14798	199_tostand	to stand	HruNamreiBisai	Namrei	Hrusish	gəroŋ	gə+roŋ	g ə + r o ŋ	hrus1242	1442	27.680112	92.699998		5305	FALSE	Abraham2018	*gu	_tostand _tostand	
14799	199_tostand	to stand	HruNamreiNabolang	Namrei	Hrusish	gijon	gi+jon	g i + j o n	hrus1242	1442	27.558051	92.789317		5305	FALSE	Abraham2018	*gu	_tostand _tostand	
14800	199_tostand	to stand	HruHrusoAkaJamiri	HrusoAka	Hrusish	gudʒu	gu+dʒu	g u + dʒ u	hrus1242	1442	27.203617	92.590615		5305	FALSE	Abraham2018	*gu	_tostand _tostand	
14801	199_tostand	to stand	HruBangru	Bangru	Hrusish	giː	giː	g iː	bang1369	1442	27.952786	93.164169		5305	FALSE	BandL2015	*gu	tostand	
14802	199_tostand	to stand	HruDammaiDibin	Miji	Hrusish	gijon	gi+jon	g i + j o n	hrus1242	1442	27.444541	92.511881		5305	FALSE	Abraham2018	*gu	_tostand _tostand	
14803	199_tostand	to stand	HruMijiNafra	Miji	Hrusish	gijon	gi+jon	g i + j o n	hrus1242	1442	27.371831	92.544458		5305	FALSE	Abraham2018	*gu	_tostand _tostand	
14804	199_tostand	to stand	HruDammaiRurang	Miji	Hrusish	magarangiu	ma+ga+ran+gju	m a + g a + r a n + g j u	hrus1242	1442	27.368891	92.48215		5305	FALSE	Abraham2018	*gu	_tostand _tostand _tostand _tostand	
14808	199_tostand	to stand	Japhug	Japhug	rGyalrong	ndzur	ⁿdz.u.r	ⁿdz u r	japh1234	1442	32.207076	101.957636	3150	4484	FALSE	Jacques2015b	!COGID changed Macy cross semantic!	tostand	
14816	199_tostand	to stand	Zhaba	Zhaba	Qiangic	ə⁵⁵tɕi⁵⁵ mu¹³	ə.⁵⁵.◦.tɕ.i.⁵⁵._.m.u.¹³	ə ⁵⁵ + tɕ i ⁵⁵ + m u ¹³	zhab1238	1442	30.538892	101.058397	2443	2443	FALSE	Huang1992		_tostand _tostand _tostand	
14826	199_tostand	to stand	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	tɕʰə̂rɑ	tɕʰ.ə̂.r.ɑ	tɕʰ ə̂ r ɑ	eree1240	1442	31.62758	101.427999	3778	3778	FALSE	Lai2017		tostand	
14828	199_tostand	to stand	Garo	Garo	Garo	cha+kat+a	ch.a.+.k.a.t.+.a	ch a + k a t + a	garo1247	1442	25.504744	90.333226	4019	4019	FALSE	Burling2003	!ignore double no link!	_tostand _tostand _tostand	
14831	199_tostand	to stand	Hakha	Hakha	Chin	dir	d.i.r	d i r	haka1240	1442	22.870089	92.820021	77	77	FALSE	VanBik2014		tostand	
14832	199_tostand	to stand	Bunan	Bunan	TibetoKinauri	tɕeŋna	tɕ.e.ŋ.n.a	tɕ e ŋ n a	gahr1239	1442	32.554766	77.076283	3248	3248	FALSE	Widmer2014		tostand	
14834	199_tostand	to stand	Rongpo	Rongpo	TibetoKinauri	ʈhaɳo_hwəŋ	ʈh.a.ɳ.o._.h.w.ə.ŋ	ʈh a ɳ o./o + h w ə ŋ	rong1264	1442	30.530044	79.569987	3148	3148	TRUE	Sharma2003		_tostand _tostand	
14847	199_tostand	to stand	Beijing	Beijing	Sinitic	tʂan⁵¹	tʂ.a.n.⁵¹	ʈʂ a n ⁵¹	beij1235	1442	39.909056	116.397422	1982	1982	FALSE	Lai2017FN		tostand	
14848	199_tostand	to stand	Guangzhou	Guangzhou	Sinitic	kʰei²³	kʰ.e.i.²³	kʰ e i ²³	guan1279	1442	23.131111	113.258099	1983	1983	FALSE	Lai2017FN		tostand	
14849	199_tostand	to stand	Chaozhou	Chaozhou	Sinitic	kʰia³⁵	kʰ.i.a.³⁵	kʰ i a ³⁵	chao1238	1442	23.657699	116.622317	1983	1983	FALSE	Lai2017FN		tostand	
14850	199_tostand	to stand	Longgang	Longgang	Sinitic	kʰi³²	kʰ.i.³²	kʰ i ³²	hakk1236	1442	22.725545	114.243825	1983	1983	FALSE	Lai2017FN		tostand	
14851	199_tostand	to stand	Jieyang	Jieyang	Sinitic	kʰia³⁵	kʰ.i.a.³⁵	kʰ i a ³⁵	chao1239	1442	23.551122	116.373013	1983	1983	FALSE	Lai2017FN		tostand	
14852	199_tostand	to stand	Xingning	Xingning	Sinitic	kʰi⁴⁵	kʰ.i.⁴⁵	kʰ i ⁴⁵	hakk1236	1442	24.13674	115.732382	1983	1983	FALSE	Lai2017FN		tostand	
14853	199_tostand	to stand	Ukhrul	Ukhrul	Naga	kʰə+ŋə+niŋ	kʰ.ə.+.ŋ.ə.+.n.i.ŋ	kʰ ə + ŋ ə + n i ŋ	ukhr1238	1442	25.092617	94.37045	10250	10250	FALSE	Mortensen2012		_tostand _tostand _tostand	
14857	200_thestar	the star	TshDirangTshangla	DirangTshangla	Bodic	kar+ma	kar+ma	k a r + m a	dira1243	1430	27.343674	92.273057		78	FALSE	TB		_thestar _thestar	
14858	200_thestar	the star	TaniGalo	Galo	Tani	ta-kár	ta+kar55	t a + k a r ⁵⁵	galo1242	1430	27.98	94.69		78	FALSE	Post2007	*kar	_thestar _thestar	
14860	200_thestar	the star	EBDzalakha	Dzalakha	East Bodish	karma	kar+ma	k a r + m a	dzal1238	1430	27.605989	91.494864		78	FALSE	DDC2017		_thestar _thestar	
14861	200_thestar	the star	EBKhengkha	Khengkha	East Bodish	kar55+ma	kar55+ma	k a r ⁵⁵ + m a	khen1241	1430	27.144878	90.689999		78	FALSE	TB		_thestar _thestar	
14867	200_thestar	the star	EBMamaCuonaMenba	TshonaDakpa	East Bodish	kar55ma53	kar55ma53	k a r ⁵⁵ + m a ⁵³	dakp1242	1430	27.872413	91.798576		78	FALSE	Lu2002		_thestar _thestar	
14868	200_thestar	the star	EBWenlangCuonaMenba	TawangDakpa	East Bodish	kar55ma55	kar55ma55	k a r ⁵⁵ + m a ⁵⁵	dakp1242	1430	29.367765	95.339063		78	FALSE	Lu2002		_thestar _thestar	
14879	200_thestar	the star	TshBhutanTshangla	BhutanTshangla	Bodic	kar+ma	kar+ma	k a r + m a	tsha1245	1430	27.332081	91.551505	78	78	FALSE	LandB2017		_thestar _thestar	
14888	200_thestar	the star	EBBumthang	Bumthang	East Bodish	kar+ma	kar+ma	k a r + m a	khen1241	1430	27.549248	90.753738		78	FALSE	TB		_thestar _thestar	
14889	200_thestar	the star	OldTibetan	OldTibetan	Tibetan	skar.ma	s.k.a.r.m.a	s k a r m a	clas1254	1430	30.027852	91.158704	78	78	FALSE	Huang1992		thestar	
14894	200_thestar	the star	TshMotuoMenba	MotuoCangluoTshangla	Bodic	kar mi	k.a.r._.m.i	k a r + m i	tsha1245	1430	29.321347	95.319922	78	78	FALSE	Huang1992	LOAN changed Tim	_thestar _thestar	
14900	200_thestar	the star	Lhasa	Lhasa	Tibetan	kaː⁵⁵ma⁵⁵	k.aː.⁵⁵.◦.m.a.⁵⁵	k aː ⁵⁵ + m a ⁵⁵	utsa1239	1430	29.653441	91.171493	78	78	FALSE	Huang1992		_thestar _thestar	
14903	200_thestar	the star	Alike	Alike	Tibetan	rkar mæ	r.k.a.r._.m.æ	r k a r + m æ	amdo1237	1430	38.318508	92.839938	78	78	FALSE	Huang1992		_thestar _thestar	
14905	200_thestar	the star	TaniBokar	Bokar	Tani	ta kar	t.a.+.k.a.r	t a + k a r	boka1249	1430	27.554547	93.15717	78	78	FALSE	Huang1992		_thestar _thestar	
14907	200_thestar	the star	Xiahe	Xiahe	Tibetan	hkar ma	h.k.a.r._.m.a	h k a r + m a	amdo1237	1430	35.210549	102.524979	78	78	FALSE	Huang1992		_thestar _thestar	
14911	200_thestar	the star	Chepang	Chepang		kar	k.a.r	k a r	chep1245	1430	27.785164	84.908801	78	78	FALSE	Caughley2000		thestar	
14914	200_thestar	the star	Hakha	Hakha	Chin	ʔâa/ar+fǐi/i	ʔ.âa/a.r.+.f.ǐi/i	ʔ âa/a r + f ǐi/i	haka1240	1430	22.870089	92.820021	78	78	FALSE	VanBik2014		_thestar _thestar	
14915	200_thestar	the star	Bunan	Bunan	TibetoKinauri	karma	k.a.r.m.a	k a r m a	gahr1239	1430	32.554766	77.076283	78	78	TRUE	Widmer2014		thestar	
14916	200_thestar	the star	Byangsi	Byangsi	TibetoKinauri	karmaː	k.a.r.m.aː	k a r m aː	byan1241	1430	29.583838	80.22309	78	78	TRUE	Sharma2003a		thestar	
14928	200_thestar	the star	Lushai	Lushai	Mizo	ar+si	a.r.+.s.i	a r + s i	lush1249	1430	22.60535	92.629457	78	78	FALSE	Lorrain1940		_thestar _thestar	
18911	200_thestar	the star	Jingpho	Jingpho	Jingpho	ʃă³³|kan³³	ʃ.ă.³³.◦.k.a.n.³³	ʃ ă ³³ + k a n ³³	jing1260	1430	25.461826	97.329866	78	78	FALSE	Huang1992		_thestar _thestar	
14859	200_thestar	the star	TaniTangam	Tangam	Tani	doɨ kacciŋ	do+ɨ+katɕ+tɕiŋ	d o + ɨ + k a tɕ + tɕ i ŋ	tang1377	1430	28.956354	94.990737		5052	FALSE	Post2017		_thestar _thestar _thestar _thestar	
14862	200_thestar	the star	KBWanghoBugun	Bugun	KhoBwa	satijoŋ	sa+tjoŋ	s a + t j o ŋ	wang1301	1430	27.24169	92.420806		5052	FALSE	Abraham2018		_thestar _thestar	
14863	200_thestar	the star	KBBichomBugun	Bugun	KhoBwa	tadijaŋ	ta+djaŋ	t a + d j a ŋ	bich1234	1430	27.31177	92.592007		5052	FALSE	Abraham2018		_thestar _thestar	
14864	200_thestar	the star	KBSingchungBugun	Bugun	KhoBwa	sadijoŋ	sa+djoŋ	s a + d j o ŋ	sing1271	1430	27.191743	92.474176		5052	FALSE	Abraham2018		_thestar _thestar	
14865	200_thestar	the star	KBKaspiBugun	Bugun	KhoBwa	ladijaŋ	la+djaŋ	l a + d j a ŋ	kasp1234	1430	27.204536	92.564228		5052	FALSE	Abraham2018		_thestar _thestar	
14866	200_thestar	the star	KBNamphriBugun	Bugun	KhoBwa	tadijaŋ	ta+djaŋ	t a + d j a ŋ	namp1239	1430	27.24403	92.52836		5052	FALSE	Abraham2018		_thestar _thestar	
14870	200_thestar	the star	KBDikhyangBugun	Bugun	KhoBwa	tsa.trɔŋ	tsa.trɔŋ	ts a + t r ɔ ŋ	dikh1234	1430	27.320448	92.454924	1114	5052	FALSE	LandB2017	!COGID changed Macy cross semantic!	_thestar _thestar	
14881	200_thestar	the star	HruNamreiBisai	Namrei	Hrusish	nitʃoŋbijoŋ	ni+tʃoŋ+bjoŋ	n i + tʃ o ŋ + b j o ŋ	hrus1242	1430	27.680112	92.699998		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar _thestar	
14882	200_thestar	the star	HruNamreiNabolang	Namrei	Hrusish	mətʃoŋbijaŋ	mə+tʃoŋ+bjaŋ	m ə + tʃ o ŋ + b j a ŋ	hrus1242	1430	27.558051	92.789317		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar _thestar	
14883	200_thestar	the star	HruHrusoAkaJamiri	HrusoAka	Hrusish	lə̆tsə	lə+tsə	l ə + ts ə	hrus1242	1430	27.203617	92.590615		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar	
14884	200_thestar	the star	HruBangru	Bangru	Hrusish	lət͡ɕɨː	lə+tɕɨː	l ə + tɕ ɨː	bang1369	1430	27.952786	93.164169		5052	FALSE	BandL2015	*lə-tɕuŋ	_thestar _thestar	
14885	200_thestar	the star	HruDammaiDibin	Miji	Hrusish	dətʃuŋ	də+tʃuŋ	d ə + tʃ u ŋ	hrus1242	1430	27.444541	92.511881		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar	
14886	200_thestar	the star	HruMijiNafra	Miji	Hrusish	dətʃuŋ	də+tʃuŋ	d ə + tʃ u ŋ	hrus1242	1430	27.371831	92.544458		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar	
14887	200_thestar	the star	HruDammaiRurang	Miji	Hrusish	dətʃuŋ	də+tʃuŋ	d ə + tʃ u ŋ	hrus1242	1430	27.368891	92.48215		5052	FALSE	Abraham2018	*lə-tɕuŋ	_thestar _thestar	
14869	200_thestar	the star	KBBuluPuroik	Puroik	KhoBwa	ha.waiʔ	ha.waiʔ	h a + w a i ʔ	bulu1255	1430	27.451029	92.44627	1113	4568	FALSE	Lieberherr2017		_thestar _thestar	
14871	200_thestar	the star	KBWKhispi	Khispi	WesternKhoBwa	kal.ma	kal.ma	k a l + m a	lish1235	1430	27.378042	92.223221	75	4567	TRUE	LandB2017		_thestar _thestar	
14872	200_thestar	the star	KBWDuhumbi	Duhumbi	WesternKhoBwa	kar.ma	kar.ma	k a r + m a	chug1252	1430	27.416112	92.212034	75	4567	TRUE	LandB2017		_thestar _thestar	
14873	200_thestar	the star	KBWKhoina	Sartang	WesternKhoBwa	dy.ʐyk	dy.ʐyk	d y + ʐ y k	khoi1253	1430	27.334981	92.52994	1115	4570	FALSE	LandB2017		_thestar _thestar	
14874	200_thestar	the star	KBWJerigaon	Sartang	WesternKhoBwa	də.zyk	də.zyk	d ə + z y k	jeri1243	1430	27.340629	92.486595	1115	4570	FALSE	LandB2017		_thestar _thestar	
14875	200_thestar	the star	KBWKhoitam	Sartang	WesternKhoBwa	tɕʰyŋ.zyk	tɕʰyŋ.zyk	tɕʰ y ŋ + z y k	khoi1252	1430	27.327487	92.439455	115	115	FALSE	LandB2017		_thestar _thestar	
14876	200_thestar	the star	KBWRahung	Sartang	WesternKhoBwa	tɕʰyŋ.zyk	tɕʰyŋ.zyk	tɕʰ y ŋ + z y k	rahu1234	1430	27.310778	92.395028	115	115	FALSE	LandB2017		_thestar _thestar	
14877	200_thestar	the star	KBWRupa	Sherdukpen	WesternKhoBwa	zyk	zyk	z y k	rupa1234	1430	27.203065	92.398757	115	115	FALSE	LandB2017		thestar	
14878	200_thestar	the star	KBWShergaon	Sherdukpen	WesternKhoBwa	tɕʰuŋ.zuk	tɕʰuŋ.zuk	tɕʰ u ŋ + z u k	sher1261	1430	27.105018	92.272133	115	115	FALSE	LandB2017		_thestar _thestar	
14880	200_thestar	the star	Kusunda	Kusunda		saː.ɐ̰m	saː.ɐ̰m	s aː + ɐ̰ m	kusu1250	1430	28.431855	82.802796	1110	4572	FALSE	Bodt2019b		_thestar _thestar	
14890	200_thestar	the star	Khaling	Khaling	Kiranti	sāŋgʌr	s.ā.ŋ.g.ʌ.r	s ā/aː ŋ g ʌ r	khal1275	1430	27.390595	87.510016	10319	10319	FALSE	Jacques2017FN		thestar	
14918	200_thestar	the star	Kulung	Kulung	Kiranti	sɔŋger	s.ɔ.ŋ.g.e.r	s ɔ ŋ g e r	kulu1253	1430	27.690037	86.910944	10319	10319	FALSE	Tolsma1999		thestar	
14919	200_thestar	the star	Bantawa	Bantawa	Kiranti	saŋken	s.a.ŋ.k.e.n	s a ŋ k e n	bant1281	1430	27.117894	87.049995	10319	10319	FALSE	Jongens2009		thestar	
14891	200_thestar	the star	Limbu	Limbu	Kiranti	khɛmsikpa	kʰ.ɛ.m.s.i.k.p.a	kʰ ɛ m s i k p a	limb1266	1430	27.272065	87.889909	3197	3197	FALSE	Jacques2017FN		thestar	
