ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
4701	101_ifirstpersonsingular	I [first person singular]	OldChinese	Sinitic_Old_Chinese	*ŋˤa	ŋˤ.a	ŋˤ a	oldc1244	1209	34.101745	108.777868	327
4892	101_ifirstpersonsingular	I [first person singular]	OldBurmese	Burmish_Old_Burmese	ṅā	ṅ.ā	ṅ/n ā/aː	oldb1235	1209	21.624974	97.126742	327
5253	101_ifirstpersonsingular	I [first person singular]	WobziKhroskyabs	Khroskyabs_Wobzi	ŋô	ŋ.ô	ŋ ô/o	eree1240	1209	31.62758	101.427999	327
5503	101_ifirstpersonsingular	I [first person singular]	Chepang	Chepang_Chepang	ʔa	ʔ.a	ʔ a	chep1245	1209	27.785164	84.908801	3835
5504	101_ifirstpersonsingular	I [first person singular]	Chepang	Chepang_Chepang	ŋa	ŋ.a	ŋ a	chep1245	1209	27.785164	84.908801	327
5740	101_ifirstpersonsingular	I [first person singular]	Garo	Garo_Garo	aŋa	a.ŋ.a	a ŋ a	garo1247	1209	25.504744	90.333226	10388
5954	101_ifirstpersonsingular	I [first person singular]	Thulung	Kiranti_Thulung	go	g.o	g o	thul1246	1209	27.534944	87.609608	799
6292	101_ifirstpersonsingular	I [first person singular]	Hakha	Chin_Hakha	kà/ay/i+maʔ	k.à/a.y/i.+.m.a.ʔ	k à/a y/i + m a ʔ	haka1240	1209	22.870089	92.820021	29721
6513	101_ifirstpersonsingular	I [first person singular]	Bunan	TibetoKinauri_Bunan	gi	g.i	g i	gahr1239	1209	32.554766	77.076283	799
6709	101_ifirstpersonsingular	I [first person singular]	Byangsi	TibetoKinauri_Byangsi	j/dʒe	j/dʒ.e	j/dʒ e	byan1241	1209	29.583838	80.22309	799
7159	101_ifirstpersonsingular	I [first person singular]	Kulung	Kiranti_Kulung	kɔŋ	k.ɔ.ŋ	k ɔ ŋ	kulu1253	1209	27.690037	86.910944	29760
7477	101_ifirstpersonsingular	I [first person singular]	Bantawa	Kiranti_Bantawa	ɨŋka	ɨ.ŋ.k.a	ɨ ŋ k a	bant1281	1209	27.117894	87.049995	29722
8454	101_ifirstpersonsingular	I [first person singular]	Rangoon	Burmish_Rangoon	ŋɑ²²	ŋ.ɑ.²²	ŋ ɑ ²²	nucl1310	1209	16.874207	96.190785	327
8518	101_ifirstpersonsingular	I [first person singular]	Atsi	Burmish_Atsi	ŋo⁵¹	ŋ.o.⁵¹	ŋ o./o ⁵¹	zaiw1241	1209	24.193367	97.806689	327
8595	101_ifirstpersonsingular	I [first person singular]	Maru	Burmish_Maru	ŋɔ³¹	ŋ.ɔ.³¹	ŋ ɔ ³¹	maru1249	1209	24.939981	99.83	327
8661	101_ifirstpersonsingular	I [first person singular]	Lashi	Burmish_Lashi	ŋo³¹	ŋ.o.³¹	ŋ o./o ³¹	lash1243	1209	24.111512	98.311333	327
8707	101_ifirstpersonsingular	I [first person singular]	Xiandao	Burmish_Xiandao	ŋɔ⁵⁵	ŋ.ɔ.⁵⁵	ŋ ɔ ⁵⁵	xian1249	1209	24.494153	97.753173	327
8760	101_ifirstpersonsingular	I [first person singular]	Bola	Burmish_Bola	ŋa⁵⁵	ŋ.a.⁵⁵	ŋ a ⁵⁵	pela1242	1209	24.405004	98.234243	327
8940	101_ifirstpersonsingular	I [first person singular]	Achang	Burmish_Achang	ŋɔ⁵⁵	ŋ.ɔ.⁵⁵	ŋ ɔ ⁵⁵	acha1249	1209	24.466605	97.89503	327
9232	101_ifirstpersonsingular	I [first person singular]	Bahing	Kiranti_Bahing	gu	g.u	g u	bahi1252	1209	27.309472	86.430334	799
9421	101_ifirstpersonsingular	I [first person singular]	Lushai	Mizo_Lushai	ka	k.a	k a	lush1249	1209	22.60535	92.629457	29721
9695	101_ifirstpersonsingular	I [first person singular]	Beijing	Sinitic_Beijing	wɔ²¹⁴	w.ɔ.²¹⁴	w ɔ ²¹⁴	beij1235	1209	39.909056	116.397422	327
9696	101_ifirstpersonsingular	I [first person singular]	Guangzhou	Sinitic_Guangzhou	ŋɔ²³	ŋ.ɔ.²³	ŋ ɔ ²³	guan1279	1209	23.131111	113.258099	327
9697	101_ifirstpersonsingular	I [first person singular]	Chaozhou	Sinitic_Chaozhou	ua⁵³	u.a.⁵³	u a ⁵³	chao1238	1209	23.657699	116.622317	327
9698	101_ifirstpersonsingular	I [first person singular]	Longgang	Sinitic_Longgang	ŋai²¹	ŋ.a.i.²¹	ŋ a i ²¹	hakk1236	1209	22.725545	114.243825	327
9699	101_ifirstpersonsingular	I [first person singular]	Jieyang	Sinitic_Jieyang	ua³¹	u.a.³¹	u a ³¹	chao1239	1209	23.551122	116.373013	327
9700	101_ifirstpersonsingular	I [first person singular]	Xingning	Sinitic_Xingning	ŋai²⁴	ŋ.a.i.²⁴	ŋ a i ²⁴	hakk1236	1209	24.13674	115.732382	327
11063	101_ifirstpersonsingular	I [first person singular]	Ukhrul	Naga_Ukhrul	ʔi	ʔ.i	ʔ i	ukhr1238	1209	25.092617	94.37045	2029
11268	101_ifirstpersonsingular	I [first person singular]	Hayu	Kiranti_Hayu	aŋ	a.ŋ	a ŋ	wayu1241	1209	27.302102	86.099009	10388
11269	101_ifirstpersonsingular	I [first person singular]	Hayu	Kiranti_Hayu	gu	g.u	g u	wayu1241	1209	27.302102	86.099009	799
11510	101_ifirstpersonsingular	I [first person singular]	Tangut	Tangut	mjo	m.j.o	m j o	tang1334	1209	38.477453	106.285383	105
11751	101_ifirstpersonsingular	I [first person singular]	Mikir	Karbi	ne	n.e	n e	karb1241	1209	25.735084	93.050494	10389
11989	101_ifirstpersonsingular	I [first person singular]	Rabha	Rabha	aŋ	a.ŋ	a ŋ	rabh1238	1209	25.820135	91.170064	10388
1	1_above	above	OldTibetan	Tibetan_Old_Tibetan	steŋ	s.t.e.ŋ	s t e ŋ	clas1254	1741	30.027852	91.158704	20
2	1_above	above	Japhug	rGyalrong_Japhug	ɯ-taʁ	ɯ.◦.t.a.ʁ	ɯ + t a ʁ	japh1234	1741	32.207076	101.957636	49
957	1_above	above	MotuoMenba	Bodic_Tshangla	ga ten	g.a._.t.e.n	g a + t e n	tsha1245	1741	29.325414	95.340883	431
1444	1_above	above	Lhasa	Tibetan_Lhasa	jɛ̃¹³tɕhɛ⁵²	j.ɛ̃.∼.¹³.◦.tɕʰ.ɛ.⁵²	j ɛ̃ ¹³ + tɕʰ ɛ ⁵²	utsa1239	1741	29.653441	91.171493	198
1445	1_above	above	Lhasa	Tibetan_Lhasa	khoŋ¹³la	kʰ.o.ŋ.¹³.◦.l.a	kʰ o./o ŋ ¹³ + l a	utsa1239	1741	29.653441	91.171493	1035
1786	1_above	above	Daofu	rGyalrong_Daofu	rə nkhvɛ	r.ə.+.n.kʰ.v.ɛ	r ə + n kʰ v ɛ	horp1240	1741	30.975281	101.123742	1310
2008	1_above	above	Dulong	Nungic_Dulong	lɯ³¹kɑ⁵⁵pɑŋ⁵⁵	l.ɯ.³¹.+.k.ɑ.⁵⁵.+.p.ɑ.ŋ.⁵⁵	l ɯ ³¹ + k ɑ ⁵⁵ + p ɑ ŋ ⁵⁵	drun1238	1741	27.749017	98.691868	1265
2108	1_above	above	Batang	Tibetan_Batang	ja¹³tɕøʔ⁵³	j.a.¹³.◦.tɕ.ø.ʔ.⁵³	j a ¹³ + tɕ ø ʔ ⁵³	kham1282	1741	30.00795	99.111944	198
2279	1_above	above	Jingpho	Jingpho_Jingpho	n³¹tsa̱³³	n.³¹.◦.ts.a̱.³³	n ³¹ + ts a̠ ³³	jing1260	1741	25.461826	97.329866	1765
2633	1_above	above	Zhaba	Qiangic_Zhaba	ʌ¹³tʂhɿ³³	ʌ.¹³.◦.tʂh.ɿ.³³	ʌ ¹³ + ʈʂʰ ɿ ³³	zhab1238	1741	30.538892	101.058397	2262
2711	1_above	above	MaerkangrGyalrong	rGyalrong_Maerkang	wu prɐi	w.u._.p.r.ɐ.i	w u + p r ɐ i	situ1238	1741	31.868614	102.295293	2290
3013	1_above	above	Xiahe	Tibetan_Xiahe	jan tɕhar	j.a.n._.tɕh.a.r	j a n + tɕʰ a r	amdo1237	1741	35.210549	102.524979	198
3373	1_above	above	Lisu	Loloish_Lisu	gɑ̱³¹si̱³³	g.ɑ̱.³¹.◦.s.i̱.³³	g ɑ̠ ³¹ + s i̠ ³³	lisu1250	1741	25.950046	98.848486	2668
3551	1_above	above	Bokar	Tani_Bokar	jan dap	j.a.n.+.d.a.p	j a n + d a p	boka1249	1741	27.554547	93.15717	198
4269	1_above	above	Khaling	Kiranti_Khaling	tuŋ	t.u.ŋ	t u ŋ	khal1275	1741	27.390595	87.510016	3493
4270	1_above	above	Limbu	Kiranti_Limbu	ɛtthaŋ	ɛ.t.th.a.ŋ	ɛ t tʰ a ŋ	limb1266	1741	27.272065	87.889909	20
4576	1_above	above	OldChinese	Sinitic_Old_Chinese	*daŋʔ-s	d.a.ŋ.ʔ.+.s	d a ŋ ʔ + s	oldc1244	1741	34.101745	108.777868	20
4865	1_above	above	OldBurmese	Burmish_Old_Burmese	ʔa◦thak	ʔ.a.◦.th.a.k	ʔ a + tʰ a k	oldb1235	1741	21.624974	97.126742	49
5154	1_above	above	WobziKhroskyabs	Khroskyabs_Wobzi	tʰɑ	tʰ.ɑ	tʰ ɑ	eree1240	1741	31.62758	101.427999	49
5404	1_above	above	Chepang	Chepang_Chepang	puh+ʔə	p.u.h.+.ʔ.ə	p u h + ʔ ə	chep1245	1741	27.785164	84.908801	3791
5646	1_above	above	Garo	Garo_Garo	sakao	s.a.k.a.o	s a k a o	garo1247	1741	25.504744	90.333226	3915
5955	1_above	above	Thulung	Kiranti_Thulung	ɖʌːla	ɖ.ʌː.l.a	ɖ ʌː l a	thul1246	1741	27.534944	87.609608	4050
6186	1_above	above	Thulung	Kiranti_Thulung	gele	g.e.l.e	g e l e	thul1246	1741	27.534944	87.609608	4111
6194	1_above	above	Hakha	Chin_Hakha	tsùŋ	ts.ù.ŋ	ts ù ŋ	haka1240	1741	22.870089	92.820021	744
6530	1_above	above	Bunan	TibetoKinauri_Bunan	jartok	j.a.r.t.o.k	j a r t o./o k	gahr1239	1741	32.554766	77.076283	198
6710	1_above	above	Byangsi	TibetoKinauri_Byangsi	jarto	j.a.r.t.o	j a r t o	byan1241	1741	29.583838	80.22309	198
6927	1_above	above	Rongpo	Tibeto_Kinauri_Rongpo	kaltʃo	k.a.l.tʃ.o	k a l tʃ o	rong1264	1741	30.530044	79.569987	461
7160	1_above	above	Kulung	Kiranti_Kulung	tɔ:ptɔ	t.ɔ:.p.t.ɔ	t ɔː p t ɔ	kulu1253	1741	27.690037	86.910944	612
7385	1_above	above	Bantawa	Kiranti_Bantawa	tsʰoŋ	tsʰ.o.ŋ	tsʰ o./o ŋ	bant1281	1741	27.117894	87.049995	744
8572	1_above	above	Atsi	Burmish_Atsi	tʰoʔ⁵⁵+mai²¹	tʰ.o.ʔ.⁵⁵.+.m.a.i.²¹	tʰ o./o ʔ ⁵⁵ + m a i ²¹	zaiw1241	1741	24.193367	97.806689	49
8646	1_above	above	Rangoon	Burmish_Rangoon	ɑ⁵³+tʰɛʔ	ɑ.⁵³.+.tʰ.ɛ.ʔ	ɑ ⁵³ + tʰ ɛ ʔ	nucl1310	1741	16.874207	96.190785	49
8674	1_above	above	Bola	Burmish_Bola	a³¹+tʰaʔ⁵⁵	a.³¹.+.tʰ.a.ʔ.⁵⁵	a ³¹ + tʰ a ʔ ⁵⁵	pela1242	1741	24.405004	98.234243	49
8735	1_above	above	Achang	Burmish_Achang	a³¹+lum³¹	a.³¹.+.l.u.m.³¹	a ³¹ + l u m ³¹	acha1249	1741	24.466605	97.89503	3049
8787	1_above	above	Maru	Burmish_Maru	tʰɔʔ⁵⁵+mɛ³¹	tʰ.ɔ.ʔ.⁵⁵.+.m.ɛ.³¹	tʰ ɔ ʔ ⁵⁵ + m ɛ ³¹	maru1249	1741	24.939981	99.83	49
9233	1_above	above	Bahing	Kiranti_Bahing	hati	h.a.t.i	h a t i	bahi1252	1741	27.309472	86.430334	2769
9701	1_above	above	Beijing	Sinitic_Beijing	ʂɑŋ⁵¹tʰou⁰	ʂ.ɑ.ŋ.⁵¹.tʰ.o.u.⁰	ʂ ɑ ŋ ⁵¹ tʰ o./o u ⁰	beij1235	1741	39.909056	116.397422	20
9702	1_above	above	Guangzhou	Sinitic_Guangzhou	sœŋ²²pin²²	s.œ.ŋ.²².p.i.n.²²	s œ ŋ ²² p i n ²²	guan1279	1741	23.131111	113.258099	20
9703	1_above	above	Chaozhou	Sinitic_Chaozhou	teŋ⁵³₃₅põĩ∼⁵⁵	t.e.ŋ.⁵³₃₅.p.õ.ĩ.∼.⁵⁵	t e ŋ ⁵³/³⁵ p õ ĩ ⁵⁵	chao1238	1741	23.657699	116.622317	1618
9704	1_above	above	Longgang	Sinitic_Longgang	taŋ³³kau³³	t.a.ŋ.³³.k.a.u.³³	t a ŋ ³³ k a u ³³	hakk1236	1741	22.725545	114.243825	1618
9705	1_above	above	Jieyang	Sinitic_Jieyang	teŋ³¹₃₅pãĩ∼⁵⁵	t.e.ŋ.³¹₃₅.p.ã.ĩ.∼.⁵⁵	t e ŋ ³¹/³⁵ p ã ĩ ⁵⁵	chao1239	1741	23.551122	116.373013	1618
9706	1_above	above	Xingning	Sinitic_Xingning	ʂɔŋ⁵⁵pɔɛ⁵³	ʂ.ɔ.ŋ.⁵⁵.p.ɔ.ɛ.⁵³	ʂ ɔ ŋ ⁵⁵ p ɔ ɛ ⁵³	hakk1236	1741	24.13674	115.732382	20
9707	1_above	above	Xingning	Sinitic_Xingning	hɔŋ⁵³	h.ɔ.ŋ.⁵³	h ɔ ŋ ⁵³	hakk1236	1741	24.13674	115.732382	1619
11064	1_above	above	Ukhrul	Naga_Ukhrul	kə+kan	k.ə.+.k.a.n	k ə + k a n	ukhr1238	1741	25.092617	94.37045	3313
11270	1_above	above	Hayu	Kiranti_Hayu	ani	a.n.i	a n i	wayu1241	1741	27.302102	86.099009	2156
11271	1_above	above	Hayu	Kiranti_Hayu	ani	a.n.i	a n i	wayu1241	1741	27.302102	86.099009	2156
11579	1_above	above	Tangut	Tangut	tɕhjaa	tɕh.jaa	tɕʰ j aː	tang1334	1741	38.477453	106.285383	10178
11863	1_above	above	Mikir	Karbi	angsong, athak; (one -- another) pangchap, pacherop.	a.ng.s.o.ng	a ng s o./o ng	karb1241	1741	25.735084	93.050494	0
3	2_all	all	OldTibetan	Tibetan_Old_Tibetan	tʰams.tɕad	tʰ.a.m.s.◦.tɕ.a.d	tʰ a m s + tɕ a d	clas1254	98	30.027852	91.158704	3682
4	2_all	all	Khaling	Kiranti_Khaling	kʰøle	kʰ.ø.l.e	kʰ ø l e	khal1275	98	27.390595	87.510016	1273
5	2_all	all	Limbu	Kiranti_Limbu	kak	k.a.k	k a k	limb1266	98	27.272065	87.889909	1320
6	2_all	all	Japhug	rGyalrong_Japhug	%tʰamtɕɤt	tʰ.a.m.tɕ.ɤ.t	tʰ a m tɕ ɤ t	japh1234	98	32.207076	101.957636	3682
7	2_all	all	Tangut	Tangut	zji¹	z.j.i.¹	z j i ¹	tang1334	98	38.477453	106.285383	0
962	2_all	all	Jingpho	Jingpho_Jingpho	ŋa³¹mă⁵⁵ŋa⁵¹	ŋ.a.³¹.◦.m.ă.⁵⁵.◦.ŋ.a.⁵¹	ŋ a ³¹ + m ă ⁵⁵ + ŋ a ⁵¹	jing1260	98	25.461826	97.329866	1274
1025	2_all	all	MotuoMenba	Bodic_Tshangla	tham tɕeʔ	th.a.m._.tɕ.e.ʔ	tʰ a m + tɕ e ʔ	tsha1245	98	29.325414	95.340883	3682
1151	2_all	all	Xiahe	Tibetan_Xiahe	ha no	h.a._.n.o	h a + n o	amdo1237	98	35.210549	102.524979	5662
1374	2_all	all	MaerkangrGyalrong	rGyalrong_Maerkang	kə tʃᴇt	k.ə._.tʃ.ᴇ.t	k ə + tʃ ᴇ/e t	situ1238	98	31.868614	102.295293	3969
1476	2_all	all	Lhasa	Tibetan_Lhasa	tshaŋ⁵⁵ma⁵⁵	tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵	tsʰ a ŋ ⁵⁵ + m a ⁵⁵	utsa1239	98	29.653441	91.171493	5663
1868	2_all	all	Daofu	rGyalrong_Daofu	thəm tɕɛ	th.ə.m._.tɕ.ɛ	tʰ ə m + tɕ ɛ	horp1240	98	30.975281	101.123742	3682
2051	2_all	all	Dulong	Nungic_Dulong	sɯ³¹nɑʔ⁵⁵	s.ɯ.³¹.◦.n.ɑ.ʔ.⁵⁵	s ɯ ³¹ + n ɑ ʔ ⁵⁵	drun1238	98	27.749017	98.691868	1276
2165	2_all	all	Batang	Tibetan_Batang	jø¹³tshɛʔ⁵³	j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³	j ø ¹³ + tsʰ ɛ ʔ ⁵³	kham1282	98	30.00795	99.111944	5664
2504	2_all	all	Lhasa	Tibetan_Lhasa	kaŋ¹³ka⁵⁵	k.a.ŋ.¹³.◦.k.a.⁵⁵	k a ŋ ¹³ + k a ⁵⁵	utsa1239	98	29.653441	91.171493	5665
2699	2_all	all	Zhaba	Qiangic_Zhaba	jo³³dzo⁵⁵	j.o.³³.◦.dz.o.⁵⁵	j o./o ³³ + dz o./o ⁵⁵	zhab1238	98	30.538892	101.058397	4514
3426	2_all	all	Lisu	Loloish_Lisu	hɑ̃³³ŋɑ̱³³ mɑ̱³³	h.ɑ̃.∼.³³.◦.ŋ.ɑ̱.³³._.m.ɑ̱.³³	h ɑ̃ ³³ + ŋ ɑ̠ ³³ + m ɑ̠ ³³	lisu1250	98	25.950046	98.848486	3683
3465	2_all	all	Bokar	Tani_Bokar	kə baŋ	k.ə._.b.a.ŋ	k ə + b a ŋ	boka1249	98	27.554547	93.15717	1321
3893	2_all	all	Alike	Tibetan_Alike	tshaŋ mæ	tsh.a.ŋ._.m.æ	tsʰ a ŋ + m æ	amdo1237	98	38.318508	92.839938	5663
4265	2_all	all	Japhug	rGyalrong_Japhug	lonmba	l.o.n.mb.a	l o./o n mb a	japh1234	98	32.207076	101.957636	1275
4577	2_all	all	OldChinese	Sinitic_Old_Chinese	*[b]rom	b.r.o.m	b r o./o m	oldc1244	98	34.101745	108.777868	1186
4578	2_all	all	OldChinese	Sinitic_Old_Chinese	*[g]ˤr[ə]m	gˤ.r.ə.m	gˤ r ə m	oldc1244	98	34.101745	108.777868	3684
4866	2_all	all	OldBurmese	Burmish_Old_Burmese	ʔa◦kun	ʔ.a.◦.k.u.n	ʔ a + k u n	oldb1235	98	21.624974	97.126742	3899
5155	2_all	all	WobziKhroskyabs	Khroskyabs_Wobzi	pâ	p.â	p â/a	eree1240	98	31.62758	101.427999	5037
5405	2_all	all	Chepang	Chepang_Chepang	dʒəm+bay	dʒ.ə.m.+.b.a.y	dʒ ə m + b a y	chep1245	98	27.785164	84.908801	5140
5406	2_all	all	Chepang	Chepang_Chepang	dʒu	dʒ.u	dʒ u	chep1245	98	27.785164	84.908801	5141
5647	2_all	all	Garo	Garo_Garo	bebak	b.e.b.a.k	b e b a k	garo1247	98	25.504744	90.333226	5308
5956	2_all	all	Thulung	Kiranti_Thulung	khotle	kh.o.t.l.e	kʰ o./o t l e	thul1246	98	27.534944	87.609608	1273
6195	2_all	all	Hakha	Chin_Hakha	zǎatêe	z.ǎa.t.êe	z ǎa/a t êe/eː	haka1240	98	22.870089	92.820021	5779
6678	2_all	all	Bunan	TibetoKinauri_Bunan	tsʰaŋi	tsʰ.a.ŋ.i	tsʰ a ŋ i	gahr1239	98	32.554766	77.076283	5663
6711	2_all	all	Byangsi	TibetoKinauri_Byangsi	lairi	l.a.i.r.i	l a i r i	byan1241	98	29.583838	80.22309	6208
6928	2_all	all	Rongpo	Tibeto_Kinauri_Rongpo	ruoko	r.u.o.k.o	r u o./o k o	rong1264	98	30.530044	79.569987	6209
6929	2_all	all	Rongpo	Tibeto_Kinauri_Rongpo	səb	s.ə.b	s ə b	rong1264	98	30.530044	79.569987	6207
7161	2_all	all	Kulung	Kiranti_Kulung	tɔ:tɔ	t.ɔ:.t.ɔ	t ɔː t ɔ	kulu1253	98	27.690037	86.910944	6288
7162	2_all	all	Kulung	Kiranti_Kulung	kʰɔ:lɔ	kʰ.ɔ:.l.ɔ	kʰ ɔː l ɔ	kulu1253	98	27.690037	86.910944	1273
7386	2_all	all	Bantawa	Kiranti_Bantawa	dzamməj	dz.a.m.m.ə.j	dz a m m ə j	bant1281	98	27.117894	87.049995	6522
7619	2_all	all	Achang	Burmish_Achang	pʐa⁵⁵+pʐa⁵⁵	p.ʐ.a.⁵⁵.+.p.ʐ.a.⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	acha1249	98	24.466605	97.89503	8001
7621	2_all	all	Lashi	Burmish_Lashi	pan³¹+ʃɔ̰ʔ⁵⁵	p.a.n.³¹.+.ʃ.ɔ̰.ʔ.⁵⁵	p a n ³¹ + ʃ ɔ̰ ʔ ⁵⁵	lash1243	98	24.111512	98.311333	8003
7622	2_all	all	Maru	Burmish_Maru	pəŋ³¹+ʃɔʔ⁵⁵	p.ə.ŋ.³¹.+.ʃ.ɔ.ʔ.⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	maru1249	98	24.939981	99.83	8003
7623	2_all	all	Xiandao	Burmish_Xiandao	cʰot⁵⁵	cʰ.o.t.⁵⁵	cʰ o./o t ⁵⁵	xian1249	98	24.494153	97.753173	8004
7624	2_all	all	Atsi	Burmish_Atsi	lṵŋ⁵⁵+la̰ŋ⁵⁵	l.ṵ.ŋ.⁵⁵.+.l.a̰.ŋ.⁵⁵	l ṵ ŋ ⁵⁵ + l a̰ ŋ ⁵⁵	zaiw1241	98	24.193367	97.806689	8005
7625	2_all	all	Bola	Burmish_Bola	a³¹+la̰p⁵⁵	a.³¹.+.l.a̰.p.⁵⁵	a ³¹ + l a̰ p ⁵⁵	pela1242	98	24.405004	98.234243	8006
8262	2_all	all	Rangoon	Burmish_Rangoon	m̥ɑ̃∼²²+tθɑ⁵³+m̥jɑ⁵³	m̥.ɑ̃.∼.²².+.tθ.ɑ.⁵³.+.m̥.j.ɑ.⁵³	m̥ ɑ̃ ²² + tθ ɑ ⁵³ + m̥ j ɑ ⁵³	nucl1310	98	16.874207	96.190785	8340
9228	2_all	all	OldTibetan	Tibetan_Old_Tibetan	kun	k.u.n	k u n	clas1254	98	30.027852	91.158704	3899
11608	2_all	all	Tangut	Tangut	zji	z.ji	z j i	tang1334	98	38.477453	106.285383	0
11625	2_all	all	Tangut	Tangut	rjur	r.ju.r	r j u r	tang1334	98	38.477453	106.285383	0
11901	2_all	all	Mikir	Karbi	kedo kave, kedoan, angse, anta, arpum, and badu(-ta, -ba-dang), lajok(ta), majok, rongisi, -tame, -rep, -phrong,; humilipi [...]	th.ài	tʰ ài	karb1241	98	25.735084	93.050494	0
8	5_bad	bad	OldTibetan	Tibetan_Old_Tibetan	ŋan	ŋ.a.n	ŋ a n	clas1254	1292	30.027852	91.158704	245
9	5_bad	bad	Japhug	rGyalrong_Japhug	%ŋɤn	ŋ.ɤ.n	ŋ ɤ n	japh1234	1292	32.207076	101.957636	245
999	5_bad	bad	Jingpho	Jingpho_Jingpho	then³¹	th.e.n.³¹	tʰ e n ³¹	jing1260	1292	25.461826	97.329866	486
1055	5_bad	bad	MotuoMenba	Bodic_Tshangla	duk pin	d.u.k._.p.i.n	d u k + p i n	tsha1245	1292	29.325414	95.340883	579
1065	5_bad	bad	Yidu	Deng_Yidu	e⁵⁵lieŋ⁵⁵	e.⁵⁵.◦.l.i.e.ŋ.⁵⁵	e ⁵⁵ + l i e ŋ ⁵⁵	idum1241	1292	29.448172	95.650179	606
1415	5_bad	bad	MaerkangrGyalrong	rGyalrong_Maerkang	mɑ kə snɑ	m.ɑ._.k.ə._.s.n.ɑ	m ɑ + k ə + s n ɑ	situ1238	1292	31.868614	102.295293	999
