ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NOTES,LOAN
EBBumthang-143_nine-1,Bumthang_28,EBBumthang,143_nine,dogo,do+go,,,vanDriem2015,,,,,,
OldTibetan-143_nine-1,OldTibetan_5857,OldTibetan,143_nine,dgu,d.g.u,,,Huang1992,24,,,,,FALSE
Japhug-143_nine-1,Japhug_5848,Japhug,143_nine,kɯngɯt,k.ɯ.n.g.ɯ.t,,,Jacques2015b,24,,,,,FALSE
Xiahe-143_nine-1,Xiahe_v2_627,Xiahe,143_nine,gə,g.ə,,,Huang1992,24,,,,,FALSE
Jingpho-143_nine-1,Jingpho_5849,Jingpho,143_nine,tʃă³¹khu³¹|,tʃ.ă.³¹.◦.kh.u.³¹,,,Huang1992,24,,,,,FALSE
Lhasa-143_nine-1,Lhasa_5863,Lhasa,143_nine,ku¹³,k.u.¹³,,,Huang1992,24,,,,,FALSE
Batang-143_nine-1,Batang_5862,Batang,143_nine,gᴜ⁵³,g.ᴜ.⁵³,,,Huang1992,24,,,,,FALSE
Dulong-143_nine-1,Dulong_5845,Dulong,143_nine,dɯ³¹gɯ⁵³|,d.ɯ.³¹.+.g.ɯ.⁵³,,,Huang1992,24,,,,,FALSE
Zhaba-143_nine-1,Zhaba_5868,Zhaba,143_nine,ngʌ¹³,n.g.ʌ.¹³,,,Huang1992,24,,,,,FALSE
DarangTaraon-143_nine-1,DarangTaraon_5844,DarangTaraon,143_nine,kɑ³¹ȵɯŋ⁵⁵,k.ɑ.³¹.◦.ȵ.ɯ.ŋ.⁵⁵,,,Huang1992,487,,,,,FALSE
Maerkang-143_nine-1,MaerkangrGyalrong_v2_2875,Maerkang,143_nine,kə ngu,k.ə._.n.g.u,,,Huang1992,24,,,,,FALSE
Lisu-143_nine-1,Lisu_5852,Lisu,143_nine,ku̱³³,k.u̱.³³,,,Huang1992,24,,,,,FALSE
TaniBokar-143_nine-1,Bokar_5840,TaniBokar,143_nine,ko noŋ|,k.o.+.n.o.ŋ,,,Huang1992,487,,,,,FALSE
Daofu-143_nine-1,Daofu_v2_3550,Daofu,143_nine,ngə,n.g.ə,,,Huang1992,24,,,,,FALSE
Alike-143_nine-1,Alike_5861,Alike,143_nine,rgə,r.g.ə,,,Huang1992,24,,,,,FALSE
Yidu-143_nine-1,Yidu_5867,Yidu,143_nine,kɯ⁵⁵ȵi⁵⁵|,k.ɯ.⁵⁵.◦.ȵ.i.⁵⁵,,,Huang1992,487,,,,,FALSE
TshMotuoMenba-143_nine-1,MotuoMenba_5854,TshMotuoMenba,143_nine,gu,g.u,,,Huang1992,24,,,,,FALSE
OldChinese-143_nine-1,OldChinese_5856,OldChinese,143_nine,*[k]uʔ,k.u.ʔ,,,Baxter2014,24,,,,,FALSE
OldBurmese-143_nine-1,OldBurmese_5855,OldBurmese,143_nine,kuiwḥ,k.ui.w.ḥ,,,Hill2017,24,,,,,FALSE
WobziKhroskyabs-143_nine-1,WobziKhroskyabs_5865,WobziKhroskyabs,143_nine,ŋgə̂,ŋ.g.ə̂,,,Lai2017,24,,,,,FALSE
Garo-143_nine-1,Garo_5846,Garo,143_nine,sku,s.k.u,,,Burling2003,24,,,,,FALSE
Thulung-143_nine-1,Thulung_5860,Thulung,143_nine,gu,g.u,,,Allen1975,24,,,,,FALSE
Hakha-143_nine-1,Hakha_5847,Hakha,143_nine,pakuâ,p.a.k.u.â,,,VanBik2014,24,,,,,FALSE
Bunan-143_nine-1,Bunan_5841,Bunan,143_nine,gu,g.u,,,Widmer2014,24,,,,,FALSE
Byangsi-143_nine-1,Byangsi_5842,Byangsi,143_nine,gui,g.u.i,,,Sharma2003a,24,,,,,FALSE
Rongpo-143_nine-1,Rongpo_v2_6968,Rongpo,143_nine,nɔ,n.ɔ,,,Sharma2003,487,,,,,TRUE
Kulung-143_nine-1,Kulung_5850,Kulung,143_nine,bɔ:tʃi,b.ɔ:.tʃ.i,,,Tolsma1999,634,,,,,FALSE
Bantawa-143_nine-1,Bantawa_v2_7518,Bantawa,143_nine,nu+ka,n.u.+.k.a,,,Jongens2009,487,,,,,FALSE
Rangoon-143_nine-1,Rangoon_5858,Rangoon,143_nine,ko⁵⁵,k.o.⁵⁵,,,Huang1992 Hill2017,24,,,,,FALSE
Achang-143_nine-1,Achang_5838,Achang,143_nine,kau³¹,k.a.u.³¹,,,Huang1992 Hill2017,24,,,,,FALSE
Atsi-143_nine-1,Atsi_v2_8923,Atsi,143_nine,kau²¹,k.a.u.²¹,,,Huang1992 Hill2017,24,,,,,FALSE
Bola-143_nine-1,Bola_v2_8924,Bola,143_nine,kau³¹,k.a.u.³¹,,,Huang1992 Hill2017,24,,,,,FALSE
Lashi-143_nine-1,Lashi_5851,Lashi,143_nine,kou³³,k.o.u.³³,,,Huang1992 Hill2017,24,,,,,FALSE
Maru-143_nine-1,Maru_v2_8926,Maru,143_nine,kuk³¹,k.u.k.³¹,,,Huang1992 Hill2017,24,,,,,FALSE
Xiandao-143_nine-1,Xiandao_v2_8927,Xiandao,143_nine,kau³¹,k.a.u.³¹,,,Huang1992 Hill2017,24,,,,,FALSE
Bahing-143_nine-1,Bahing_v2_9259,Bahing,143_nine,gʱø,gʱ.ø,,,Michailovsky1989,24,,,,,FALSE
Beijing-143_nine-1,Beijing_5839,Beijing,143_nine,tɕiou²¹⁴,tɕ.i.o.u.²¹⁴,,,Lai2017FN,24,,,,,FALSE
Guangzhou-143_nine-1,Guangzhou_v2_9931,Guangzhou,143_nine,kɐu³⁵,k.ɐ.u.³⁵,,,Lai2017FN,24,,,,,FALSE
Chaozhou-143_nine-1,Chaozhou_5843,Chaozhou,143_nine,kau⁵³,k.a.u.⁵³,,,Lai2017FN,24,,,,,FALSE
Longgang-143_nine-1,Longgang_v2_9933,Longgang,143_nine,kiu³²,k.i.u.³²,,,Lai2017FN,24,,,,,FALSE
Jieyang-143_nine-1,Jieyang_v2_9934,Jieyang,143_nine,kau³¹,k.a.u.³¹,,,Lai2017FN,24,,,,,FALSE
Xingning-143_nine-1,Xingning_5866,Xingning,143_nine,kiu²¹,k.i.u.²¹,,,Lai2017FN,24,,,,,FALSE
Ukhrul-143_nine-1,Ukhrul_5864,Ukhrul,143_nine,ci+ko,c.i.+.k.o,,,Mortensen2012,24,,,,,FALSE
Tangut-143_nine-1,Tangut_5859,Tangut,143_nine,gjɨɨ/ɨː,g.j.ɨɨ/ɨː,,,Li1997,24,,,,,FALSE
KarbiMikir-143_nine-1,Mikir_5853,KarbiMikir,143_nine,sirkep,s.i.r.k.ē.p,,,Walker1925 KonnerthFC GruessnerNoDate,10415,,,,,FALSE
MishmiKaman-143_nine-1,Kaman_226877,MishmiKaman,143_nine,nɑn⁵⁵ mu⁵³,nɑn⁵⁵ mu⁵³,,,Sun1991,,,,,,
KBEastPuroikSoja-143_nine-1,easternpuroik_98,KBEastPuroikSoja,143_nine,doongye’,dɔnŋ+gje,,,RS09,,,,,,
KBEastPuroikRemsangpuia-143_nine-1,easternpuroik_143,KBEastPuroikRemsangpuia,143_nine,dɔŋge,dɔŋ+ge,,,Remsangpuia2008,,,,,,
KBEastPuroikSun-143_nine-1,puroik_226879,KBEastPuroikSun,143_nine,dɔŋ³³ gɛʴ⁵³,dɔŋ³³+gɛʴ⁵³,,,Sun1991,,,,,,
TaniGalo-144_thenit-1,Galo_182,TaniGalo,144_thenit,riiL,riː51,,,Post07,,,,,*rɨ,
EBKhengkha-144_thenit-1,Khengkha_215,EBKhengkha,144_thenit,te,te,,,AandY1996,,,,,,
EBMamaCuonaMenba-144_thenit-1,MamaCuonaMenba_363,EBMamaCuonaMenba,144_thenit,ʂu˥˧,ʂu53,,,Lu1986,,,,,,
EBWenlangCuonaMenba-144_thenit-1,WenlangCuonaMenba_364,EBWenlangCuonaMenba,144_thenit,ʂu˥,ʂu55,,,Lu1986,,,,,,
KBWestPuroikLieberherr-144_thenit-1,BuluPuroik_v22524,KBWestPuroikLieberherr,144_thenit,ʃiʔ+wɛː,ʃiʔ+wɛː,,,TB,,,,,,FALSE
KBWKhispi-144_thenit-1,Khispi_v22525,KBWKhispi,144_thenit,hek+saŋ,hek+saŋ,,,TB,,,,,,FALSE
KBWDuhumbi-144_thenit-1,Duhumbi_v22526,KBWDuhumbi,144_thenit,hes+kaŋ,hes+kaŋ,,,TB,,,,,,FALSE
TshBhutanTshangla-144_thenit-1,BhutanTshangla_v22527,TshBhutanTshangla,144_thenit,dʑis+kaŋ,dʑis+kaŋ,,,TB,,,,,,FALSE
Kusunda-144_thenit-1,KusundaK_,Kusunda,144_thenit,ʤɔ̃ː.ɔk,ʤɔ̃ː.ɔk,,,Bodt2019b,0,,,,,FALSE
EBBumthang-144_thenit-1,Bumthang_184,EBBumthang,144_thenit,ɕɛk+gi+kʰau+te,ɕɛk+gi+kʰau+te,,,TB,,,,,,
Jingpho-144_thenit-1,Jingpho_v2_825,Jingpho,144_thenit,tsi̱ʔ⁵⁵ʒu³¹,ts.i̱.ʔ.⁵⁵.◦.ʒ.u.³¹,,,Huang1992,190,,,,,FALSE
TshMotuoMenba-144_thenit-1,MotuoMenba_v2_877,TshMotuoMenba,144_thenit,dʑik taŋ,dʑ.i.k._.t.a.ŋ,,,Huang1992,273,,,,,FALSE
Daofu-144_thenit-1,Daofu_v2_1618,Daofu,144_thenit,ɕə,ɕ.ə,,,Huang1992,190,,,,,FALSE
Dulong-144_thenit-1,Dulong_v2_1853,Dulong,144_thenit,ɕiʔ⁵⁵lɯm⁵³,ɕ.i.ʔ.⁵⁵.+.l.ɯ.m.⁵³,,,Huang1992,1343,,,,,FALSE
Maerkang-144_thenit-1,MaerkangrGyalrong_v2_1982,Maerkang,144_thenit,ndʒə ru,n.dʒ.ə._.r.u,,,Huang1992,190,,,,,FALSE
Lisu-144_thenit-1,Lisu_v2_2039,Lisu,144_thenit,o⁵⁵pu⁵⁵,x.ɯ̱.³³.f.u̱.³³,,,Huang1992,2763,,,,,FALSE
Batang-144_thenit-1,Batang_v2_2364,Batang,144_thenit,sɪ⁵⁵mɑʔ⁵³,s.ɪ.⁵⁵.◦.m.ɑ.ʔ.⁵³,,,Huang1992,190,,,,,FALSE
Zhaba-144_thenit-1,Zhaba_v2_2532,Zhaba,144_thenit,sʌ³³tsi⁵⁵,s.ʌ.³³.◦.ts.i.⁵⁵,,,Huang1992,3466,,,,,FALSE
DarangTaraon-144_thenit-1,DarangTaraon_v2_2581,DarangTaraon,144_thenit,tshɑɯ⁵³xɑ³¹ɹɑɯ⁵⁵,tsh.ɑ.ɯ.⁵³.◦.x.ɑ.³¹.◦.ɹ.ɑ.ɯ.⁵⁵,,,Huang1992,2506,,,,,FALSE
Lhasa-144_thenit-1,Lhasa_v2_2831,Lhasa,144_thenit,tʂo⁵⁵ma⁵⁵,tʂ.o.⁵⁵.◦.m.a.⁵⁵,,,Huang1992,190,,,,,FALSE
Xiahe-144_thenit-1,Xiahe_v2_2916,Xiahe,144_thenit,ʂo mo,ʂ.o._.m.o,,,Huang1992,190,,,,,FALSE
TaniBokar-144_thenit-1,Bokar_v2_3313,TaniBokar,144_thenit,jɯk rɯː,j.ɯ.k.+.r.ɯː,,,Huang1992,190,,,,,FALSE
Alike-144_thenit-1,Alike_v2_3705,Alike,144_thenit,ʂo maŋ,ʂ.o._.m.a.ŋ,,,Huang1992,190,,,,,FALSE
Yidu-144_thenit-1,Yidu_v2_3835,Yidu,144_thenit,tʂhu³¹li⁵³,ʈʂʰ.u.³¹.◦.l.i.⁵³,,,Huang1992,2907,,,,,FALSE
Japhug-144_thenit-1,Japhug_v2_4247,Japhug,144_thenit,ndʑrɯ,ndʑ.r.ɯ,,,Jacques2015b,190,,,,,FALSE
Khaling-144_thenit-1,Khaling_v2_4568,Khaling,144_thenit,serti,s.e.r.t.i,,,Jacques2017FN,3610,,,,,FALSE
Limbu-144_thenit-1,Limbu_v2_4569,Limbu,144_thenit,siˀdhiːmba,s.iˀ.d.h.iː.m.b.a,,,Jacques2017FN,1343,,,,,FALSE
WobziKhroskyabs-144_thenit-1,WobziKhroskyabs_v2_5296,WobziKhroskyabs,144_thenit,srə́,s.r.ə́,,,Lai2017,190,,,,,FALSE
OldTibetan-144_thenit-1,OldTibetan_v2_5928,OldTibetan,144_thenit,sro+ma,s.r.o.+.m.a,,,Huang1992,190,,,,,FALSE
Bunan-144_thenit-1,Bunan_v2_6645,Bunan,144_thenit,ʂutsi,ʂ.u.ts.i,,,Widmer2014,190,,,,,FALSE
Xiandao-144_thenit-1,Xiandao_v2_8458,Xiandao,144_thenit,ʂan³¹+u³¹,ʂ.a.n.³¹.+.u.³¹,,,Huang1992 Hill2017,1155,,,,,FALSE
Lashi-144_thenit-1,Lashi_v2_8471,Lashi,144_thenit,ʃɛ̰n⁵⁵+u⁵³,ʃ.ɛ̰.n.⁵⁵.+.u.⁵³,,,Huang1992 Hill2017,1155,,,,,FALSE
Bola-144_thenit-1,Bola_v2_8505,Bola,144_thenit,ʃɔn³⁵+ṵ³⁵,ʃ.ɔ.n.³⁵.+.ṵ.³⁵,,,Huang1992 Hill2017,1155,,,,,FALSE
Achang-144_thenit-1,Achang_v2_8582,Achang,144_thenit,ʂan³¹+uʔ³¹,ʂ.a.n.³¹.+.u.ʔ.³¹,,,Huang1992 Hill2017,1155,,,,,FALSE
Maru-144_thenit-1,Maru_v2_8633,Maru,144_thenit,ʃiŋ³⁵+a̰u⁵⁵,ʃ.i.ŋ.³⁵.+.a̰.u.⁵⁵,,,Huang1992 Hill2017,1155,,,,,FALSE
Rangoon-144_thenit-1,Rangoon_v2_8649,Rangoon,144_thenit,tθɑ̃∼⁵⁵+u⁵³,tθ.ɑ̃.∼.⁵⁵.+.u.⁵³,,,Huang1992 Hill2017,1155,,,,,FALSE
Atsi-144_thenit-1,Atsi_v2_8699,Atsi,144_thenit,ʃin²¹+u⁵⁵,ʃ.i.n.²¹.+.u.⁵⁵,,,Huang1992 Hill2017,1155,,,,,FALSE
Tangut-144_thenit-1,Tangut_v2_11596,Tangut,144_thenit,ɕju.,ɕ.ju.,,,Li1997,190,,,,,FALSE
MishmiKaman-144_thenit-1,Kaman_188321,MishmiKaman,144_thenit,săl⁵³ sit⁵⁵,săl⁵³ sit⁵⁵,,,Sun1991,,,,,,
KBEastPuroikRemsangpuia-144_thenit-1,easternpuroik_144,KBEastPuroikRemsangpuia,144_thenit,pɯmji,pɯ+mji,,,Remsangpuia2008,,,,,,
TshDirangTshangla-145_noon-1,DirangTshangla_216,TshDirangTshangla,145_noon,je+naŋ,je+naŋ,,,TB,,,,,,
TaniGalo-145_noon-1,Galo_171,TaniGalo,145_noon,kozò,ko+zo51,,,Post07,,,,,Ø,
EBDzalakha-145_noon-1,Dzalakha_145,EBDzalakha,145_noon,’lanye,la55+ɲe,,,DDC2017,,,,,,
KBWanghoBugun-145_noon-1,WanghoBugun_381,KBWanghoBugun,145_noon,haŋlituwa,haŋ+li+tu+wa,,,Abraham2018,,,,, ,
KBBichomBugun-145_noon-1,BichomBugun_382,KBBichomBugun,145_noon,hanai,ha+nai,,,Abraham2018,,,,, ,
KBSingchungBugun-145_noon-1,SingchungBugun_383,KBSingchungBugun,145_noon,ləthuŋa,lə+tʰu+ŋa,,,Abraham2018,,,,, ,
KBKaspiBugun-145_noon-1,KaspiBugun_384,KBKaspiBugun,145_noon,hanai,ha+nai,,,Abraham2018,,,,, ,
KBNamphriBugun-145_noon-1,NamphriBugun_385,KBNamphriBugun,145_noon,luthua,lu+tʰua,,,Abraham2018,,,,, ,
EBMamaCuonaMenba-145_noon-1,MamaCuonaMenba_341,EBMamaCuonaMenba,145_noon,ȵin˧˥kuŋ˥,ȵin35kuŋ55,,,Lu1986,,,,,,
EBWenlangCuonaMenba-145_noon-1,WenlangCuonaMenba_342,EBWenlangCuonaMenba,145_noon,ȵin˧˥~ʑuŋ˧˥kɑ˥,ȵin35,,,Lu1986,,,,,,
KBWestPuroikLieberherr-145_noon-1,BuluPuroik_5869,KBWestPuroikLieberherr,145_noon,anii.ʦoN,anii.tsoŋ,,,TB,871,,,,,FALSE
KBDikhyangBugun-145_noon-1,DikhyangBugun_5870,KBDikhyangBugun,145_noon,ha.nɛŋ,ha.nɛŋ,,,TB,445,,,,,FALSE
KBWKhispi-145_noon-1,Khispi_5871,KBWKhispi,145_noon,bus.tan,bus.tan,,,TB,3685,,,,,FALSE
KBWDuhumbi-145_noon-1,Duhumbi_5872,KBWDuhumbi,145_noon,bis.tan,bis.tan,,,TB,3685,,,,,FALSE
KBWKhoina-145_noon-1,Khoina_5873,KBWKhoina,145_noon,ha.tɑ̃,ha.tɑ̃,,,TB,3685,,,,,FALSE
KBWJerigaon-145_noon-1,Jerigaon_5874,KBWJerigaon,145_noon,ha.tã,ha.tã,,,TB,3685,,,,,FALSE
KBWKhoitam-145_noon-1,Khoitam_5875,KBWKhoitam,145_noon,ha.tɔ̃,ha.tɔ̃,,,TB,3685,,,,,FALSE
KBWRahung-145_noon-1,Rahung_5876,KBWRahung,145_noon,ha.tɔ̃,ha.tɔ̃,,,TB,3685,,,,,FALSE
KBWRupa-145_noon-1,Rupa_5877,KBWRupa,145_noon,ha.tɔ̃,ha.tɔ̃,,,TB,3685,,,,,FALSE
KBWShergaon-145_noon-1,Shergaon_5878,KBWShergaon,145_noon,ha.tɔ̃,ha.tɔ̃,,,TB,3685,,,,,FALSE
TshBhutanTshangla-145_noon-1,BhutanTshangla_5879,TshBhutanTshangla,145_noon,je+naŋ,je+naŋ,,,TB,445,,,,,FALSE
Kusunda-145_noon-1,KusundaK_5880,Kusunda,145_noon,ɔ̃ː.ʦaː,ɔ̃ː.ʦaː,,,Bodt2019b,875,,,,,FALSE
HruNamreiBisai-145_noon-1,NamreiBisai_30,HruNamreiBisai,145_noon,məgəlobom,mə+gə+lo+bom,,,Abraham2018,,,,,,
HruNamreiNabolang-145_noon-1,NamreiNabolang_30,HruNamreiNabolang,145_noon,məgəlou,mə+gə+lou,,,Abraham2018,,,,,,
HruHrusoAkaJamiri-145_noon-1,HrusoAkaJamiri_30,HruHrusoAkaJamiri,145_noon,xumdʒu,xum+dʒu,,,Abraham2018,,,,,,
HruBangru-145_noon-1,Bangru_30,HruBangru,145_noon,dʒəprɔː,dʒə+prɔː,,,TB,,,,,,
HruDammaiDibin-145_noon-1,DammaiDibin_30,HruDammaiDibin,145_noon,agəluluŋ,a+gə+lu+luŋ,,,Abraham2018,,,,,,
HruMijiNafra-145_noon-1,MijiNafra_30,HruMijiNafra,145_noon,mogolu,mo+go+lu,,,Abraham2018,,,,,,
HruDammaiRurang-145_noon-1,DammaiRurang_30,HruDammaiRurang,145_noon,məgəlou,mə+gə+lou,,,Abraham2018,,,,,,
EBBumthang-145_noon-1,Bumthang_185,EBBumthang,145_noon,nɛn+ɖa,nɛn+ɖa,,,TB,,,,,,
Jingpho-145_noon-1,Jingpho_5893,Jingpho,145_noon,ʃă³¹ni⁵⁵ kă³¹a³³,ʃ.ă.³¹.◦.n.i.⁵⁵._.k.ă.³¹.◦.a.³³,,,Huang1992,3477,,,,,FALSE
TshMotuoMenba-145_noon-1,MotuoMenba_5899,TshMotuoMenba,145_noon,ŋam je naŋ,ŋ.a.m._.j.e._.n.a.ŋ,,,Huang1992,445,,,,,FALSE
Maerkang-145_noon-1,MaerkangrGyalrong_v2_1324,Maerkang,145_noon,sɐk sə,s.ɐ.k._.s.ə,,,Huang1992,936,,,,,FALSE
Maerkang-145_noon-2,MaerkangrGyalrong_v2_1325,Maerkang,145_noon,tə mtso,t.ə._.m.ts.o,,,Huang1992,937,,,,,FALSE
Daofu-145_noon-1,Daofu_v2_1791,Daofu,145_noon,sȵə xcçən,s.ȵ.ə.+.x.cç.ə.n,,,Huang1992,1318,,,,,TRUE
Dulong-145_noon-1,Dulong_5888,Dulong,145_noon,nɑm⁵³ɑ³¹duŋ⁵³,n.ɑ.m.⁵³.+.ɑ.³¹.+.d.u.ŋ.⁵³,,,Huang1992,1283,,,,,FALSE
Batang-145_noon-1,Batang_5907,Batang,145_noon,ȵĩ¹³ŋgu⁵⁵,ȵ.ĩ.∼.¹³.◦.ŋg.u.⁵⁵,,,Huang1992,2218,,,,,FALSE
Zhaba-145_noon-1,Zhaba_5913,Zhaba,145_noon,ʂȵʌ¹³ʑu¹³,ʂ.ȵ.ʌ.¹³.◦.ʑ.u.¹³,,,Huang1992,2267,,,,,FALSE
DarangTaraon-145_noon-1,DarangTaraon_5887,DarangTaraon,145_noon,n̥n⁵³thɯ³¹boŋ³⁵,n̥.n.⁵³.◦.th.ɯ.³¹.◦.b.o.ŋ.³⁵,,,Huang1992,2278,,,,,FALSE
Xiahe-145_noon-1,Xiahe_v2_3017,Xiahe,145_noon,tʂe dʑa,tʂ.e._.dʑ.a,,,Huang1992,2458,,,,,FALSE
Lisu-145_noon-1,Lisu_5896,Lisu,145_noon,mo̱³¹lo³³ko³³,m.o̱.³¹.◦.l.o.³³.◦.k.o.³³,,,Huang1992,2671,,,,,FALSE
TaniBokar-145_noon-1,Bokar_5883,TaniBokar,145_noon,loŋ goŋ,l.o.ŋ.+.g.o.ŋ,,,Huang1992,2687,,,,,FALSE
Lhasa-145_noon-1,Lhasa_5908,Lhasa,145_noon,ȵĩ¹³kuŋ⁵⁵,ȵ.ĩ.∼.¹³.◦.k.u.ŋ.⁵⁵,,,Huang1992,1143,,,,,FALSE
Alike-145_noon-1,Alike_5906,Alike,145_noon,ȵə ma koŋ,ȵ.ə._.m.a._.k.o.ŋ,,,Huang1992,1143,,,,,FALSE
Yidu-145_noon-1,Yidu_5912,Yidu,145_noon,ȵi⁵⁵boŋ⁵⁵mɑ⁵⁵,ȵ.i.⁵⁵.◦.b.o.ŋ.⁵⁵.◦.m.ɑ.⁵⁵,,,Huang1992,2278,,,,,FALSE
Japhug-145_noon-1,Japhug_5891,Japhug,145_noon,sŋɯχcɤl,s.ŋ.ɯ.χ.c.ɤ.l,,,Jacques2015b,1318,,,,,TRUE
Limbu-145_noon-1,Limbu_5895,Limbu,145_noon,lɛn,l.ɛ.n,,,Jacques2017FN,3569,,,,,FALSE
OldChinese-145_noon-1,OldChinese_5902,OldChinese,145_noon,*[m].qʰˤaʔ,m.+.qʰˤ.a.ʔ,,,Baxter2014,1683,,,,,FALSE
OldBurmese-145_noon-1,OldBurmese_5900,OldBurmese,145_noon,mo₁nḥ◦tañʔ,m.o₁.n.ḥ.◦.t.a.ñ.ʔ,,,Hill2017,3685,,,,,FALSE
OldBurmese-145_noon-2,OldBurmese_5901,OldBurmese,145_noon,nijʔ◦lañ,n.i.j.ʔ.◦.l.a.ñ,,,Hill2017,3686,,,,,FALSE
Japhug-145_noon-2,Japhug_5892,Japhug,145_noon,saχsɯ,s.a.χ.s.ɯ,,,Jacques2015b,936,,,,,FALSE
WobziKhroskyabs-145_noon-1,WobziKhroskyabs_5910,WobziKhroskyabs,145_noon,mtsæ̂r,m.ts.æ̂.r,,,Lai2017,3764,,,,,FALSE
Garo-145_noon-1,Garo_5889,Garo,145_noon,saljatchi,s.a.l.j.a.t.ch.i,,,Burling2003,3984,,,,,FALSE
Thulung-145_noon-1,Thulung_5905,Thulung,145_noon,nemphu,n.e.m.ph.u,,,Allen1975,4063,,,,,FALSE
Hakha-145_noon-1,Hakha_5890,Hakha,145_noon,tshǔun,tsh.ǔu.n,,,VanBik2014,25,,,,,FALSE
Bunan-145_noon-1,Bunan_5884,Bunan,145_noon,nimapʰet,n.i.m.a.pʰ.e.t,,,Widmer2014,256,,,,,TRUE
Byangsi-145_noon-1,Byangsi_5885,Byangsi,145_noon,n̺isɛ,n̺.i.s.ɛ,,,Sharma2003a,356,,,,,FALSE
Rongpo-145_noon-1,Rongpo_v2_6969,Rongpo,145_noon,phjɛniŋ,ph.j.ɛ.n.i.ŋ,,,Sharma2003,488,,,,,FALSE
Atsi-145_noon-1,Atsi_v2_8436,Atsi,145_noon,ŋji⁵⁵+kuŋ⁵¹+tṵ²¹,ŋ.j.i.⁵⁵.+.k.u.ŋ.⁵¹.+.t.ṵ.²¹,,,Huang1992 Hill2017,1143,,,,,FALSE
Lashi-145_noon-1,Lashi_5894,Lashi,145_noon,ŋjei⁵⁵+kuŋ³¹,ŋ.j.e.i.⁵⁵.+.k.u.ŋ.³¹,,,Huang1992 Hill2017,1143,,,,,FALSE
Xiandao-145_noon-1,Xiandao_v2_8643,Xiandao,145_noon,cɔ⁵⁵+cɔ³¹+jɔʔ³⁵,c.ɔ.⁵⁵.+.c.ɔ.³¹.+.j.ɔ.ʔ.³⁵,,,Huang1992 Hill2017,1224,,,,,FALSE
Bola-145_noon-1,Bola_v2_8683,Bola,145_noon,ŋji³⁵+kauŋ³¹+tṵ⁵⁵,ŋ.j.i.³⁵.+.k.a.u.ŋ.³¹.+.t.ṵ.⁵⁵,,,Huang1992 Hill2017,1143,,,,,FALSE
Rangoon-145_noon-1,Rangoon_5903,Rangoon,145_noon,ne⁵³+lɛ²²+pɑ̃i∼⁵⁵,n.e.⁵³.+.l.ɛ.²².+.p.ɑ̃.i.∼.⁵⁵,,,Huang1992 Hill2017,1242,,,,,FALSE
Achang-145_noon-1,Achang_5881,Achang,145_noon,ni³¹+kuŋ⁵⁵,n.i.³¹.+.k.u.ŋ.⁵⁵,,,Huang1992 Hill2017,1143,,,,,FALSE
Maru-145_noon-1,Maru_v2_8801,Maru,145_noon,na⁵⁵+kauŋ³⁵,n.a.⁵⁵.+.k.a.u.ŋ.³⁵,,,Huang1992 Hill2017,1143,,,,,FALSE
Lushai-145_noon-1,Lushai_5897,Lushai,145_noon,tʃʰûnlai,tʃʰ.û.n.l.a.i,,,Lorrain1940,25,,,,,FALSE
Beijing-145_noon-1,Beijing_5882,Beijing,145_noon,ʂɑŋ²¹⁴₂₁xuɔ⁰,ʂ.ɑ.ŋ.²¹⁴₂₁.x.u.ɔ.⁰,,,Lai2017FN,1681,,,,,FALSE
Guangzhou-145_noon-1,Guangzhou_v2_9937,Guangzhou,145_noon,tsʊŋ⁵³ŋ̩̩²³,ts.ʊ.ŋ.⁵³.ŋ̩̩.²³,,,Lai2017FN,1683,,,,,FALSE
Chaozhou-145_noon-1,Chaozhou_5886,Chaozhou,145_noon,toŋ³³ŋou³⁵,t.o.ŋ.³³.ŋ.o.u.³⁵,,,Lai2017FN,1683,,,,,FALSE
Longgang-145_noon-1,Longgang_v2_9939,Longgang,145_noon,tsʊŋ³³₂₄mm̩∼³²,ts.ʊ.ŋ.³³₂₄.m.m̩.∼.³²,,,Lai2017FN,1683,,,,,TRUE
Jieyang-145_noon-1,Jieyang_v2_9940,Jieyang,145_noon,toŋ³³ŋou³⁵,t.o.ŋ.³³.ŋ.o.u.³⁵,,,Lai2017FN,1683,,,,,FALSE
Xingning-145_noon-1,Xingning_5911,Xingning,145_noon,tɔŋ⁴⁵₃₅tʂu⁵³ʂɿn²¹,t.ɔ.ŋ.⁴⁵₃₅.tʂ.u.⁵³.ʂ.ɿ.n.²¹,,,Lai2017FN,1684,,,,,FALSE
Ukhrul-145_noon-1,Ukhrul_5909,Ukhrul,145_noon,kə+ŋə+ʃun,k.ə.+.ŋ.ə.+.ʃ.u.n,,,Mortensen2012,3330,,,,,FALSE
Tangut-145_noon-1,Tangut_5904,Tangut,145_noon,ljij,l.ji.j,,,Li1997,4217,,,,,FALSE
KarbiMikir-145_noon-1,Mikir_5898,KarbiMikir,145_noon,nerlo chitim,n.e.r.l.o._.ch.i.t.i.m,,,Walker1925 KonnerthFC GruessnerNoDate,0,,,,,FALSE
MishmiKaman-145_noon-1,Kaman_185312,MishmiKaman,145_noon,ŋin⁵⁵ lɑi⁵⁵,ŋin⁵⁵ lɑi⁵⁵,,,Sun1991,,,,,,
